기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
2010,동대문구,회기동,5567,12183,5820,6363,10853,5259,5594,1330,561,769,1.95,1216
2010,동대문구,휘경1동,8243,18372,9122,9250,17226,8644,8582,1146,478,668,2.09,1934
2010,동대문구,휘경2동,9861,24411,12049,12362,24215,11968,12247,196,81,115,2.46,2374
2010,동대문구,청량리동,11091,26081,13108,12973,25122,12650,12472,959,458,501,2.27,3990
2010,동대문구,용신동,16105,34512,17877,16635,33017,17200,15817,1495,677,818,2.05,4397
2010,동대문구,제기동,13013,29788,15089,14699,28308,14468,13840,1480,621,859,2.18,3990
2010,동대문구,전농1동,13087,28861,14884,13977,28091,14542,13549,770,342,428,2.15,3867
2010,동대문구,전농2동,7360,20246,9932,10314,20163,9899,10264,83,33,50,2.74,2342
2010,동대문구,답십리1동,9023,21399,10766,10633,20766,10474,10292,633,292,341,2.3,2479
2010,동대문구,답십리2동,12344,32853,16284,16569,32645,16195,16450,208,89,119,2.64,3575
2010,동대문구,장안1동,14735,37804,19052,18752,36764,18646,18118,1040,406,634,2.5,3517
2010,동대문구,장안2동,13031,33188,16786,16402,32963,16700,16263,225,86,139,2.53,2988
2010,동대문구,이문1동,16097,35114,17465,17649,32928,16486,16442,2186,979,1207,2.05,3613
2010,동대문구,이문2동,8928,24531,12083,12448,23725,11743,11982,806,340,466,2.66,2387
2010,중랑구,소계,176096,432302,216255,216047,427455,214383,213072,4847,1872,2975,2.43,41887
2010,중랑구,면목2동,12360,29536,14950,14586,28964,14681,14283,572,269,303,2.34,2735
2010,중랑구,면목4동,10323,23804,11724,12080,23574,11633,11941,230,91,139,2.28,2290
2010,중랑구,면목5동,6356,14764,7563,7201,14615,7521,7094,149,42,107,2.3,1497
2010,중랑구,면목7동,10893,26701,13305,13396,26536,13246,13290,165,59,106,2.44,2601
2010,중랑구,상봉1동,9430,26446,13081,13365,26117,12949,13168,329,132,197,2.77,2271
2010,중랑구,상봉2동,9068,19006,9615,9391,18817,9542,9275,189,73,116,2.08,1998
2010,중랑구,중화1동,8398,22486,11177,11309,21982,10987,10995,504,190,314,2.62,1944
2010,중랑구,중화2동,14859,32147,16525,15622,31737,16358,15379,410,167,243,2.14,3384
2010,중랑구,묵1동,13209,35076,17290,17786,34802,17180,17622,274,110,164,2.63,3394
2010,중랑구,묵2동,8521,20534,10323,10211,20408,10285,10123,126,38,88,2.4,2078
2010,중랑구,망우3동,8405,19935,10037,9898,19807,9991,9816,128,46,82,2.36,1971
2010,중랑구,신내1동,11150,32769,16229,16540,32503,16108,16395,266,121,145,2.92,3092
2010,중랑구,신내2동,9393,25749,12609,13140,25702,12588,13114,47,21,26,2.74,2366
2010,중랑구,면목본동,16163,37897,18905,18992,37055,18606,18449,842,299,543,2.29,3560
2010,중랑구,면목3.8동,12975,30535,15306,15229,30326,15234,15092,209,72,137,2.34,3131
2010,중랑구,망우본동,14593,34917,17616,17301,34510,17474,17036,407,142,265,2.36,3575
2010,성북구,소계,201489,497692,245659,252033,488932,241927,247005,8760,3732,5028,2.43,53243
2010,성북구,돈암1동,6529,17240,8336,8904,17062,8263,8799,178,73,105,2.61,1907
2010,성북구,돈암2동,8442,24527,11920,12607,24408,11873,12535,119,47,72,2.89,2296
2010,성북구,안암동,8811,18591,9402,9189,17070,8704,8366,1521,698,823,1.94,1787
2010,성북구,보문동,7428,16487,8234,8253,16090,8086,8004,397,148,249,2.17,1851
2010,성북구,정능1동,7720,21401,10228,11173,20617,9920,10697,784,308,476,2.67,2251
2010,성북구,정능2동,9821,25131,12457,12674,25029,12409,12620,102,48,54,2.55,2859
2010,성북구,정능3동,8232,18909,9455,9454,18615,9323,9292,294,132,162,2.26,2367
2010,성북구,정능4동,11069,28451,14009,14442,28250,13921,14329,201,88,113,2.55,3102
2010,성북구,길음1동,12934,36642,17868,18774,36306,17739,18567,336,129,207,2.81,3034
2010,성북구,길음2동,9065,20628,10152,10476,20440,10069,10371,188,83,105,2.25,2347
2010,성북구,월곡1동,11224,29368,14626,14742,28988,14454,14534,380,172,208,2.58,2991
2010,성북구,월곡2동,8698,21799,10747,11052,21592,10669,10923,207,78,129,2.48,2416
2010,성북구,장위1동,10844,27593,13774,13819,27086,13577,13509,507,197,310,2.5,2839
2010,성북구,장위2동,9863,24159,12208,11951,23996,12142,11854,163,66,97,2.43,2769
2010,성북구,장위3동,8380,20283,10398,9885,20098,10317,9781,185,81,104,2.4,2323
2010,성북구,성북동,8656,19953,9586,10367,19260,9310,9950,693,276,417,2.23,2619
2010,성북구,삼선동,12242,27999,13637,14362,27300,13324,13976,699,313,386,2.23,3142
2010,성북구,동선동,8107,16299,7447,8852,15858,7246,8612,441,201,240,1.96,1870
2010,성북구,종암동,17412,43371,21620,21751,42720,21336,21384,651,284,367,2.45,4342
2010,성북구,석관동,16012,38861,19555,19306,38147,19245,18902,714,310,404,2.38,4131
2010,강북구,소계,142711,350007,173373,176634,346520,172109,174411,3487,1264,2223,2.43,41702
2010,강북구,번1동,9357,21233,10483,10750,20826,10349,10477,407,134,273,2.23,2382
2010,강북구,번2동,8277,20722,10217,10505,20647,10196,10451,75,21,54,2.49,2565
2010,강북구,번3동,7910,21776,10570,11206,21717,10555,11162,59,15,44,2.75,3011
2010,강북구,수유1동,9987,24012,12051,11961,23520,11866,11654,492,185,307,2.36,2893
2010,강북구,수유2동,9341,23915,11821,12094,23798,11787,12011,117,34,83,2.55,3163
2010,강북구,수유3동,11036,24344,12095,12249,24101,12004,12097,243,91,152,2.18,3065
2010,강북구,삼양동,13678,33296,16649,16647,32903,16532,16371,393,117,276,2.41,3614
2010,강북구,미아동,10501,24967,12519,12448,24117,12140,11977,850,379,471,2.3,2815
2010,강북구,송중동,14697,35907,17509,18398,35664,17431,18233,243,78,165,2.43,4205
2010,강북구,송천동,14364,33145,16612,16533,32904,16534,16370,241,78,163,2.29,4060
2010,강북구,삼각산동,10778,30654,15102,15552,30589,15074,15515,65,28,37,2.84,2465
2010,강북구,우이동,8929,22023,11052,10971,21885,10998,10887,138,54,84,2.45,3073
2010,강북구,인수동,13856,34013,16693,17320,33849,16643,17206,164,50,114,2.44,4391
2010,도봉구,소계,140603,370734,183283,187451,368298,182407,185891,2436,876,1560,2.62,38214
2010,도봉구,쌍문1동,8742,22851,11200,11651,22496,11086,11410,355,114,241,2.57,2684
2010,도봉구,쌍문2동,8467,21785,10725,11060,21692,10692,11000,93,33,60,2.56,2415
2010,도봉구,쌍문3동,7505,18823,9201,9622,18714,9166,9548,109,35,74,2.49,2146
2010,도봉구,쌍문4동,7640,22037,10668,11369,21996,10656,11340,41,12,29,2.88,1889
2010,도봉구,방학1동,12461,32894,16465,16429,32500,16316,16184,394,149,245,2.61,3131
2010,도봉구,방학2동,9960,24805,12532,12273,24653,12483,12170,152,49,103,2.48,2626
2010,도봉구,방학3동,10993,32721,16102,16619,32658,16075,16583,63,27,36,2.97,2871
2010,도봉구,창1동,11205,29430,14366,15064,28991,14190,14801,439,176,263,2.59,2964
2010,도봉구,창2동,12222,31716,15685,16031,31517,15592,15925,199,93,106,2.58,2954
2010,도봉구,창3동,6824,16627,8396,8231,16573,8383,8190,54,13,41,2.43,1753
2010,도봉구,창4동,11443,31369,15221,16148,31317,15204,16113,52,17,35,2.74,2726
2010,도봉구,창5동,10246,28458,14018,14440,28351,13976,14375,107,42,65,2.77,2587
2010,도봉구,도봉1동,10773,25355,12850,12505,25077,12756,12321,278,94,184,2.33,3539
2010,도봉구,도봉2동,12122,31863,15854,16009,31763,15832,15931,100,22,78,2.62,3929
2010,노원구,소계,228022,615425,301141,314284,611230,299384,311846,4195,1757,2438,2.68,57049
2010,노원구,월계1동,9763,24907,12641,12266,24083,12280,11803,824,361,463,2.47,2628
2010,노원구,월계2동,12637,31767,15567,16200,31643,15524,16119,124,43,81,2.5,3550
2010,노원구,월계3동,13878,36853,17993,18860,36741,17953,18788,112,40,72,2.65,3675
2010,노원구,공릉2동,17000,46946,23330,23616,46309,23052,23257,637,278,359,2.72,3515
2010,노원구,하계1동,11503,31414,15298,16116,31281,15229,16052,133,69,64,2.72,2991
2010,노원구,하계2동,8886,26437,12909,13528,26402,12896,13506,35,13,22,2.97,2155
2010,노원구,중계본동,10308,31124,15384,15740,30739,15203,15536,385,181,204,2.98,2228
2010,노원구,중계1동,9800,31221,15308,15913,31159,15279,15880,62,29,33,3.18,1858
2010,노원구,중계4동,8571,23452,11458,11994,23340,11411,11929,112,47,65,2.72,2437
2010,노원구,상계1동,15896,44905,22200,22705,44595,22066,22529,310,134,176,2.81,4377
2010,노원구,상계2동,8692,23283,11568,11715,23124,11512,11612,159,56,103,2.66,2135
2010,노원구,상계5동,9616,24879,12200,12679,24768,12154,12614,111,46,65,2.58,2621
2010,노원구,상계8동,9822,27713,13299,14414,27667,13286,14381,46,13,33,2.82,1995
2010,노원구,상계9동,9139,25479,12408,13071,25403,12381,13022,76,27,49,2.78,2031
2010,노원구,상계10동,8087,21134,10027,11107,21071,10010,11061,63,17,46,2.61,1707
2010,노원구,공릉1.3동,16763,41498,20403,21095,41036,20197,20839,462,206,256,2.45,3745
2010,노원구,상계3.4동,17140,41279,20784,20495,41017,20712,20305,262,72,190,2.39,5262
2010,노원구,상계6.7동,14694,38042,17999,20043,37873,17931,19942,169,68,101,2.58,3123
2010,노원구,중계2.3동,15827,43092,20365,22727,42979,20308,22671,113,57,56,2.72,5016
2010,은평구,소계,196390,492925,242564,250361,488109,240536,247573,4816,2028,2788,2.49,53779
2010,은평구,녹번동,15822,36539,17805,18734,36033,17581,18452,506,224,282,2.28,4306
2010,은평구,불광1동,15807,39064,19171,19893,38592,18965,19627,472,206,266,2.44,4446
2010,은평구,갈현1동,11008,27042,13392,13650,26713,13271,13442,329,121,208,2.43,2769
2010,은평구,갈현2동,10870,28248,13680,14568,28002,13578,14424,246,102,144,2.58,2815
2010,은평구,구산동,12007,33947,17508,16439,33788,17449,16339,159,59,100,2.81,3745
2010,은평구,대조동,13691,31881,15328,16553,31468,15153,16315,413,175,238,2.3,3733
2010,은평구,응암1동,13685,33131,16212,16919,32538,15952,16586,593,260,333,2.38,3472
2010,은평구,응암2동,8881,20155,10017,10138,20043,9981,10062,112,36,76,2.26,2523
2010,은평구,신사1동,10611,28027,13797,14230,27572,13591,13981,455,206,249,2.6,2771
2010,은평구,신사2동,9256,23892,12090,11802,23784,12050,11734,108,40,68,2.57,2296
2010,은평구,증산동,8637,22135,10997,11138,21957,10927,11030,178,70,108,2.54,2396
2010,은평구,수색동,8395,20930,10466,10464,20703,10381,10322,227,85,142,2.47,2573
2010,은평구,진관동,13691,41238,19951,21287,41101,19890,21211,137,61,76,3,4009
2010,은평구,불광2동,13460,31351,15387,15964,31161,15326,15835,190,61,129,2.32,3714
2010,은평구,응암3동,11936,28045,13875,14170,27813,13770,14043,232,105,127,2.33,3454
2010,은평구,역촌동,18633,47300,22888,24412,46841,22671,24170,459,217,242,2.51,4757
2010,서대문구,소계,138473,333871,162823,171048,324541,158857,165684,9330,3966,5364,2.34,39497
2010,서대문구,천연동,8637,20842,10174,10668,20602,10066,10536,240,108,132,2.39,2575
2010,서대문구,홍제1동,11702,28845,13897,14948,28346,13675,14671,499,222,277,2.42,3512
2010,서대문구,홍제3동,8593,20908,10211,10697,20743,10139,10604,165,72,93,2.41,2795
2010,서대문구,홍제2동,6278,16427,7907,8520,16282,7843,8439,145,64,81,2.59,1867
2010,서대문구,홍은1동,10780,27470,13470,14000,27080,13304,13776,390,166,224,2.51,3470
2010,서대문구,홍은2동,11970,30380,15013,15367,29912,14796,15116,468,217,251,2.5,3476
2010,서대문구,남가좌1동,2127,4729,2367,2362,4428,2248,2180,301,119,182,2.08,635
2010,서대문구,남가좌2동,12948,31921,15682,16239,31549,15506,16043,372,176,196,2.44,3770
2010,서대문구,북가좌1동,4146,10756,5419,5337,10617,5364,5253,139,55,84,2.56,1245
2010,서대문구,북가좌2동,13806,35394,17465,17929,35195,17400,17795,199,65,134,2.55,3962
2010,서대문구,충현동,10998,24370,12083,12287,24060,11934,12126,310,149,161,2.19,3079
2010,서대문구,북아현동,7122,15997,7694,8303,15501,7481,8020,496,213,283,2.18,1827
2010,서대문구,신촌동,10404,21459,9714,11745,18407,8619,9788,3052,1095,1957,1.77,1948
2010,서대문구,연희동,18962,44373,21727,22646,41819,20482,21337,2554,1245,1309,2.21,5336
2010,마포구,소계,170531,400464,195145,205319,391865,191034,200831,8599,4111,4488,2.3,41457
2010,마포구,용강동,8738,21549,10429,11120,21129,10218,10911,420,211,209,2.42,2188
2010,마포구,대흥동,8620,16181,7879,8302,14930,7312,7618,1251,567,684,1.73,1761
2010,마포구,염리동,8501,18908,9341,9567,18411,9121,9290,497,220,277,2.17,2108
2010,마포구,신수동,9950,23859,11796,12063,23342,11553,11789,517,243,274,2.35,2410
2010,마포구,서교동,15834,29760,13967,15793,28905,13527,15378,855,440,415,1.83,3011
2010,마포구,합정동,9440,21507,10533,10974,21203,10406,10797,304,127,177,2.25,2103
2010,마포구,망원1동,10770,25114,12325,12789,24721,12163,12558,393,162,231,2.3,2508
2010,마포구,망원2동,8520,21907,10688,11219,21746,10624,11122,161,64,97,2.55,2112
2010,마포구,연남동,9079,20777,10060,10717,19622,9449,10173,1155,611,544,2.16,2325
2010,마포구,성산1동,8736,21019,10291,10728,20712,10155,10557,307,136,171,2.37,2198
2010,마포구,성산2동,15839,41880,20382,21498,41667,20284,21383,213,98,115,2.63,4119
2010,마포구,상암동,10619,30964,15271,15693,30658,15111,15547,306,160,146,2.89,2782
2010,마포구,도화동,9563,24017,11674,12343,23672,11507,12165,345,167,178,2.48,2873
2010,마포구,서강동,12490,27870,13413,14457,27358,13174,14184,512,239,273,2.19,2448
2010,마포구,공덕동,16040,36995,18271,18724,36310,17928,18382,685,343,342,2.26,4375
2010,마포구,아현동,7792,18157,8825,9332,17479,8502,8977,678,323,355,2.24,2136
2010,양천구,소계,183718,505223,251368,253855,500001,249024,250977,5222,2344,2878,2.72,39067
2010,양천구,목1동,10948,33967,16579,17388,33598,16394,17204,369,185,184,3.07,1903
2010,양천구,목2동,12268,32254,15995,16259,32039,15914,16125,215,81,134,2.61,2500
2010,양천구,목3동,9314,23576,11647,11929,23438,11595,11843,138,52,86,2.52,1941
2010,양천구,목4동,10327,29308,14670,14638,29143,14609,14534,165,61,104,2.82,1987
2010,양천구,신월1동,10394,25458,13053,12405,24829,12796,12033,629,257,372,2.39,2106
2010,양천구,신월2동,7932,21121,10594,10527,21008,10547,10461,113,47,66,2.65,1880
2010,양천구,신월3동,8233,19028,9762,9266,18802,9680,9122,226,82,144,2.28,1752
2010,양천구,신월4동,6848,19324,9666,9658,19255,9644,9611,69,22,47,2.81,1711
2010,양천구,신월5동,6291,16447,8130,8317,16318,8078,8240,129,52,77,2.59,1370
2010,양천구,신월6동,5672,14549,7350,7199,14454,7318,7136,95,32,63,2.55,1293
2010,양천구,신월7동,9828,26488,13270,13218,26346,13218,13128,142,52,90,2.68,2524
2010,양천구,신정1동,8620,25612,12618,12994,24324,11976,12348,1288,642,646,2.82,1870
2010,양천구,신정2동,7549,23165,11521,11644,22974,11429,11545,191,92,99,3.04,1671
2010,양천구,신정3동,18582,49366,24500,24866,48679,24179,24500,687,321,366,2.62,3848
2010,양천구,신정6동,8664,27555,13492,14063,27501,13469,14032,54,23,31,3.17,1588
2010,양천구,신정7동,11939,34087,16924,17163,33844,16793,17051,243,131,112,2.83,3108
2010,양천구,목5동,14575,46647,23173,23474,46549,23124,23425,98,49,49,3.19,2768
2010,양천구,신정4동,15734,37271,18424,18847,36900,18261,18639,371,163,208,2.35,3247
2010,강서구,소계,225313,580506,286324,294182,574127,283248,290879,6379,3076,3303,2.55,50349
2010,강서구,염창동,14472,42912,21259,21653,42751,21175,21576,161,84,77,2.95,2641
2010,강서구,등촌1동,8770,21771,10783,10988,21380,10612,10768,391,171,220,2.44,1855
2010,강서구,등촌2동,8252,22781,11450,11331,22716,11426,11290,65,24,41,2.75,1694
2010,강서구,등촌3동,14835,38157,18268,19889,38064,18238,19826,93,30,63,2.57,4110
2010,강서구,화곡본동,14931,36755,18107,18648,36514,18003,18511,241,104,137,2.45,2810
2010,강서구,화곡2동,8231,21063,10387,10676,20890,10309,10581,173,78,95,2.54,1666
2010,강서구,화곡3동,8977,24305,11858,12447,24184,11817,12367,121,41,80,2.69,2177
2010,강서구,화곡4동,9553,23284,11620,11664,23061,11523,11538,223,97,126,2.41,2066
2010,강서구,화곡6동,9886,25284,12547,12737,25119,12470,12649,165,77,88,2.54,2031
2010,강서구,화곡8동,11170,27888,13709,14179,27658,13609,14049,230,100,130,2.48,2310
2010,강서구,가양1동,7588,21369,10759,10610,20967,10569,10398,402,190,212,2.76,1485
2010,강서구,가양2동,8046,18492,8917,9575,18442,8905,9537,50,12,38,2.29,2381
2010,강서구,가양3동,7907,19459,9402,10057,19377,9370,10007,82,32,50,2.45,2294
2010,강서구,발산1동,11745,33861,16388,17473,33633,16277,17356,228,111,117,2.86,2472
2010,강서구,공항동,10001,22657,11812,10845,21614,11053,10561,1043,759,284,2.16,2210
2010,강서구,방화1동,12027,31986,16090,15896,31391,15809,15582,595,281,314,2.61,2810
2010,강서구,방화2동,11187,26583,13171,13412,26370,13077,13293,213,94,119,2.36,3012
2010,강서구,방화3동,11577,28080,13636,14444,27973,13596,14377,107,40,67,2.42,3030
2010,강서구,화곡1동,21710,53298,26431,26867,51616,25725,25891,1682,706,976,2.38,4517
2010,강서구,우장산동,14448,40521,19730,20791,40407,19685,20722,114,45,69,2.8,2778
2010,구로구,소계,170317,452667,229189,223478,423736,214032,209704,28931,15157,13774,2.49,39389
2010,구로구,신도림동,12947,37302,18524,18778,36987,18344,18643,315,180,135,2.86,2678
2010,구로구,구로1동,7992,29950,15147,14803,23167,11584,11583,6783,3563,3220,2.9,1539
2010,구로구,구로3동,13431,28333,14388,13945,27496,13947,13549,837,441,396,2.05,2053
2010,구로구,구로4동,12038,30043,15143,14900,27243,13713,13530,2800,1430,1370,2.26,2894
2010,구로구,구로5동,12688,34048,17238,16810,31548,15936,15612,2500,1302,1198,2.49,2820
2010,구로구,고척1동,9923,26739,13481,13258,26228,13229,12999,511,252,259,2.64,2417
2010,구로구,고척2동,12100,31706,16123,15583,31446,16003,15443,260,120,140,2.6,2875
2010,구로구,개봉2동,12952,35670,17653,18017,35488,17566,17922,182,87,95,2.74,3139
2010,구로구,개봉3동,8438,22474,11224,11250,22334,11175,11159,140,49,91,2.65,2079
2010,구로구,오류1동,8337,21643,10846,10797,21002,10548,10454,641,298,343,2.52,2240
2010,구로구,오류2동,11233,29613,15008,14605,29274,14832,14442,339,176,163,2.61,2855
2010,구로구,수궁동,9726,25688,12947,12741,25409,12786,12623,279,161,118,2.61,2352
2010,구로구,가리봉동,8341,23204,12671,10533,15450,8434,7016,7754,4237,3517,1.85,1966
2010,구로구,구로2동,15613,38654,19804,18850,34151,17452,16699,4503,2352,2151,2.19,3975
2010,구로구,개봉1동,14558,37600,18992,18608,36513,18483,18030,1087,509,578,2.51,3507
2010,금천구,소계,103412,264544,135717,128827,245195,125528,119667,19349,10189,9160,2.37,23995
2010,금천구,가산동,10588,25184,14054,11130,19730,11022,8708,5454,3032,2422,1.86,1813
