기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2014,금천구,가산동,11417,23961,13503,10458,19439,10928,8511,4522,2575,1947,1.7,2042
2014,금천구,독산1동,14701,34550,18312,16238,31641,16684,14957,2909,1628,1281,2.15,3872
2014,금천구,독산2동,9569,23607,12028,11579,21961,11168,10793,1646,860,786,2.3,2477
2014,금천구,독산3동,12427,32007,16439,15568,27205,13828,13377,4802,2611,2191,2.19,3424
2014,금천구,독산4동,8033,20028,10171,9857,18262,9256,9006,1766,915,851,2.27,2093
2014,금천구,시흥1동,15233,38688,19604,19084,36291,18328,17963,2397,1276,1121,2.38,4540
2014,금천구,시흥2동,8639,24770,12161,12609,24659,12107,12552,111,54,57,2.85,3051
2014,금천구,시흥3동,4958,12794,6453,6341,12651,6383,6268,143,70,73,2.55,1786
2014,금천구,시흥4동,9304,24126,12075,12051,23453,11752,11701,673,323,350,2.52,2895
2014,금천구,시흥5동,9659,23499,11730,11769,22901,11444,11457,598,286,312,2.37,3373
2014,영등포구,소계,168100,421436,212261,209175,382352,191464,190888,39084,20797,18287,2.27,49829
2014,영등포구,여의동,12444,33934,16168,17766,33503,15930,17573,431,238,193,2.69,4937
2014,영등포구,당산1동,9507,21228,10555,10673,20610,10250,10360,618,305,313,2.17,2705
2014,영등포구,당산2동,15425,35480,16985,18495,34978,16733,18245,502,252,250,2.27,3681
2014,영등포구,양평1동,7375,17044,8590,8454,16726,8443,8283,318,147,171,2.27,2032
2014,영등포구,양평2동,8795,22090,11113,10977,21810,10971,10839,280,142,138,2.48,2062
2014,영등포구,신길1동,10049,22847,11640,11207,20071,10164,9907,2776,1476,1300,2,3099
2014,영등포구,신길3동,6858,17206,8716,8490,15746,7948,7798,1460,768,692,2.3,2245
2014,영등포구,신길4동,5259,13379,6754,6625,11958,6017,5941,1421,737,684,2.27,1878
2014,영등포구,신길5동,6662,18179,9186,8993,15190,7554,7636,2989,1632,1357,2.28,2284
2014,영등포구,신길6동,9320,24189,12015,12174,22148,10959,11189,2041,1056,985,2.38,2933
2014,영등포구,신길7동,5916,15524,7852,7672,15100,7628,7472,424,224,200,2.55,1536
2014,영등포구,대림1동,7052,19410,9948,9462,15844,8025,7819,3566,1923,1643,2.25,2451
2014,영등포구,대림2동,7408,25507,13120,12387,15610,7717,7893,9897,5403,4494,2.11,2667
2014,영등포구,대림3동,11389,31780,16167,15613,27193,13740,13453,4587,2427,2160,2.39,3292
2014,영등포구,영등포본동,10602,27313,13840,13473,24050,12139,11911,3263,1701,1562,2.27,3096
2014,영등포구,영등포동,12284,20606,11627,8979,19782,11209,8573,824,418,406,1.61,2658
2014,영등포구,도림동,9391,23495,11975,11520,20073,10159,9914,3422,1816,1606,2.14,2636
2014,영등포구,문래동,12364,32224,16010,16214,31960,15878,16082,264,132,132,2.58,3637
2014,영등포구,기타,-,1,-,1,-,-,-,1,-,1,-,-
2014,동작구,소계,172389,419261,205962,213299,407470,200328,207142,11791,5634,6157,2.36,52327
2014,동작구,노량진2동,7186,15712,8034,7678,14523,7409,7114,1189,625,564,2.02,2251
2014,동작구,상도1동,20733,48197,23732,24465,47070,23199,23871,1127,533,594,2.27,5449
2014,동작구,상도2동,11002,25927,12627,13300,25539,12415,13124,388,212,176,2.32,3338
2014,동작구,상도3동,10430,25358,12424,12934,24962,12242,12720,396,182,214,2.39,3497
2014,동작구,상도4동,12098,30010,14903,15107,29643,14734,14909,367,169,198,2.45,3826
2014,동작구,사당1동,11317,23864,11492,12372,23018,11086,11932,846,406,440,2.03,2771
2014,동작구,사당3동,10346,26174,12846,13328,25867,12694,13173,307,152,155,2.5,3427
2014,동작구,사당4동,6381,15038,7354,7684,14869,7282,7587,169,72,97,2.33,2025
2014,동작구,사당5동,6270,15161,7563,7598,14970,7459,7511,191,104,87,2.39,1847
2014,동작구,대방동,15538,40180,19463,20717,39769,19258,20511,411,205,206,2.56,4387
2014,동작구,신대방1동,9806,28603,14134,14469,25391,12471,12920,3212,1663,1549,2.59,2943
2014,동작구,신대방2동,8555,21414,10512,10902,21101,10367,10734,313,145,168,2.47,2492
2014,동작구,흑석동,15876,38487,18721,19766,36667,18047,18620,1820,674,1146,2.31,5404
2014,동작구,노량진1동,14321,33889,16935,16954,33498,16745,16753,391,190,201,2.34,4552
2014,동작구,사당2동,12530,31247,15222,16025,30583,14920,15663,664,302,362,2.44,4118
2014,관악구,소계,248180,531960,268683,263277,513186,259631,253555,18774,9052,9722,2.07,62577
2014,관악구,보라매동,11480,27127,13466,13661,25893,12859,13034,1234,607,627,2.26,3451
2014,관악구,청림동,6547,16828,8281,8547,16670,8206,8464,158,75,83,2.55,2146
2014,관악구,행운동,15573,30317,14957,15360,29716,14693,15023,601,264,337,1.91,3444
2014,관악구,낙성대동,10072,18732,9536,9196,17590,8959,8631,1142,577,565,1.75,1764
2014,관악구,중앙동,7704,15211,7408,7803,14634,7155,7479,577,253,324,1.9,2014
2014,관악구,인헌동,13348,28240,14035,14205,27864,13859,14005,376,176,200,2.09,3152
2014,관악구,남현동,8346,18315,8878,9437,18046,8762,9284,269,116,153,2.16,2042
2014,관악구,서원동,12452,24057,12277,11780,23291,11906,11385,766,371,395,1.87,2626
2014,관악구,신원동,9317,20267,10033,10234,18956,9407,9549,1311,626,685,2.03,2681
2014,관악구,서림동,13450,25137,13719,11418,24609,13507,11102,528,212,316,1.83,2731
2014,관악구,신사동,12071,27040,13577,13463,24046,12032,12014,2994,1545,1449,1.99,2798
2014,관악구,신림동,13609,20780,10392,10388,19265,9697,9568,1515,695,820,1.42,1644
2014,관악구,난향동,6523,17485,8698,8787,17338,8624,8714,147,74,73,2.66,2103
2014,관악구,조원동,9273,20328,10435,9893,17859,9115,8744,2469,1320,1149,1.93,2237
2014,관악구,대학동,14227,23570,14043,9527,23036,13838,9198,534,205,329,1.62,2215
2014,관악구,은천동,14963,36727,18176,18551,35855,17769,18086,872,407,465,2.4,4402
2014,관악구,성현동,12802,34321,16854,17467,34114,16767,17347,207,87,120,2.66,4494
2014,관악구,청룡동,18176,34322,17059,17263,32478,16173,16305,1844,886,958,1.79,3846
2014,관악구,난곡동,12761,30860,15583,15277,30406,15384,15022,454,199,255,2.38,4134
2014,관악구,삼성동,11823,28426,14280,14146,28252,14211,14041,174,69,105,2.39,4653
2014,관악구,미성동,13663,33870,16996,16874,33268,16708,16560,602,288,314,2.43,4000
2014,서초구,소계,173469,454288,219109,235179,449678,216740,232938,4610,2369,2241,2.59,47469
2014,서초구,서초1동,8911,21516,10332,11184,21179,10153,11026,337,179,158,2.38,2281
2014,서초구,서초2동,8757,22530,11076,11454,22214,10877,11337,316,199,117,2.54,2289
2014,서초구,서초3동,12168,30647,15272,15375,30310,15097,15213,337,175,162,2.49,3664
2014,서초구,서초4동,9658,28468,13866,14602,28159,13698,14461,309,168,141,2.92,2791
2014,서초구,잠원동,13695,34367,16385,17982,34125,16259,17866,242,126,116,2.49,2924
2014,서초구,반포본동,4397,13473,6383,7090,13406,6345,7061,67,38,29,3.05,1696
2014,서초구,반포1동,14756,34004,16442,17562,33631,16250,17381,373,192,181,2.28,2768
2014,서초구,반포2동,6417,20022,9460,10562,19922,9414,10508,100,46,54,3.1,2047
2014,서초구,반포3동,8231,24152,11510,12642,24100,11485,12615,52,25,27,2.93,2347
2014,서초구,반포4동,7368,20726,9844,10882,20130,9529,10601,596,315,281,2.73,2036
2014,서초구,방배본동,8112,22349,10499,11850,22104,10379,11725,245,120,125,2.72,2435
2014,서초구,방배1동,7155,17479,8344,9135,17328,8278,9050,151,66,85,2.42,2081
2014,서초구,방배2동,11369,28817,13779,15038,28569,13663,14906,248,116,132,2.51,3435
2014,서초구,방배3동,9370,25292,12285,13007,25151,12217,12934,141,68,73,2.68,3009
2014,서초구,방배4동,10088,26179,12220,13959,25825,12034,13791,354,186,168,2.56,2846
2014,서초구,양재1동,17430,47501,22898,24603,47085,22689,24396,416,209,207,2.7,4942
2014,서초구,양재2동,10738,23978,12041,11937,23708,11921,11787,270,120,150,2.21,2195
2014,서초구,내곡동,4849,12788,6473,6315,12732,6452,6280,56,21,35,2.63,1683
2014,강남구,소계,237375,583446,280082,303364,578114,277267,300847,5332,2815,2517,2.44,57444
2014,강남구,신사동,8067,19114,8971,10143,18846,8823,10023,268,148,120,2.34,2449
2014,강남구,논현1동,14471,25751,11862,13889,25215,11600,13615,536,262,274,1.74,2440
2014,강남구,논현2동,10769,22441,10582,11859,22167,10425,11742,274,157,117,2.06,2508
2014,강남구,삼성1동,5889,15800,7961,7839,15471,7760,7711,329,201,128,2.63,1758
2014,강남구,삼성2동,13725,32170,15391,16779,31937,15247,16690,233,144,89,2.33,2747
2014,강남구,대치1동,5781,19804,9882,9922,19689,9809,9880,115,73,42,3.41,1403
2014,강남구,대치4동,10367,22134,10461,11673,21833,10305,11528,301,156,145,2.11,1657
2014,강남구,역삼1동,21372,36239,17259,18980,35232,16682,18550,1007,577,430,1.65,3029
2014,강남구,역삼2동,14745,36130,17113,19017,35830,16929,18901,300,184,116,2.43,2904
2014,강남구,도곡1동,8493,22854,10861,11993,22690,10787,11903,164,74,90,2.67,2166
2014,강남구,도곡2동,12301,35661,16760,18901,35488,16663,18825,173,97,76,2.88,3330
2014,강남구,개포1동,8605,22163,10619,11544,22064,10585,11479,99,34,65,2.56,2455
2014,강남구,개포4동,9631,23177,11366,11811,23011,11293,11718,166,73,93,2.39,2017
2014,강남구,일원본동,8320,24995,12280,12715,24961,12262,12699,34,18,16,3,1857
2014,강남구,일원1동,7405,17880,8687,9193,17713,8626,9087,167,61,106,2.39,2317
2014,강남구,일원2동,7124,18499,9073,9426,18443,9040,9403,56,33,23,2.59,2024
2014,강남구,수서동,7380,16064,7325,8739,15929,7277,8652,135,48,87,2.16,2924
2014,강남구,세곡동,13018,35894,17340,18554,35762,17289,18473,132,51,81,2.75,4033
2014,강남구,압구정동,10912,28730,13348,15382,28551,13264,15287,179,84,95,2.62,4038
2014,강남구,청담동,12367,31350,14946,16404,31038,14786,16252,312,160,152,2.51,3353
2014,강남구,대치2동,13913,43118,21849,21269,42867,21710,21157,251,139,112,3.08,3440
2014,강남구,개포2동,12720,33476,16144,17332,33377,16105,17272,99,39,60,2.62,2595
2014,강남구,기타,-,2,2,-,-,-,-,2,2,-,-,-
2014,송파구,소계,257207,671794,328308,343486,664738,324902,339836,7056,3406,3650,2.58,65025
2014,송파구,풍납1동,7586,19034,9401,9633,18055,8919,9136,979,482,497,2.38,2329
2014,송파구,풍납2동,10835,28066,13545,14521,27876,13462,14414,190,83,107,2.57,2745
2014,송파구,거여1동,5809,15472,7934,7538,15329,7876,7453,143,58,85,2.64,1642
2014,송파구,거여2동,10728,27302,13734,13568,27150,13677,13473,152,57,95,2.53,3223
2014,송파구,마천1동,9246,23185,11709,11476,22940,11616,11324,245,93,152,2.48,3059
2014,송파구,마천2동,8530,21792,11092,10700,21553,11002,10551,239,90,149,2.53,2832
2014,송파구,방이1동,6053,16805,8271,8534,16634,8179,8455,171,92,79,2.75,1559
2014,송파구,방이2동,11796,25852,12695,13157,25395,12472,12923,457,223,234,2.15,2428
2014,송파구,오륜동,6017,20114,9857,10257,20089,9843,10246,25,14,11,3.34,1655
2014,송파구,오금동,13995,37544,18558,18986,37347,18471,18876,197,87,110,2.67,3870
2014,송파구,송파1동,11954,27287,12997,14290,26808,12752,14056,479,245,234,2.24,2560
2014,송파구,송파2동,7534,22497,10940,11557,22279,10829,11450,218,111,107,2.96,2012
2014,송파구,석촌동,15913,35680,17384,18296,34915,17008,17907,765,376,389,2.19,3316
2014,송파구,삼전동,15556,34507,16498,18009,34108,16316,17792,399,182,217,2.19,2854
2014,송파구,가락본동,11414,29132,14541,14591,28722,14352,14370,410,189,221,2.52,2570
2014,송파구,가락1동,523,1237,638,599,1207,616,591,30,22,8,2.31,149
2014,송파구,가락2동,12248,35477,17397,18080,35265,17291,17974,212,106,106,2.88,2757
2014,송파구,문정1동,8363,22383,10962,11421,22177,10878,11299,206,84,122,2.65,1998
2014,송파구,문정2동,7158,18158,8786,9372,18064,8726,9338,94,60,34,2.52,2416
2014,송파구,장지동,16679,46174,22729,23445,45985,22644,23341,189,85,104,2.76,3843
2014,송파구,잠실본동,14412,30965,14781,16184,30194,14392,15802,771,389,382,2.1,2724
2014,송파구,잠실4동,10587,30842,14972,15870,30741,14919,15822,101,53,48,2.9,2804
2014,송파구,잠실6동,6020,17848,8528,9320,17774,8479,9295,74,49,25,2.95,1934
2014,송파구,잠실7동,3475,10474,4912,5562,10453,4902,5551,21,10,11,3.01,1533
2014,송파구,잠실2동,12285,36799,17588,19211,36679,17525,19154,120,63,57,2.99,2406
2014,송파구,잠실3동,12491,37168,17859,19309,36999,17756,19243,169,103,66,2.96,3807
2014,강동구,소계,185905,481332,239990,241342,476597,237816,238781,4735,2174,2561,2.56,50253
2014,강동구,강일동,10832,34168,16644,17524,34040,16592,17448,128,52,76,3.14,3540
2014,강동구,상일동,9476,26868,13378,13490,26743,13332,13411,125,46,79,2.82,2517
2014,강동구,명일1동,10003,28073,13747,14326,27981,13715,14266,92,32,60,2.8,2643
2014,강동구,명일2동,5994,18784,9410,9374,18761,9400,9361,23,10,13,3.13,1595
2014,강동구,고덕1동,5591,16835,8541,8294,16726,8479,8247,109,62,47,2.99,1504
2014,강동구,고덕2동,6666,17005,8785,8220,16898,8731,8167,107,54,53,2.53,1961
2014,강동구,암사2동,6250,16312,8017,8295,16252,7990,8262,60,27,33,2.6,1541
2014,강동구,암사3동,6175,19065,9391,9674,19034,9375,9659,31,16,15,3.08,1589
2014,강동구,천호1동,12865,30573,15327,15246,30137,15142,14995,436,185,251,2.34,3761
2014,강동구,천호3동,12071,26105,13201,12904,25526,12922,12604,579,279,300,2.11,3396
2014,강동구,성내1동,7365,19724,9670,10054,19551,9591,9960,173,79,94,2.65,1940
2014,강동구,성내2동,11914,26583,13183,13400,25779,12772,13007,804,411,393,2.16,3181
2014,강동구,성내3동,10501,25322,12674,12648,25062,12544,12518,260,130,130,2.39,2531
2014,강동구,둔촌1동,6358,19530,10084,9446,19475,10054,9421,55,30,25,3.06,1437
2014,강동구,둔촌2동,10716,29349,14593,14756,29225,14533,14692,124,60,64,2.73,2974
2014,강동구,암사1동,15787,38289,19099,19190,37864,18933,18931,425,166,259,2.4,4244
2014,강동구,천호2동,16707,37226,18836,18390,36400,18440,17960,826,396,430,2.18,4550
2014,강동구,길동,20634,51521,25410,26111,51143,25271,25872,378,139,239,2.48,5349
,,,,,,,,,,,,,,
