기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2014,광진구,자양2동,11413,28520,14206,14314,28163,14030,14133,357,176,181,2.47,2900
2014,광진구,자양3동,11245,31436,15284,16152,31046,15117,15929,390,167,223,2.76,2960
2014,광진구,자양4동,11751,28509,14341,14168,23862,12134,11728,4647,2207,2440,2.03,3261
2014,동대문구,소계,159880,376319,187638,188681,363687,182510,181177,12632,5128,7504,2.27,50915
2014,동대문구,회기동,5919,12627,5916,6711,11064,5360,5704,1563,556,1007,1.87,1386
2014,동대문구,휘경1동,8146,17139,8444,8695,16041,8026,8015,1098,418,680,1.97,2316
2014,동대문구,휘경2동,10606,25735,12690,13045,25341,12528,12813,394,162,232,2.39,2999
2014,동대문구,청량리동,10755,24584,12280,12304,23609,11803,11806,975,477,498,2.2,4571
2014,동대문구,용신동,15605,32629,16769,15860,31197,16094,15103,1432,675,757,2,5034
2014,동대문구,제기동,13012,28883,14625,14258,27189,13956,13233,1694,669,1025,2.09,4620
2014,동대문구,전농1동,14451,31997,16246,15751,31510,16045,15465,487,201,286,2.18,4712
2014,동대문구,전농2동,7713,21387,10378,11009,21056,10265,10791,331,113,218,2.73,2811
2014,동대문구,답십리1동,10510,25989,12902,13087,25536,12682,12854,453,220,233,2.43,3221
2014,동대문구,답십리2동,11528,30027,14845,15182,29733,14723,15010,294,122,172,2.58,4095
2014,동대문구,장안1동,15186,37591,18954,18637,36880,18632,18248,711,322,389,2.43,4384
2014,동대문구,장안2동,12887,32673,16472,16201,32433,16384,16049,240,88,152,2.52,3793
2014,동대문구,이문1동,14943,32201,15862,16339,29684,14931,14753,2517,931,1586,1.99,4091
2014,동대문구,이문2동,8619,22857,11255,11602,22414,11081,11333,443,174,269,2.6,2882
2014,중랑구,소계,176714,423411,211178,212233,418836,209323,209513,4575,1855,2720,2.37,51995
2014,중랑구,면목2동,12027,27936,14011,13925,27571,13861,13710,365,150,215,2.29,3280
2014,중랑구,면목4동,9514,21713,10716,10997,21461,10614,10847,252,102,150,2.26,2852
2014,중랑구,면목5동,5879,13597,6989,6608,13467,6945,6522,130,44,86,2.29,1803
2014,중랑구,면목7동,10570,24860,12437,12423,24585,12328,12257,275,109,166,2.33,3237
2014,중랑구,상봉1동,9839,26746,13193,13553,26546,13124,13422,200,69,131,2.7,2784
2014,중랑구,상봉2동,9355,18438,9313,9125,18099,9152,8947,339,161,178,1.93,2393
2014,중랑구,중화1동,8357,21287,10561,10726,21099,10483,10616,188,78,110,2.52,2475
2014,중랑구,중화2동,14136,29665,15313,14352,29072,15047,14025,593,266,327,2.06,4073
2014,중랑구,묵1동,13497,35241,17280,17961,35041,17209,17832,200,71,129,2.6,4134
2014,중랑구,묵2동,8403,19563,9732,9831,19390,9670,9720,173,62,111,2.31,2513
2014,중랑구,망우3동,8237,18789,9446,9343,18639,9396,9243,150,50,100,2.26,2439
2014,중랑구,신내1동,14156,42203,20720,21483,42028,20637,21391,175,83,92,2.97,4732
2014,중랑구,신내2동,9193,24192,11794,12398,24108,11764,12344,84,30,54,2.62,2806
2014,중랑구,면목본동,16398,36584,18230,18354,35861,17941,17920,723,289,434,2.19,4438
2014,중랑구,면목3.8동,12485,28695,14323,14372,28340,14174,14166,355,149,206,2.27,3733
2014,중랑구,망우본동,14668,33902,17120,16782,33529,16978,16551,373,142,231,2.29,4303
2014,성북구,소계,193359,475961,233009,242952,466706,229205,237501,9255,3804,5451,2.41,62066
2014,성북구,돈암1동,6142,16324,7827,8497,16178,7770,8408,146,57,89,2.63,2212
2014,성북구,돈암2동,7861,23614,11313,12301,23553,11284,12269,61,29,32,3,2517
2014,성북구,안암동,8835,18114,8984,9130,16296,8280,8016,1818,704,1114,1.84,1985
2014,성북구,보문동,6990,15124,7399,7725,14769,7243,7526,355,156,199,2.11,1941
2014,성북구,정릉1동,7429,19975,9625,10350,19696,9531,10165,279,94,185,2.65,2586
2014,성북구,정릉2동,9262,23962,11833,12129,23808,11764,12044,154,69,85,2.57,3376
2014,성북구,정릉3동,7700,17980,8979,9001,16962,8495,8467,1018,484,534,2.2,2745
2014,성북구,정릉4동,10862,27815,13609,14206,27633,13532,14101,182,77,105,2.54,3678
2014,성북구,길음1동,13033,37987,18322,19665,37764,18225,19539,223,97,126,2.9,3697
2014,성북구,길음2동,7386,17404,8584,8820,17198,8500,8698,206,84,122,2.33,2450
2014,성북구,월곡1동,10797,28822,14135,14687,28551,14019,14532,271,116,155,2.64,3563
2014,성북구,월곡2동,8766,21425,10597,10828,21009,10386,10623,416,211,205,2.4,2911
2014,성북구,장위1동,9841,24380,12142,12238,24138,12055,12083,242,87,155,2.45,3397
2014,성북구,장위2동,8913,21452,10782,10670,21200,10673,10527,252,109,143,2.38,3266
2014,성북구,장위3동,7243,17534,8958,8576,17279,8852,8427,255,106,149,2.39,2628
2014,성북구,성북동,8247,18811,8966,9845,18307,8758,9549,504,208,296,2.22,2907
2014,성북구,삼선동,12665,28368,13737,14631,27846,13507,14339,522,230,292,2.2,3681
2014,성북구,동선동,8714,16727,7350,9377,16183,7137,9046,544,213,331,1.86,2085
2014,성북구,종암동,17262,43444,21515,21929,42338,21117,21221,1106,398,708,2.45,5313
2014,성북구,석관동,15411,36699,18352,18347,35998,18077,17921,701,275,426,2.34,5128
2014,강북구,소계,141246,338410,166553,171857,335025,165223,169802,3385,1330,2055,2.37,50841
2014,강북구,번1동,9675,20643,10168,10475,20310,10049,10261,333,119,214,2.1,2931
2014,강북구,번2동,7651,18927,9288,9639,18796,9245,9551,131,43,88,2.46,3117
2014,강북구,번3동,7700,20636,9933,10703,20578,9922,10656,58,11,47,2.67,3817
2014,강북구,수유1동,9866,23090,11574,11516,22741,11440,11301,349,134,215,2.3,3476
2014,강북구,수유2동,9231,22969,11311,11658,22819,11271,11548,150,40,110,2.47,3768
2014,강북구,수유3동,11146,23971,11922,12049,23672,11808,11864,299,114,185,2.12,3669
2014,강북구,삼양동,12678,30306,15174,15132,30087,15073,15014,219,101,118,2.37,4261
2014,강북구,미아동,10781,24014,11779,12235,23462,11560,11902,552,219,333,2.18,3508
2014,강북구,송중동,13590,32378,15768,16610,31927,15574,16353,451,194,257,2.35,4841
2014,강북구,송천동,13679,30928,15406,15522,30538,15238,15300,390,168,222,2.23,4890
2014,강북구,삼각산동,12252,35020,17028,17992,34914,16983,17931,106,45,61,2.85,3298
2014,강북구,우이동,9018,21717,10693,11024,21573,10615,10958,144,78,66,2.39,3693
2014,강북구,인수동,13979,33811,16509,17302,33608,16445,17163,203,64,139,2.4,5572
2014,도봉구,소계,136977,355712,175306,180406,353709,174554,179155,2003,752,1251,2.58,46471
2014,도봉구,쌍문1동,8878,22623,11032,11591,22409,10972,11437,214,60,154,2.52,3346
2014,도봉구,쌍문2동,8525,21222,10393,10829,21079,10336,10743,143,57,86,2.47,2900
2014,도봉구,쌍문3동,7592,18180,8881,9299,18029,8834,9195,151,47,104,2.37,2653
2014,도봉구,쌍문4동,7282,21269,10272,10997,21224,10251,10973,45,21,24,2.91,2184
2014,도봉구,방학1동,12533,31600,15819,15781,31359,15726,15633,241,93,148,2.5,4026
2014,도봉구,방학2동,9631,22948,11602,11346,22755,11539,11216,193,63,130,2.36,3249
2014,도봉구,방학3동,10619,31235,15310,15925,31162,15289,15873,73,21,52,2.93,3357
2014,도봉구,창1동,10954,28196,13723,14473,27994,13624,14370,202,99,103,2.56,3444
2014,도봉구,창2동,11729,31211,15393,15818,30988,15280,15708,223,113,110,2.64,3698
2014,도봉구,창3동,6657,15865,7956,7909,15776,7929,7847,89,27,62,2.37,2215
2014,도봉구,창4동,10789,30170,14625,15545,30102,14598,15504,68,27,41,2.79,3281
2014,도봉구,창5동,9909,27348,13332,14016,27244,13293,13951,104,39,65,2.75,3094
2014,도봉구,도봉1동,10245,23731,12061,11670,23567,12005,11562,164,56,108,2.3,4334
2014,도봉구,도봉2동,11634,30114,14907,15207,30021,14878,15143,93,29,64,2.58,4690
2014,노원구,소계,221107,586056,285697,300359,582552,284225,298327,3504,1472,2032,2.63,66480
2014,노원구,월계1동,9348,22768,11698,11070,22366,11497,10869,402,201,201,2.39,3053
2014,노원구,월계2동,11992,29551,14435,15116,29394,14383,15011,157,52,105,2.45,4171
2014,노원구,월계3동,13320,34984,16949,18035,34815,16888,17927,169,61,108,2.61,4392
2014,노원구,공릉2동,17056,46120,22907,23213,45474,22634,22840,646,273,373,2.67,4153
2014,노원구,하계1동,11109,30003,14518,15485,29863,14446,15417,140,72,68,2.69,3388
2014,노원구,하계2동,8568,25304,12275,13029,25267,12258,13009,37,17,20,2.95,2493
2014,노원구,중계본동,9697,29161,14351,14810,29046,14303,14743,115,48,67,3,2374
2014,노원구,중계1동,9414,30124,14757,15367,30034,14716,15318,90,41,49,3.19,2001
2014,노원구,중계4동,8331,22842,11222,11620,22760,11194,11566,82,28,54,2.73,2946
2014,노원구,상계1동,15753,43376,21264,22112,43163,21176,21987,213,88,125,2.74,5134
2014,노원구,상계2동,8690,22483,11092,11391,22344,11034,11310,139,58,81,2.57,2574
2014,노원구,상계5동,9388,23769,11625,12144,23645,11577,12068,124,48,76,2.52,3162
2014,노원구,상계8동,9435,26207,12602,13605,26168,12593,13575,39,9,30,2.77,2182
2014,노원구,상계9동,8754,24156,11632,12524,24081,11612,12469,75,20,55,2.75,2375
2014,노원구,상계10동,7653,20059,9427,10632,19969,9402,10567,90,25,65,2.61,1905
2014,노원구,상계3.4동,15660,37314,18724,18590,37064,18640,18424,250,84,166,2.37,6180
2014,노원구,상계6.7동,14113,36370,17030,19340,36219,16968,19251,151,62,89,2.57,3560
2014,노원구,중계2.3동,15627,41126,19327,21799,40950,19253,21697,176,74,102,2.62,5808
2014,노원구,공릉1동,17199,40339,19862,20477,39930,19651,20279,409,211,198,2.32,4629
2014,은평구,소계,202187,503243,245946,257297,498644,243977,254667,4599,1969,2630,2.47,67002
2014,은평구,녹번동,13717,31163,15082,16081,30728,14883,15845,435,199,236,2.24,4678
2014,은평구,불광1동,17429,43291,20925,22366,42904,20754,22150,387,171,216,2.46,5904
2014,은평구,갈현1동,10985,26023,12839,13184,25766,12725,13041,257,114,143,2.35,3535
2014,은평구,갈현2동,11792,29942,14450,15492,29634,14320,15314,308,130,178,2.51,3631
2014,은평구,구산동,12124,33646,17159,16487,33423,17054,16369,223,105,118,2.76,4615
2014,은평구,대조동,14936,32892,15679,17213,32500,15514,16986,392,165,227,2.18,4568
2014,은평구,응암1동,13412,32588,15789,16799,32212,15636,16576,376,153,223,2.4,4308
2014,은평구,응암2동,10253,25370,12518,12852,25144,12418,12726,226,100,126,2.45,3241
2014,은평구,신사1동,10990,28319,13840,14479,28096,13746,14350,223,94,129,2.56,3482
2014,은평구,신사2동,8784,22288,11182,11106,22159,11131,11028,129,51,78,2.52,2826
2014,은평구,증산동,8106,20496,10217,10279,20238,10093,10145,258,124,134,2.5,2812
2014,은평구,수색동,7709,18780,9407,9373,18585,9339,9246,195,68,127,2.41,2901
2014,은평구,진관동,17147,51981,24913,27068,51799,24836,26963,182,77,105,3.02,5599
2014,은평구,불광2동,12936,29421,14482,14939,29135,14373,14762,286,109,177,2.25,4526
2014,은평구,응암3동,12351,27623,13589,14034,27323,13473,13850,300,116,184,2.21,4337
2014,은평구,역촌동,19516,49420,23875,25545,48998,23682,25316,422,193,229,2.51,6039
2014,서대문구,소계,134780,320861,155477,165384,310376,151338,159038,10485,4139,6346,2.3,45309
2014,서대문구,천연동,8596,20278,9823,10455,20032,9700,10332,246,123,123,2.33,2991
2014,서대문구,홍제1동,10972,26592,12764,13828,26189,12583,13606,403,181,222,2.39,3966
2014,서대문구,홍제3동,8237,19875,9714,10161,19678,9622,10056,197,92,105,2.39,3273
2014,서대문구,홍제2동,5944,15540,7467,8073,15365,7397,7968,175,70,105,2.58,2216
2014,서대문구,홍은1동,10079,25651,12601,13050,25275,12433,12842,376,168,208,2.51,3940
2014,서대문구,홍은2동,12327,30540,14940,15600,29911,14640,15271,629,300,329,2.43,4269
2014,서대문구,남가좌1동,1701,3718,1894,1824,3631,1855,1776,87,39,48,2.13,703
2014,서대문구,남가좌2동,12453,29817,14709,15108,29122,14419,14703,695,290,405,2.34,4437
2014,서대문구,북가좌1동,7154,19990,9756,10234,19814,9701,10113,176,55,121,2.77,2445
2014,서대문구,북가좌2동,13805,34264,16829,17435,33983,16722,17261,281,107,174,2.46,4672
2014,서대문구,충현동,8961,19650,9597,10053,19136,9418,9718,514,179,335,2.14,2921
2014,서대문구,북아현동,4774,10544,5116,5428,10253,4981,5272,291,135,156,2.15,1563
2014,서대문구,신촌동,11063,22027,9728,12299,18329,8588,9741,3698,1140,2558,1.66,2104
2014,서대문구,연희동,18714,42375,20539,21836,39658,19279,20379,2717,1260,1457,2.12,5809
2014,마포구,소계,169492,395830,190717,205113,385439,186177,199262,10391,4540,5851,2.27,47360
2014,마포구,용강동,8050,20293,9802,10491,19839,9551,10288,454,251,203,2.46,2294
2014,마포구,대흥동,8890,17275,8223,9052,15412,7552,7860,1863,671,1192,1.73,2051
2014,마포구,염리동,7082,15724,7660,8064,14765,7270,7495,959,390,569,2.08,2168
2014,마포구,신수동,8962,21619,10625,10994,21248,10480,10768,371,145,226,2.37,2787
2014,마포구,서교동,15602,29383,13473,15910,28045,12943,15102,1338,530,808,1.8,3262
2014,마포구,합정동,9048,19732,9503,10229,19343,9312,10031,389,191,198,2.14,2275
2014,마포구,망원1동,10316,23402,11334,12068,23030,11184,11846,372,150,222,2.23,2956
2014,마포구,망원2동,8280,21071,10187,10884,20859,10103,10756,212,84,128,2.52,2520
2014,마포구,연남동,9193,19753,9424,10329,18636,8887,9749,1117,537,580,2.03,2495
2014,마포구,성산1동,9156,21283,10199,11084,20889,10005,10884,394,194,200,2.28,2615
2014,마포구,성산2동,15758,40456,19582,20874,40275,19511,20764,181,71,110,2.56,4877
2014,마포구,상암동,11752,33522,16417,17105,32967,16138,16829,555,279,276,2.81,3228
2014,마포구,도화동,9480,23557,11349,12208,23210,11182,12028,347,167,180,2.45,3285
2014,마포구,서강동,11667,26300,12599,13701,25727,12345,13382,573,254,319,2.21,2655
2014,마포구,공덕동,15861,36760,17859,18901,36026,17471,18555,734,388,346,2.27,4970
2014,마포구,아현동,10395,25700,12481,13219,25168,12243,12925,532,238,294,2.42,2922
2014,양천구,소계,179069,490708,243091,247617,486221,241020,245201,4487,2071,2416,2.72,48175
2014,양천구,목1동,10501,32783,15901,16882,32636,15828,16808,147,73,74,3.11,2236
2014,양천구,목2동,12119,31155,15317,15838,30916,15218,15698,239,99,140,2.55,2938
2014,양천구,목3동,9175,22878,11167,11711,22697,11095,11602,181,72,109,2.47,2420
2014,양천구,목4동,9937,28311,14070,14241,28135,13993,14142,176,77,99,2.83,2451
2014,양천구,신월1동,10504,24387,12466,11921,23982,12301,11681,405,165,240,2.28,2822
2014,양천구,신월2동,8426,23002,11395,11607,22802,11310,11492,200,85,115,2.71,2639
2014,양천구,신월3동,7990,17528,9114,8414,17262,9006,8256,266,108,158,2.16,2189
2014,양천구,신월4동,6849,19641,9691,9950,19565,9666,9899,76,25,51,2.86,2119
2014,양천구,신월5동,6207,16426,8091,8335,16269,8025,8244,157,66,91,2.62,1730
2014,양천구,신월6동,4854,12251,6244,6007,12175,6216,5959,76,28,48,2.51,1476
2014,양천구,신월7동,9198,24062,11889,12173,23923,11845,12078,139,44,95,2.6,3030
2014,양천구,신정1동,6326,19319,9465,9854,19124,9360,9764,195,105,90,3.02,1788
2014,양천구,신정2동,7290,22077,10959,11118,21916,10875,11041,161,84,77,3.01,1961
2014,양천구,신정3동,20432,56535,28064,28471,55516,27534,27982,1019,530,489,2.72,5555
2014,양천구,신정6동,8331,26551,12918,13633,26518,12898,13620,33,20,13,3.18,1811
2014,양천구,신정7동,11733,32499,16047,16452,32260,15929,16331,239,118,121,2.75,3666
2014,양천구,목5동,13743,44760,22235,22525,44670,22190,22480,90,45,45,3.25,3100
2014,양천구,신정4동,15454,36543,18058,18485,35855,17731,18124,688,327,361,2.32,4244
2014,강서구,소계,234378,591653,289841,301812,585160,286644,298516,6493,3197,3296,2.5,64287
2014,강서구,염창동,14504,42281,20821,21460,42116,20746,21370,165,75,90,2.9,3179
2014,강서구,등촌1동,10517,23068,11029,12039,22680,10847,11833,388,182,206,2.16,2197
2014,강서구,등촌2동,7921,21755,10913,10842,21663,10874,10789,92,39,53,2.73,2166
2014,강서구,등촌3동,14685,36071,17292,18779,35899,17211,18688,172,81,91,2.44,4725
2014,강서구,화곡본동,14994,36587,17901,18686,36213,17750,18463,374,151,223,2.42,3468
2014,강서구,화곡2동,7957,20228,9901,10327,19998,9800,10198,230,101,129,2.51,2119
2014,강서구,화곡3동,9044,23765,11528,12237,23603,11455,12148,162,73,89,2.61,2905
2014,강서구,화곡4동,9671,23188,11471,11717,22861,11330,11531,327,141,186,2.36,2650
2014,강서구,화곡6동,10396,25781,12747,13034,25567,12638,12929,214,109,105,2.46,2597
2014,강서구,화곡8동,11030,27567,13461,14106,27167,13282,13885,400,179,221,2.46,3142
2014,강서구,가양1동,8341,23585,11784,11801,23391,11697,11694,194,87,107,2.8,2088
2014,강서구,가양2동,7850,17098,8219,8879,16985,8174,8811,113,45,68,2.16,2803
2014,강서구,가양3동,7810,18051,8623,9428,17911,8561,9350,140,62,78,2.29,2679
2014,강서구,발산1동,13273,39714,18968,20746,39537,18903,20634,177,65,112,2.98,3404
2014,강서구,공항동,9771,21490,11216,10274,20345,10396,9949,1145,820,325,2.08,2646
2014,강서구,방화1동,15217,42282,20902,21380,41863,20708,21155,419,194,225,2.75,4411
2014,강서구,방화2동,11247,25327,12511,12816,25054,12373,12681,273,138,135,2.23,3669
2014,강서구,방화3동,11324,26348,12685,13663,26190,12617,13573,158,68,90,2.31,3610
2014,강서구,화곡1동,22840,52571,26113,26458,51400,25598,25802,1171,515,656,2.25,5973
2014,강서구,우장산동,15986,44896,21756,23140,44717,21684,23033,179,72,107,2.8,3856
2014,구로구,소계,172594,457131,230091,227040,425831,213213,212618,31300,16878,14422,2.47,51187
2014,구로구,신도림동,12953,37807,18617,19190,37444,18419,19025,363,198,165,2.89,3329
2014,구로구,구로1동,7784,22889,11393,11496,22459,11178,11281,430,215,215,2.89,1699
2014,구로구,구로3동,14029,28810,14621,14189,27337,13870,13467,1473,751,722,1.95,2630
2014,구로구,구로4동,11683,30153,15278,14875,25128,12565,12563,5025,2713,2312,2.15,3582
2014,구로구,구로5동,13832,35333,17607,17726,31647,15660,15987,3686,1947,1739,2.29,3627
2014,구로구,고척1동,9552,25650,12872,12778,25335,12718,12617,315,154,161,2.65,3054
2014,구로구,고척2동,11675,30807,15479,15328,30309,15241,15068,498,238,260,2.6,3617
2014,구로구,개봉2동,12707,34920,17282,17638,34562,17118,17444,358,164,194,2.72,4337
2014,구로구,개봉3동,8452,22287,11110,11177,21982,10973,11009,305,137,168,2.6,2697
2014,구로구,오류1동,9247,21908,10835,11073,21308,10535,10773,600,300,300,2.3,2761
2014,구로구,오류2동,16114,45858,22648,23210,45135,22313,22822,723,335,388,2.8,5359
2014,구로구,수궁동,9635,25905,13052,12853,25632,12906,12726,273,146,127,2.66,2997
2014,구로구,가리봉동,6752,19630,10887,8743,12093,6570,5523,7537,4317,3220,1.79,2105
2014,구로구,구로2동,14193,39124,20285,18839,30316,15464,14852,8808,4821,3987,2.14,4827
2014,구로구,개봉1동,13986,36050,18125,17925,35144,17683,17461,906,442,464,2.51,4566
2014,금천구,소계,103940,258030,132476,125554,238463,121878,116585,19567,10598,8969,2.29,29553
