기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
2009,금천구,가산동,9716,24460,13482,10978,19121,10527,8594,5339,2955,2384,1.97,1755
2009,금천구,독산1동,13333,37017,19029,17988,32165,16537,15628,4852,2492,2360,2.41,3169
2009,금천구,독산2동,9809,24749,12546,12203,23847,12097,11750,902,449,453,2.43,1914
2009,금천구,독산3동,12494,31944,16116,15828,29023,14603,14420,2921,1513,1408,2.32,2601
2009,금천구,독산4동,8371,20732,10605,10127,19850,10156,9694,882,449,433,2.37,1513
2009,금천구,시흥1동,13343,34433,17517,16916,31902,16260,15642,2531,1257,1274,2.39,3276
2009,금천구,시흥2동,8775,25839,12888,12951,25776,12858,12918,63,30,33,2.94,2314
2009,금천구,시흥3동,4775,12919,6532,6387,12813,6482,6331,106,50,56,2.68,1394
2009,금천구,시흥4동,9790,25533,12836,12697,25132,12648,12484,401,188,213,2.57,2164
2009,금천구,시흥5동,9879,25490,12790,12700,25206,12668,12538,284,122,162,2.55,2595
2009,영등포구,소계,168099,441747,222622,219125,405798,204349,201449,35949,18273,17676,2.41,40498
2009,영등포구,여의동,12516,34374,16657,17717,33754,16296,17458,620,361,259,2.7,3864
2009,영등포구,당산1동,8885,20860,10469,10391,20304,10184,10120,556,285,271,2.29,2152
2009,영등포구,당산2동,12832,33335,16426,16909,32786,16137,16649,549,289,260,2.56,2997
2009,영등포구,양평1동,6883,17116,8650,8466,16708,8434,8274,408,216,192,2.43,1618
2009,영등포구,양평2동,7928,21911,11091,10820,21567,10916,10651,344,175,169,2.72,1625
2009,영등포구,신길1동,9823,26202,13200,13002,21005,10566,10439,5197,2634,2563,2.14,2545
2009,영등포구,신길3동,8153,20773,10450,10323,19815,9972,9843,958,478,480,2.43,1988
2009,영등포구,신길4동,5714,14601,7362,7239,13602,6857,6745,999,505,494,2.38,1444
2009,영등포구,신길5동,7621,21118,10714,10404,17802,9014,8788,3316,1700,1616,2.34,1895
2009,영등포구,신길6동,9824,26005,12988,13017,24603,12278,12325,1402,710,692,2.5,2335
2009,영등포구,신길7동,7514,20357,10196,10161,19546,9807,9739,811,389,422,2.6,1719
2009,영등포구,대림1동,7460,20043,10097,9946,17434,8776,8658,2609,1321,1288,2.34,1814
2009,영등포구,대림2동,8771,27157,13642,13515,19533,9757,9776,7624,3885,3739,2.23,2240
2009,영등포구,대림3동,12039,33275,16774,16501,29937,15101,14836,3338,1673,1665,2.49,2541
2009,영등포구,영등포본동,11041,28422,14436,13986,25936,13170,12766,2486,1266,1220,2.35,2462
2009,영등포구,영등포동,9597,19173,10713,8460,18266,10267,7999,907,446,461,1.9,2222
2009,영등포구,도림동,9790,24775,12602,12173,21248,10823,10425,3527,1779,1748,2.17,2240
2009,영등포구,문래동,11708,32250,16155,16095,31952,15994,15958,298,161,137,2.73,2797
2009,동작구,소계,163344,407973,200855,207118,397920,196339,201581,10053,4516,5537,2.44,39971
2009,동작구,노량진2동,8050,17866,8882,8984,17041,8483,8558,825,399,426,2.12,1923
2009,동작구,상도1동,16564,39916,19580,20336,38923,19197,19726,993,383,610,2.35,3993
2009,동작구,상도2동,10860,26211,12894,13317,25990,12795,13195,221,99,122,2.39,2611
2009,동작구,상도3동,9795,24739,12197,12542,24558,12125,12433,181,72,109,2.51,2632
2009,동작구,상도4동,11820,30037,14905,15132,29792,14806,14986,245,99,146,2.52,3046
2009,동작구,사당1동,10494,23401,11252,12149,22912,11032,11880,489,220,269,2.18,1968
2009,동작구,사당3동,10030,25637,12721,12916,25386,12595,12791,251,126,125,2.53,2475
2009,동작구,사당4동,6330,15432,7560,7872,15315,7514,7801,117,46,71,2.42,1475
2009,동작구,사당5동,6304,15772,7877,7895,15660,7824,7836,112,53,59,2.48,1373
2009,동작구,대방동,14678,39625,19459,20166,39235,19276,19959,390,183,207,2.67,3481
2009,동작구,신대방1동,10138,29784,14600,15184,26678,13086,13592,3106,1514,1592,2.63,2434
2009,동작구,신대방2동,7693,20337,9891,10446,20122,9793,10329,215,98,117,2.62,1903
2009,동작구,흑석동,14458,33326,16416,16910,32411,16059,16352,915,357,558,2.24,3934
2009,동작구,노량진1동,13898,34607,17343,17264,33790,16983,16807,817,360,457,2.43,3710
2009,동작구,사당2동,12232,31283,15278,16005,30107,14771,15336,1176,507,669,2.46,3013
2009,관악구,소계,241873,547311,277269,270042,529869,269023,260846,17442,8246,9196,2.19,47311
2009,관악구,보라매동,11462,27750,13823,13927,27185,13555,13630,565,268,297,2.37,2571
2009,관악구,청림동,6728,17560,8626,8934,17472,8589,8883,88,37,51,2.6,1659
2009,관악구,행운동,14955,30553,15218,15335,30234,15077,15157,319,141,178,2.02,2529
2009,관악구,낙성대동,9499,18180,9389,8791,17695,9150,8545,485,239,246,1.86,1390
2009,관악구,중앙동,7068,14791,7361,7430,14428,7192,7236,363,169,194,2.04,1480
2009,관악구,인헌동,13154,29240,14533,14707,28957,14409,14548,283,124,159,2.2,2434
2009,관악구,남현동,7843,18005,8802,9203,17735,8666,9069,270,136,134,2.26,1589
2009,관악구,서원동,12167,27914,13949,13965,24158,12160,11998,3756,1789,1967,1.99,2060
2009,관악구,신원동,9406,21143,10428,10715,20431,10097,10334,712,331,381,2.17,1976
2009,관악구,서림동,13026,24943,13680,11263,24756,13600,11156,187,80,107,1.9,2042
2009,관악구,신사동,12066,27701,13892,13809,25740,12916,12824,1961,976,985,2.13,2078
2009,관악구,신림동,11092,18311,9101,9210,17642,8800,8842,669,301,368,1.59,1198
2009,관악구,난향동,6742,18288,9124,9164,18166,9051,9115,122,73,49,2.69,1504
2009,관악구,조원동,8518,20030,10075,9955,18140,9137,9003,1890,938,952,2.13,1813
2009,관악구,대학동,13562,23520,13989,9531,23029,13733,9296,491,256,235,1.7,1700
2009,관악구,은천동,14877,39842,19852,19990,37046,18569,18477,2796,1283,1513,2.49,3389
2009,관악구,성현동,12757,35361,17492,17869,35201,17431,17770,160,61,99,2.76,3418
2009,관악구,청룡동,17547,34854,17463,17391,33387,16785,16602,1467,678,789,1.9,2861
2009,관악구,난곡동,13024,32433,16576,15857,32098,16431,15667,335,145,190,2.46,3130
2009,관악구,삼성동,12684,31374,15914,15460,31198,15838,15360,176,76,100,2.46,3601
2009,관악구,미성동,13696,35518,17982,17536,35171,17837,17334,347,145,202,2.57,2889
2009,서초구,소계,166405,431131,209113,222018,425481,206346,219135,5650,2767,2883,2.56,34046
2009,서초구,서초1동,8702,21232,10344,10888,20790,10098,10692,442,246,196,2.39,1616
2009,서초구,서초2동,8954,23499,11554,11945,23203,11387,11816,296,167,129,2.59,1709
2009,서초구,서초3동,12364,31100,15589,15511,30636,15375,15261,464,214,250,2.48,2662
2009,서초구,서초4동,10321,30068,14647,15421,29702,14447,15255,366,200,166,2.88,2165
2009,서초구,잠원동,15112,37408,17804,19604,37012,17611,19401,396,193,203,2.45,2544
2009,서초구,반포본동,4546,13632,6409,7223,13552,6379,7173,80,30,50,2.98,1264
2009,서초구,반포1동,13306,29974,14285,15689,29587,14106,15481,387,179,208,2.22,1845
2009,서초구,반포2동,6973,21075,10028,11047,20992,9986,11006,83,42,41,3.01,1624
2009,서초구,반포3동,8649,24506,11858,12648,24359,11791,12568,147,67,80,2.82,1912
2009,서초구,반포4동,7475,21191,10185,11006,20559,9869,10690,632,316,316,2.75,1518
2009,서초구,방배본동,7905,21826,10366,11460,21548,10241,11307,278,125,153,2.73,1882
2009,서초구,방배1동,6566,16380,7927,8453,16152,7836,8316,228,91,137,2.46,1404
2009,서초구,방배2동,11297,28669,13868,14801,28390,13750,14640,279,118,161,2.51,2448
2009,서초구,방배3동,9713,26518,13026,13492,26261,12903,13358,257,123,134,2.7,2251
2009,서초구,방배4동,10267,26629,12538,14091,26206,12338,13868,423,200,223,2.55,2190
2009,서초구,양재1동,11119,27103,13170,13933,26712,12966,13746,391,204,187,2.4,2476
2009,서초구,양재2동,10484,23816,12074,11742,23419,11873,11546,397,201,196,2.23,1665
2009,서초구,내곡동,2652,6505,3441,3064,6401,3390,3011,104,51,53,2.41,871
2009,강남구,소계,229431,569499,274480,295019,562138,270720,291418,7361,3760,3601,2.45,41065
2009,강남구,신사동,8860,21485,10086,11399,20783,9751,11032,702,335,367,2.35,1996
2009,강남구,논현1동,15310,27847,12972,14875,27023,12586,14437,824,386,438,1.77,1900
2009,강남구,논현2동,11197,23732,11223,12509,23618,11173,12445,114,50,64,2.11,1882
2009,강남구,삼성1동,5957,16403,8395,8008,15665,7959,7706,738,436,302,2.63,1290
2009,강남구,삼성2동,13824,31728,15222,16506,31646,15173,16473,82,49,33,2.29,1992
2009,강남구,대치1동,7845,26907,13263,13644,26102,12842,13260,805,421,384,3.33,1491
2009,강남구,대치4동,10446,22306,10500,11806,22192,10438,11754,114,62,52,2.12,1276
2009,강남구,역삼1동,20869,36644,17447,19197,35393,16809,18584,1251,638,613,1.7,2300
2009,강남구,역삼2동,13558,32072,15164,16908,31962,15104,16858,110,60,50,2.36,2021
2009,강남구,도곡1동,8087,22234,10698,11536,21626,10359,11267,608,339,269,2.67,1553
2009,강남구,도곡2동,11807,33984,16169,17815,33802,16050,17752,182,119,63,2.86,2398
2009,강남구,개포1동,8152,22439,10759,11680,22058,10574,11484,381,185,196,2.71,1469
2009,강남구,개포4동,9800,24323,11949,12374,24236,11912,12324,87,37,50,2.47,1494
2009,강남구,일원본동,7784,23418,11385,12033,23388,11377,12011,30,8,22,3,1397
2009,강남구,일원1동,7663,19322,9480,9842,19277,9461,9816,45,19,26,2.52,1825
2009,강남구,일원2동,7390,19939,9738,10201,19920,9726,10194,19,12,7,2.7,1508
2009,강남구,수서동,7619,17617,8070,9547,17486,8016,9470,131,54,77,2.3,2311
2009,강남구,세곡동,2112,5419,2789,2630,5348,2747,2601,71,42,29,2.53,743
2009,강남구,압구정동,11123,29146,13677,15469,28995,13609,15386,151,68,83,2.61,3091
2009,강남구,청담동,12272,31337,15175,16162,30827,14900,15927,510,275,235,2.51,2426
2009,강남구,대치2동,14791,45299,23077,22222,45152,23010,22142,147,67,80,3.05,2662
2009,강남구,개포2동,12965,35898,17242,18656,35639,17144,18495,259,98,161,2.75,2040
2009,송파구,소계,260681,689296,337950,351346,681476,334477,346999,7820,3473,4347,2.61,50067
2009,송파구,풍납1동,8198,20950,10305,10645,19983,9858,10125,967,447,520,2.44,1737
2009,송파구,풍납2동,11370,29522,14345,15177,29423,14309,15114,99,36,63,2.59,2164
2009,송파구,거여1동,5912,16332,8271,8061,16038,8163,7875,294,108,186,2.71,1189
2009,송파구,거여2동,11542,29925,15108,14817,29796,15066,14730,129,42,87,2.58,2479
2009,송파구,마천1동,7969,19775,10037,9738,19344,9883,9461,431,154,277,2.43,1810
2009,송파구,마천2동,8889,23602,12039,11563,23482,11993,11489,120,46,74,2.64,2273
2009,송파구,방이1동,6231,17898,8786,9112,17337,8532,8805,561,254,307,2.78,1203
2009,송파구,방이2동,11213,25913,12621,13292,25775,12562,13213,138,59,79,2.3,1890
2009,송파구,오륜동,6341,20967,10175,10792,20929,10162,10767,38,13,25,3.3,1263
2009,송파구,오금동,14396,39669,19761,19908,39394,19623,19771,275,138,137,2.74,3067
2009,송파구,송파1동,11490,28001,13425,14576,27323,13125,14198,678,300,378,2.38,1973
2009,송파구,송파2동,7007,20843,10230,10613,20750,10188,10562,93,42,51,2.96,1422
2009,송파구,석촌동,15989,36572,17954,18618,35760,17560,18200,812,394,418,2.24,2495
2009,송파구,삼전동,15733,35375,16946,18429,34979,16786,18193,396,160,236,2.22,2142
2009,송파구,가락본동,11488,30271,15105,15166,29601,14799,14802,670,306,364,2.58,1993
2009,송파구,가락1동,6301,15601,7674,7927,15545,7650,7895,56,24,32,2.47,1132
2009,송파구,가락2동,12688,36647,18213,18434,36513,18148,18365,134,65,69,2.88,2136
2009,송파구,문정1동,8509,23132,11364,11768,22761,11207,11554,371,157,214,2.67,1580
2009,송파구,문정2동,5485,16508,8084,8424,16464,8064,8400,44,20,24,3,1762
2009,송파구,장지동,13704,36869,18184,18685,36734,18124,18610,135,60,75,2.68,2687
2009,송파구,잠실본동,14201,31955,15114,16841,30995,14689,16306,960,425,535,2.18,2004
2009,송파구,잠실4동,11013,31274,15271,16003,31072,15171,15901,202,100,102,2.82,2281
2009,송파구,잠실6동,5961,17635,8494,9141,17624,8488,9136,11,6,5,2.96,1463
2009,송파구,잠실7동,3524,10782,5128,5654,10726,5093,5633,56,35,21,3.04,1171
2009,송파구,잠실2동,12590,35812,17230,18582,35737,17185,18552,75,45,30,2.84,2009
2009,송파구,잠실3동,12937,37466,18086,19380,37391,18049,19342,75,37,38,2.89,2742
2009,강동구,소계,184793,489655,245018,244637,484745,243001,241744,4910,2017,2893,2.62,36605
2009,강동구,강일동,6616,19604,9645,9959,19535,9621,9914,69,24,45,2.95,1693
2009,강동구,상일동,9934,28836,14493,14343,28685,14425,14260,151,68,83,2.89,1889
2009,강동구,명일1동,10119,28984,14283,14701,28836,14223,14613,148,60,88,2.85,2064
2009,강동구,명일2동,6059,19247,9681,9566,19235,9672,9563,12,9,3,3.17,1167
2009,강동구,고덕1동,7910,22811,11422,11389,22616,11351,11265,195,71,124,2.86,1580
2009,강동구,고덕2동,6964,18849,9656,9193,18805,9635,9170,44,21,23,2.7,1447
2009,강동구,암사2동,6010,16438,8136,8302,16418,8126,8292,20,10,10,2.73,1078
2009,강동구,암사3동,6434,19453,9622,9831,19436,9610,9826,17,12,5,3.02,1245
2009,강동구,천호1동,12878,33190,16599,16591,31937,16111,15826,1253,488,765,2.48,2686
2009,강동구,천호3동,12917,28382,14321,14061,28127,14205,13922,255,116,139,2.18,2578
2009,강동구,성내1동,7783,21451,10711,10740,21356,10663,10693,95,48,47,2.74,1525
2009,강동구,성내2동,11995,27329,13587,13742,27039,13450,13589,290,137,153,2.25,2336
2009,강동구,성내3동,10059,25316,12680,12636,25224,12642,12582,92,38,54,2.51,1833
2009,강동구,둔촌1동,6601,20976,10890,10086,20810,10823,9987,166,67,99,3.15,1047
2009,강동구,둔촌2동,10125,27787,13767,14020,27747,13754,13993,40,13,27,2.74,2095
2009,강동구,암사1동,15990,39958,20043,19915,39443,19862,19581,515,181,334,2.47,3152
2009,강동구,천호2동,16768,39192,19700,19492,38050,19216,18834,1142,484,658,2.27,3430
2009,강동구,길동,19631,51852,25782,26070,51446,25612,25834,406,170,236,2.62,3760
,,,,,,,,,,,,,,
