기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
2009,중구,신당2동,7304,17243,8482,8761,16964,8353,8611,279,129,150,2.32,1866
2009,중구,신당3동,7960,19873,9607,10266,19655,9506,10149,218,101,117,2.47,2414
2009,중구,신당4동,6558,16578,8028,8550,16418,7955,8463,160,73,87,2.5,1871
2009,중구,신당5동,3684,8360,4219,4141,8132,4114,4018,228,105,123,2.21,1026
2009,중구,신당6동,3653,9791,4798,4993,9666,4748,4918,125,50,75,2.65,1040
2009,중구,황학동,5502,12691,6446,6245,11864,6068,5796,827,378,449,2.16,1341
2009,중구,중림동,5517,12930,6461,6469,12578,6299,6279,352,162,190,2.28,1656
2009,용산구,소계,107456,251200,123528,127672,238708,116954,121754,12492,6574,5918,2.22,28167
2009,용산구,후암동,8783,20509,10234,10275,19934,9964,9970,575,270,305,2.27,2271
2009,용산구,용산2가동,6018,14076,7004,7072,13133,6464,6669,943,540,403,2.18,1595
2009,용산구,남영동,4619,8025,4659,3366,7474,4393,3081,551,266,285,1.62,1005
2009,용산구,원효로2동,6150,16272,7821,8451,16063,7730,8333,209,91,118,2.61,1682
2009,용산구,효창동,4195,10802,5287,5515,10666,5227,5439,136,60,76,2.54,1223
2009,용산구,용문동,4803,13022,6384,6638,12846,6300,6546,176,84,92,2.67,1383
2009,용산구,이촌1동,9932,28914,13761,15153,27209,12790,14419,1705,971,734,2.74,3025
2009,용산구,이촌2동,4361,10492,5062,5430,10442,5039,5403,50,23,27,2.39,1307
2009,용산구,이태원1동,4124,10103,4942,5161,8184,3846,4338,1919,1096,823,1.98,1186
2009,용산구,이태원2동,5183,11493,5502,5991,11080,5261,5819,413,241,172,2.14,1589
2009,용산구,서빙고동,4829,11820,5724,6096,11349,5496,5853,471,228,243,2.35,1637
2009,용산구,보광동,8869,19281,9432,9849,18408,8977,9431,873,455,418,2.08,2116
2009,용산구,청파동,11539,24553,11930,12623,23798,11627,12171,755,303,452,2.06,2431
2009,용산구,원효로1동,4638,10453,5244,5209,10188,5111,5077,265,133,132,2.2,1086
2009,용산구,한강로동,7703,16394,8234,8160,15536,7796,7740,858,438,420,2.02,1974
2009,용산구,한남동,11710,24991,12308,12683,22398,10933,11465,2593,1375,1218,1.91,2657
2009,성동구,소계,126670,316064,158203,157861,308058,154333,153725,8006,3870,4136,2.43,30300
2009,성동구,왕십리2동,7522,19265,9534,9731,19152,9489,9663,113,45,68,2.55,1831
2009,성동구,마장동,10152,26406,13327,13079,25921,13077,12844,485,250,235,2.55,2575
2009,성동구,사근동,5579,11800,6293,5507,10699,5761,4938,1101,532,569,1.92,1119
2009,성동구,행당1동,7676,18333,9009,9324,18084,8902,9182,249,107,142,2.36,1868
2009,성동구,행당2동,8728,24886,12011,12875,24817,11983,12834,69,28,41,2.84,2206
2009,성동구,응봉동,6537,17738,8522,9216,17662,8487,9175,76,35,41,2.7,1719
2009,성동구,금호1가동,6318,16442,8016,8426,16279,7945,8334,163,71,92,2.58,1719
2009,성동구,금호4가동,6428,15564,7668,7896,15326,7558,7768,238,110,128,2.38,1543
2009,성동구,성수1가1동,7393,19011,9762,9249,18348,9405,8943,663,357,306,2.48,1437
2009,성동구,성수1가2동,8166,19289,9794,9495,18989,9648,9341,300,146,154,2.33,1571
2009,성동구,성수2가1동,9059,22303,11498,10805,21186,10946,10240,1117,552,565,2.34,1841
2009,성동구,성수2가3동,5263,12396,6365,6031,12040,6141,5899,356,224,132,2.29,1128
2009,성동구,송정동,5690,13000,6803,6197,12495,6583,5912,505,220,285,2.2,1096
2009,성동구,용답동,7457,18121,9381,8740,17106,8914,8192,1015,467,548,2.29,1721
2009,성동구,왕십리도선동,5559,13682,6853,6829,12998,6536,6462,684,317,367,2.34,1547
2009,성동구,금호2.3가동,9124,22804,11102,11702,22533,10984,11549,271,118,153,2.47,2597
2009,성동구,옥수동,10019,25024,12265,12759,24423,11974,12449,601,291,310,2.44,2782
2009,광진구,소계,156140,386513,190967,195546,373998,185190,188808,12515,5777,6738,2.4,30288
2009,광진구,화양동,12014,23576,11571,12005,21003,10360,10643,2573,1211,1362,1.75,1679
2009,광진구,군자동,10024,22538,11330,11208,21761,10949,10812,777,381,396,2.17,1960
2009,광진구,중곡1동,7575,17705,8746,8959,17007,8442,8565,698,304,394,2.25,1481
2009,광진구,중곡2동,9395,23303,11403,11900,23109,11334,11775,194,69,125,2.46,1816
2009,광진구,중곡3동,8202,20040,10017,10023,19878,9950,9928,162,67,95,2.42,1650
2009,광진구,중곡4동,12226,32046,15984,16062,31915,15936,15979,131,48,83,2.61,2680
2009,광진구,능동,5138,10980,5269,5711,10768,5171,5597,212,98,114,2.1,954
2009,광진구,구의1동,10771,24067,11597,12470,23041,11159,11882,1026,438,588,2.14,1938
2009,광진구,구의2동,10421,26847,13313,13534,26579,13215,13364,268,98,170,2.55,2406
2009,광진구,구의3동,11572,30384,14753,15631,30195,14663,15532,189,90,99,2.61,2327
2009,광진구,광장동,11818,35962,17544,18418,35654,17396,18258,308,148,160,3.02,2386
2009,광진구,자양1동,11025,26697,13163,13534,24640,12194,12446,2057,969,1088,2.23,2152
2009,광진구,자양2동,11597,29632,14930,14702,29403,14825,14578,229,105,124,2.54,2165
2009,광진구,자양3동,11560,32505,16088,16417,31986,15827,16159,519,261,258,2.77,2110
2009,광진구,자양4동,12802,30231,15259,14972,27059,13769,13290,3172,1490,1682,2.11,2584
2009,동대문구,소계,153437,374277,187856,186421,362146,182550,179596,12131,5306,6825,2.36,39693
2009,동대문구,회기동,5576,12063,5820,6243,10933,5336,5597,1130,484,646,1.96,1138
2009,동대문구,휘경1동,8203,18601,9254,9347,17437,8748,8689,1164,506,658,2.13,1835
2009,동대문구,휘경2동,9518,24286,11921,12365,24129,11860,12269,157,61,96,2.54,2243
2009,동대문구,청량리동,10793,26104,13034,13070,25127,12583,12544,977,451,526,2.33,3748
2009,동대문구,용신동,14343,31502,16300,15202,29942,15599,14343,1560,701,859,2.09,3958
2009,동대문구,제기동,12953,30141,15350,14791,28758,14758,14000,1383,592,791,2.22,3853
2009,동대문구,전농1동,12768,28948,14913,14035,28195,14584,13611,753,329,424,2.21,3559
2009,동대문구,전농2동,6980,19285,9533,9752,19181,9489,9692,104,44,60,2.75,2140
2009,동대문구,답십리1동,8085,19765,9961,9804,19061,9642,9419,704,319,385,2.36,2189
2009,동대문구,답십리2동,12158,32966,16345,16621,32771,16263,16508,195,82,113,2.7,3349
2009,동대문구,장안1동,14355,37532,18889,18643,36501,18479,18022,1031,410,621,2.54,3298
2009,동대문구,장안2동,12703,33078,16760,16318,32871,16690,16181,207,70,137,2.59,2789
2009,동대문구,이문1동,16078,34890,17397,17493,33210,16594,16616,1680,803,877,2.07,3372
2009,동대문구,이문2동,8924,25116,12379,12737,24030,11925,12105,1086,454,632,2.69,2222
2009,중랑구,소계,171448,429700,214546,215154,424761,212576,212185,4939,1970,2969,2.48,39191
2009,중랑구,면목2동,12066,29304,14775,14529,29033,14670,14363,271,105,166,2.41,2554
2009,중랑구,면목4동,10130,23845,11666,12179,23663,11584,12079,182,82,100,2.34,2139
2009,중랑구,면목5동,6240,14898,7573,7325,14762,7529,7233,136,44,92,2.37,1445
2009,중랑구,면목7동,10665,26757,13322,13435,26588,13257,13331,169,65,104,2.49,2438
2009,중랑구,상봉1동,9359,26542,13131,13411,26173,12979,13194,369,152,217,2.8,2167
2009,중랑구,상봉2동,8918,19183,9665,9518,18989,9585,9404,194,80,114,2.13,1862
2009,중랑구,중화1동,8112,22452,11185,11267,21913,10963,10950,539,222,317,2.7,1820
2009,중랑구,중화2동,14605,32435,16576,15859,32014,16398,15616,421,178,243,2.19,3252
2009,중랑구,묵1동,12800,34905,17246,17659,34602,17123,17479,303,123,180,2.7,3197
2009,중랑구,묵2동,8394,20627,10335,10292,20512,10298,10214,115,37,78,2.44,1981
2009,중랑구,망우3동,8259,20101,10133,9968,19986,10092,9894,115,41,74,2.42,1823
2009,중랑구,신내1동,9787,28363,14084,14279,28115,13971,14144,248,113,135,2.87,2515
2009,중랑구,신내2동,9438,26232,12857,13375,26196,12842,13354,36,15,21,2.78,2269
2009,중랑구,면목본동,15867,38568,19091,19477,37361,18628,18733,1207,463,744,2.35,3418
2009,중랑구,면목3.8동,12646,30495,15330,15165,30308,15260,15048,187,70,117,2.4,2929
2009,중랑구,망우본동,14162,34993,17577,17416,34546,17397,17149,447,180,267,2.44,3382
2009,성북구,소계,192990,484457,239463,244994,476028,235755,240273,8429,3708,4721,2.47,49417
2009,성북구,돈암1동,6758,17992,8727,9265,17877,8686,9191,115,41,74,2.65,1892
2009,성북구,돈암2동,8503,24638,12018,12620,24471,11945,12526,167,73,94,2.88,2237
2009,성북구,안암동,8672,18628,9488,9140,17165,8780,8385,1463,708,755,1.98,1670
2009,성북구,보문동,7581,17413,8643,8770,17032,8501,8531,381,142,239,2.25,1850
2009,성북구,정능1동,7580,21102,10129,10973,20416,9852,10564,686,277,409,2.69,2144
2009,성북구,정능2동,9608,25168,12477,12691,25075,12428,12647,93,49,44,2.61,2671
2009,성북구,정능3동,8097,18967,9486,9481,18697,9361,9336,270,125,145,2.31,2305
2009,성북구,정능4동,10836,28329,13933,14396,28138,13841,14297,191,92,99,2.6,2893
2009,성북구,길음1동,9915,28515,13877,14638,28186,13734,14452,329,143,186,2.84,2279
2009,성북구,길음2동,8941,20739,10163,10576,20618,10112,10506,121,51,70,2.31,2207
2009,성북구,월곡1동,10420,27855,13873,13982,27399,13673,13726,456,200,256,2.63,2715
2009,성북구,월곡2동,8590,21956,10870,11086,21755,10785,10970,201,85,116,2.53,2299
2009,성북구,장위1동,10564,27635,13800,13835,27075,13564,13511,560,236,324,2.56,2666
2009,성북구,장위2동,9833,24304,12243,12061,24138,12175,11963,166,68,98,2.45,2572
2009,성북구,장위3동,8358,20573,10504,10069,20376,10413,9963,197,91,106,2.44,2216
2009,성북구,성북동,8423,19947,9637,10310,19233,9331,9902,714,306,408,2.28,2496
2009,성북구,삼선동,11758,27496,13416,14080,26896,13159,13737,600,257,343,2.29,2898
2009,성북구,동선동,7527,15615,7178,8437,15183,6973,8210,432,205,227,2.02,1707
2009,성북구,종암동,15429,38741,19518,19223,38183,19267,18916,558,251,307,2.47,3801
2009,성북구,석관동,15597,38844,19483,19361,38115,19175,18940,729,308,421,2.44,3899
2009,강북구,소계,136779,343912,170346,173566,340367,168998,171369,3545,1348,2197,2.49,38749
2009,강북구,번1동,8908,21126,10429,10697,20699,10281,10418,427,148,279,2.32,2240
2009,강북구,번2동,8177,20729,10199,10530,20648,10169,10479,81,30,51,2.53,2408
2009,강북구,번3동,7746,21881,10579,11302,21814,10559,11255,67,20,47,2.82,2752
2009,강북구,수유1동,9703,23897,12011,11886,23370,11810,11560,527,201,326,2.41,2649
2009,강북구,수유2동,9214,23969,11827,12142,23868,11795,12073,101,32,69,2.59,3049
2009,강북구,수유3동,10728,24403,12151,12252,24179,12061,12118,224,90,134,2.25,2878
2009,강북구,삼양동,13408,33616,16874,16742,33077,16678,16399,539,196,343,2.47,3419
2009,강북구,미아동,10333,25076,12535,12541,24458,12263,12195,618,272,346,2.37,2627
2009,강북구,송중동,14295,36115,17649,18466,35818,17541,18277,297,108,189,2.51,3898
2009,강북구,송천동,13834,32917,16442,16475,32629,16324,16305,288,118,170,2.36,3824
2009,강북구,삼각산동,8204,24160,11904,12256,24101,11881,12220,59,23,36,2.94,1971
2009,강북구,우이동,8694,21952,11036,10916,21810,10983,10827,142,53,89,2.51,2857
2009,강북구,인수동,13535,34071,16710,17361,33896,16653,17243,175,57,118,2.5,4177
2009,도봉구,소계,139010,372398,184019,188379,369733,182985,186748,2665,1034,1631,2.66,36245
2009,도봉구,쌍문1동,8580,22831,11185,11646,22452,11048,11404,379,137,242,2.62,2561
2009,도봉구,쌍문2동,8244,21564,10666,10898,21466,10635,10831,98,31,67,2.6,2190
2009,도봉구,쌍문3동,7395,19010,9289,9721,18872,9240,9632,138,49,89,2.55,2013
2009,도봉구,쌍문4동,7629,22210,10795,11415,22170,10785,11385,40,10,30,2.91,1824
2009,도봉구,방학1동,12173,33152,16587,16565,32742,16414,16328,410,173,237,2.69,2959
2009,도봉구,방학2동,9809,24813,12483,12330,24643,12419,12224,170,64,106,2.51,2477
2009,도봉구,방학3동,10919,32803,16135,16668,32737,16109,16628,66,26,40,3,2783
2009,도봉구,창1동,11182,29790,14581,15209,29265,14359,14906,525,222,303,2.62,2836
2009,도봉구,창2동,12161,31672,15685,15987,31474,15589,15885,198,96,102,2.59,2819
2009,도봉구,창3동,6704,16683,8409,8274,16621,8391,8230,62,18,44,2.48,1657
2009,도봉구,창4동,11437,31453,15237,16216,31400,15213,16187,53,24,29,2.75,2626
2009,도봉구,창5동,10196,28642,14092,14550,28540,14044,14496,102,48,54,2.8,2462
2009,도봉구,도봉1동,10558,25469,12840,12629,25142,12727,12415,327,113,214,2.38,3298
2009,도봉구,도봉2동,12023,32306,16035,16271,32209,16012,16197,97,23,74,2.68,3740
2009,노원구,소계,225000,615161,301164,313997,610616,299211,311405,4545,1953,2592,2.71,54756
2009,노원구,월계1동,9782,25472,12941,12531,24517,12521,11996,955,420,535,2.51,2489
2009,노원구,월계2동,12476,31863,15604,16259,31741,15561,16180,122,43,79,2.54,3427
2009,노원구,월계3동,13874,37329,18235,19094,37259,18210,19049,70,25,45,2.69,3588
2009,노원구,공릉2동,17032,47186,23485,23701,46730,23299,23431,456,186,270,2.74,3366
2009,노원구,하계1동,11454,31577,15337,16240,31407,15250,16157,170,87,83,2.74,2960
2009,노원구,하계2동,8871,26563,13004,13559,26527,12992,13535,36,12,24,2.99,2098
2009,노원구,중계본동,10219,31292,15457,15835,30825,15239,15586,467,218,249,3.02,2164
2009,노원구,중계1동,9829,31456,15435,16021,31392,15403,15989,64,32,32,3.19,1814
2009,노원구,중계4동,8488,24155,11745,12410,23476,11484,11992,679,261,418,2.77,2358
2009,노원구,상계1동,14630,41784,20639,21145,41644,20575,21069,140,64,76,2.85,3840
2009,노원구,상계2동,8341,22614,11206,11408,22519,11168,11351,95,38,57,2.7,2018
2009,노원구,상계5동,9294,24809,12174,12635,24697,12131,12566,112,43,69,2.66,2447
2009,노원구,상계8동,9541,27233,13143,14090,27206,13134,14072,27,9,18,2.85,1929
2009,노원구,상계9동,9134,25578,12461,13117,25537,12446,13091,41,15,26,2.8,1995
2009,노원구,상계10동,8106,21296,10111,11185,21268,10101,11167,28,10,18,2.62,1700
2009,노원구,공릉1.3동,16513,41747,20528,21219,41082,20208,20874,665,320,345,2.49,3533
2009,노원구,상계3.4동,16993,41778,21046,20732,41604,20992,20612,174,54,120,2.45,5080
2009,노원구,상계6.7동,14671,38039,18000,20039,37916,17940,19976,123,60,63,2.58,3006
2009,노원구,중계2.3동,15752,43390,20613,22777,43269,20557,22712,121,56,65,2.75,4944
2009,은평구,소계,185701,470782,231849,238933,465895,229728,236167,4887,2121,2766,2.51,48979
2009,은평구,녹번동,15508,36638,17883,18755,36132,17655,18477,506,228,278,2.33,4036
2009,은평구,불광1동,14633,35909,17541,18368,35446,17326,18120,463,215,248,2.42,4016
2009,은평구,갈현1동,10676,27038,13376,13662,26691,13243,13448,347,133,214,2.5,2682
2009,은평구,갈현2동,10673,28040,13575,14465,27795,13465,14330,245,110,135,2.6,2656
2009,은평구,구산동,11470,33507,17161,16346,33345,17098,16247,162,63,99,2.91,3437
2009,은평구,대조동,13246,31659,15219,16440,31242,15033,16209,417,186,231,2.36,3485
2009,은평구,응암1동,13801,34031,16676,17355,33379,16400,16979,652,276,376,2.42,3382
2009,은평구,응암2동,8826,20562,10250,10312,20434,10208,10226,128,42,86,2.32,2390
2009,은평구,신사1동,10357,27841,13709,14132,27405,13510,13895,436,199,237,2.65,2568
2009,은평구,신사2동,9180,24057,12195,11862,23961,12161,11800,96,34,62,2.61,2166
2009,은평구,증산동,8599,22356,11121,11235,22188,11055,11133,168,66,102,2.58,2307
2009,은평구,수색동,8469,21326,10629,10697,21073,10522,10551,253,107,146,2.49,2527
2009,은평구,진관동,7254,21117,10322,10795,21020,10275,10745,97,47,50,2.9,2005
2009,은평구,불광2동,13449,32024,15765,16259,31822,15691,16131,202,74,128,2.37,3581
2009,은평구,응암3동,11498,27834,13785,14049,27665,13722,13943,169,63,106,2.41,3296
2009,은평구,역촌동,18062,46843,22642,24201,46297,22364,23933,546,278,268,2.56,4445
2009,서대문구,소계,137062,336649,164251,172398,327451,160243,167208,9198,4008,5190,2.39,37561
2009,서대문구,천연동,8202,20117,9817,10300,19892,9712,10180,225,105,120,2.43,2370
2009,서대문구,홍제1동,11392,28628,13767,14861,28187,13578,14609,441,189,252,2.47,3310
2009,서대문구,홍제3동,8309,20807,10159,10648,20585,10058,10527,222,101,121,2.48,2617
2009,서대문구,홍제2동,6049,16236,7839,8397,16096,7785,8311,140,54,86,2.66,1712
2009,서대문구,홍은1동,11106,28672,14119,14553,28395,14017,14378,277,102,175,2.56,3482
2009,서대문구,홍은2동,11598,30006,14807,15199,29446,14538,14908,560,269,291,2.54,3226
2009,서대문구,남가좌1동,1977,4537,2311,2226,4324,2207,2117,213,104,109,2.19,571
2009,서대문구,남가좌2동,12650,31906,15653,16253,31439,15443,15996,467,210,257,2.49,3469
2009,서대문구,북가좌1동,4095,10735,5397,5338,10637,5357,5280,98,40,58,2.6,1183
2009,서대문구,북가좌2동,13449,35172,17313,17859,34907,17222,17685,265,91,174,2.6,3694
2009,서대문구,충현동,10779,24405,12133,12272,24046,11969,12077,359,164,195,2.23,2849
2009,서대문구,북아현동,9042,20349,9810,10539,19832,9586,10246,517,224,293,2.19,2131
2009,서대문구,신촌동,10020,20900,9536,11364,18111,8461,9650,2789,1075,1714,1.81,1856
2009,서대문구,연희동,18394,44179,21590,22589,41554,20310,21244,2625,1280,1345,2.26,5091
2009,마포구,소계,165750,392313,191300,201013,384013,187324,196689,8300,3976,4324,2.32,38327
2009,마포구,용강동,8836,21857,10632,11225,21452,10424,11028,405,208,197,2.43,2086
2009,마포구,대흥동,8978,17222,8369,8853,16034,7821,8213,1188,548,640,1.79,1785
2009,마포구,염리동,8361,19010,9339,9671,18453,9076,9377,557,263,294,2.21,2001
2009,마포구,신수동,9842,23637,11736,11901,23169,11518,11651,468,218,250,2.35,2227
2009,마포구,서교동,15712,30106,14054,16052,29291,13609,15682,815,445,370,1.86,2867
2009,마포구,합정동,9366,21466,10552,10914,21160,10422,10738,306,130,176,2.26,2051
2009,마포구,망원1동,10428,24909,12299,12610,24541,12144,12397,368,155,213,2.35,2357
2009,마포구,망원2동,8495,22139,10826,11313,21931,10739,11192,208,87,121,2.58,1986
2009,마포구,연남동,8885,20701,10082,10619,19647,9562,10085,1054,520,534,2.21,2204
2009,마포구,성산1동,8479,20782,10153,10629,20520,10039,10481,262,114,148,2.42,2040
2009,마포구,성산2동,15686,42047,20439,21608,41792,20334,21458,255,105,150,2.66,3873
2009,마포구,상암동,8116,22958,11388,11570,22745,11278,11467,213,110,103,2.8,1869
2009,마포구,도화동,9186,23704,11519,12185,23367,11344,12023,337,175,162,2.54,2647
2009,마포구,서강동,12050,26881,12973,13908,26366,12719,13647,515,254,261,2.19,2235
2009,마포구,공덕동,15802,37037,18232,18805,36302,17896,18406,735,336,399,2.3,4123
2009,마포구,아현동,7528,17857,8707,9150,17243,8399,8844,614,308,306,2.29,1976
2009,양천구,소계,182363,506684,251971,254713,501395,249567,251828,5289,2404,2885,2.75,37132
2009,양천구,목1동,10856,33789,16488,17301,33508,16337,17171,281,151,130,3.09,1841
2009,양천구,목2동,11986,32036,15855,16181,31810,15765,16045,226,90,136,2.65,2379
2009,양천구,목3동,9269,23736,11731,12005,23555,11666,11889,181,65,116,2.54,1820
2009,양천구,목4동,10355,29358,14684,14674,29148,14601,14547,210,83,127,2.81,1912
2009,양천구,신월1동,10100,25172,12883,12289,24758,12709,12049,414,174,240,2.45,1957
2009,양천구,신월2동,8647,23343,11711,11632,23211,11658,11553,132,53,79,2.68,1956
2009,양천구,신월3동,7970,18960,9684,9276,18684,9574,9110,276,110,166,2.34,1625
2009,양천구,신월4동,6466,18515,9205,9310,18422,9173,9249,93,32,61,2.85,1532
2009,양천구,신월5동,6120,16216,8034,8182,16048,7963,8085,168,71,97,2.62,1263
2009,양천구,신월6동,5899,15246,7638,7608,15109,7589,7520,137,49,88,2.56,1258
2009,양천구,신월7동,9680,26405,13218,13187,26227,13156,13071,178,62,116,2.71,2409
2009,양천구,신정1동,8582,25398,12476,12922,24528,12063,12465,870,413,457,2.86,1761
2009,양천구,신정2동,7442,23161,11516,11645,22927,11399,11528,234,117,117,3.08,1572
2009,양천구,신정3동,18527,49654,24657,24997,48819,24248,24571,835,409,426,2.64,3657
2009,양천구,신정6동,8749,27787,13635,14152,27706,13586,14120,81,49,32,3.17,1532
2009,양천구,신정7동,11621,33586,16663,16923,33263,16493,16770,323,170,153,2.86,2918
2009,양천구,목5동,14616,47091,23429,23662,46960,23368,23592,131,61,70,3.21,2727
2009,양천구,신정4동,15478,37231,18464,18767,36712,18219,18493,519,245,274,2.37,3013
2009,강서구,소계,221975,579196,285597,293599,572836,282529,290307,6360,3068,3292,2.58,47657
2009,강서구,염창동,14085,42062,20841,21221,41888,20756,21132,174,85,89,2.97,2497
2009,강서구,등촌1동,8450,21534,10713,10821,21126,10525,10601,408,188,220,2.5,1749
2009,강서구,등촌2동,8244,22729,11405,11324,22674,11383,11291,55,22,33,2.75,1626
2009,강서구,등촌3동,14797,38516,18384,20132,38433,18357,20076,83,27,56,2.6,3997
2009,강서구,화곡본동,14734,36530,17940,18590,36265,17817,18448,265,123,142,2.46,2576
2009,강서구,화곡2동,8055,20864,10352,10512,20699,10286,10413,165,66,99,2.57,1541
2009,강서구,화곡3동,8899,24415,11898,12517,24281,11848,12433,134,50,84,2.73,2025
2009,강서구,화곡4동,9402,23272,11579,11693,23039,11478,11561,233,101,132,2.45,1957
2009,강서구,화곡6동,9718,25045,12385,12660,24913,12327,12586,132,58,74,2.56,1939
2009,강서구,화곡8동,11103,27852,13684,14168,27632,13588,14044,220,96,124,2.49,2141
2009,강서구,가양1동,7615,21706,10954,10752,21230,10684,10546,476,270,206,2.79,1468
2009,강서구,가양2동,7978,18689,8993,9696,18653,8986,9667,36,7,29,2.34,2334
2009,강서구,가양3동,7722,19725,9583,10142,19634,9550,10084,91,33,58,2.54,2219
2009,강서구,발산1동,11819,33731,16341,17390,33506,16235,17271,225,106,119,2.83,2402
2009,강서구,공항동,9548,22311,11561,10750,21323,10857,10466,988,704,284,2.23,2029
2009,강서구,방화1동,12149,32280,16291,15989,31718,16036,15682,562,255,307,2.61,2657
2009,강서구,방화2동,11019,26734,13247,13487,26507,13148,13359,227,99,128,2.41,2838
2009,강서구,방화3동,11596,28362,13752,14610,28231,13700,14531,131,52,79,2.43,2950
2009,강서구,화곡1동,20675,52226,25856,26370,50614,25190,25424,1612,666,946,2.45,4129
2009,강서구,우장산동,14367,40613,19838,20775,40470,19778,20692,143,60,83,2.82,2583
2009,구로구,소계,167404,449613,227173,222440,421967,212953,209014,27646,14220,13426,2.52,37465
2009,구로구,신도림동,12887,37060,18391,18669,36754,18220,18534,306,171,135,2.85,2522
2009,구로구,구로1동,7998,28180,14147,14033,23204,11603,11601,4976,2544,2432,2.9,1500
2009,구로구,구로3동,12771,27835,14092,13743,26985,13669,13316,850,423,427,2.11,1921
2009,구로구,구로4동,11874,30609,15322,15287,27315,13670,13645,3294,1652,1642,2.3,2849
2009,구로구,구로5동,12657,34400,17399,17001,31774,16017,15757,2626,1382,1244,2.51,2730
2009,구로구,고척1동,9709,26660,13487,13173,26146,13243,12903,514,244,270,2.69,2280
2009,구로구,고척2동,11847,31224,15883,15341,30942,15756,15186,282,127,155,2.61,2705
2009,구로구,개봉2동,12909,35862,17798,18064,35672,17716,17956,190,82,108,2.76,2954
2009,구로구,개봉3동,8427,22650,11256,11394,22518,11210,11308,132,46,86,2.67,1917
2009,구로구,오류1동,8145,21580,10781,10799,20943,10473,10470,637,308,329,2.57,2072
2009,구로구,오류2동,11265,29793,15191,14602,29422,14994,14428,371,197,174,2.61,2766
2009,구로구,수궁동,9150,24129,12239,11890,23881,12095,11786,248,144,104,2.61,2193
2009,구로구,가리봉동,8100,23002,12348,10654,15364,8296,7068,7638,4052,3586,1.9,2016
2009,구로구,구로2동,15060,38582,19650,18932,33984,17272,16712,4598,2378,2220,2.26,3746
2009,구로구,개봉1동,14605,38047,19189,18858,37063,18719,18344,984,470,514,2.54,3294
2009,금천구,소계,100285,263116,134341,128775,244835,124836,119999,18281,9505,8776,2.44,22695
