기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2013,금천구,소계,104179,258254,132742,125512,241020,123462,117558,17234,9280,7954,2.31,28310
2013,금천구,가산동,11035,23519,13339,10180,19349,10933,8416,4170,2406,1764,1.75,2030
2013,금천구,독산1동,14440,34673,18360,16313,31711,16740,14971,2962,1620,1342,2.2,3700
2013,금천구,독산2동,9743,23899,12147,11752,22522,11446,11076,1377,701,676,2.31,2368
2013,금천구,독산3동,12681,31712,16275,15437,27845,14192,13653,3867,2083,1784,2.2,3298
2013,금천구,독산4동,8228,20096,10207,9889,18753,9530,9223,1343,677,666,2.28,1986
2013,금천구,시흥1동,15275,38569,19567,19002,36290,18371,17919,2279,1196,1083,2.38,4358
2013,금천구,시흥2동,8736,25032,12284,12748,24930,12228,12702,102,56,46,2.85,2937
2013,금천구,시흥3동,5063,12985,6581,6404,12864,6523,6341,121,58,63,2.54,1719
2013,금천구,시흥4동,9360,24169,12138,12031,23620,11881,11739,549,257,292,2.52,2726
2013,금천구,시흥5동,9618,23600,11844,11756,23136,11618,11518,464,226,238,2.41,3188
2013,영등포구,소계,167761,421577,212417,209160,386471,193880,192591,35106,18537,16569,2.3,48065
2013,영등포구,여의동,12452,34197,16312,17885,33766,16062,17704,431,250,181,2.71,4801
2013,영등포구,당산1동,9290,21155,10559,10596,20560,10249,10311,595,310,285,2.21,2623
2013,영등포구,당산2동,15054,35490,17035,18455,34997,16791,18206,493,244,249,2.32,3584
2013,영등포구,양평1동,7360,17454,8833,8621,17118,8667,8451,336,166,170,2.33,1981
2013,영등포구,양평2동,8748,22256,11231,11025,21958,11071,10887,298,160,138,2.51,1969
2013,영등포구,신길1동,10001,23224,11802,11422,20426,10341,10085,2798,1461,1337,2.04,3005
2013,영등포구,신길3동,6951,17532,8859,8673,16327,8233,8094,1205,626,579,2.35,2143
2013,영등포구,신길4동,5418,13675,6906,6769,12379,6242,6137,1296,664,632,2.28,1791
2013,영등포구,신길5동,6856,18542,9388,9154,15821,7913,7908,2721,1475,1246,2.31,2291
2013,영등포구,신길6동,9427,24401,12132,12269,22631,11195,11436,1770,937,833,2.4,2851
2013,영등포구,신길7동,5921,15495,7812,7683,15100,7601,7499,395,211,184,2.55,1471
2013,영등포구,대림1동,7293,19719,10096,9623,16377,8309,8068,3342,1787,1555,2.25,2329
2013,영등포구,대림2동,7771,25020,12754,12266,16558,8195,8363,8462,4559,3903,2.13,2604
2013,영등포구,대림3동,11535,31750,16081,15669,27828,14048,13780,3922,2033,1889,2.41,3143
2013,영등포구,영등포본동,10803,27452,13921,13531,24702,12509,12193,2750,1412,1338,2.29,2969
2013,영등포구,영등포동,11481,20065,11411,8654,19093,10917,8176,972,494,478,1.66,2563
2013,영등포구,도림동,8866,21394,10944,10450,18370,9353,9017,3024,1591,1433,2.07,2425
2013,영등포구,문래동,12534,32751,16339,16412,32460,16184,16276,291,155,136,2.59,3522
2013,영등포구,기타,-,5,2,3,-,-,-,5,2,3,-,-
2013,동작구,소계,172700,421487,207223,214264,410815,202144,208671,10672,5079,5593,2.38,50062
2013,동작구,노량진2동,7303,16045,8111,7934,15023,7601,7422,1022,510,512,2.06,2182
2013,동작구,상도1동,20281,47416,23398,24018,46211,22800,23411,1205,598,607,2.28,5121
2013,동작구,상도2동,11107,26190,12774,13416,25770,12544,13226,420,230,190,2.32,3186
2013,동작구,상도3동,10259,25184,12277,12907,24879,12146,12733,305,131,174,2.43,3326
2013,동작구,상도4동,12003,29897,14837,15060,29581,14696,14885,316,141,175,2.46,3673
2013,동작구,사당1동,11270,24108,11668,12440,23292,11282,12010,816,386,430,2.07,2643
2013,동작구,사당3동,10462,26513,13051,13462,26240,12915,13325,273,136,137,2.51,3255
2013,동작구,사당4동,6316,15093,7426,7667,14920,7348,7572,173,78,95,2.36,1912
2013,동작구,사당5동,6277,15405,7663,7742,15194,7557,7637,211,106,105,2.42,1769
2013,동작구,대방동,15771,40651,19716,20935,40249,19525,20724,402,191,211,2.55,4230
2013,동작구,신대방1동,10043,28636,14069,14567,25907,12705,13202,2729,1364,1365,2.58,2829
2013,동작구,신대방2동,8478,21520,10540,10980,21230,10405,10825,290,135,155,2.5,2389
2013,동작구,흑석동,16120,38806,19045,19761,37283,18435,18848,1523,610,913,2.31,5199
2013,동작구,노량진1동,14341,34380,17199,17181,33953,16986,16967,427,213,214,2.37,4440
2013,동작구,사당2동,12669,31641,15449,16192,31083,15199,15884,558,250,308,2.45,3908
2013,동작구,기타,-,2,-,2,-,-,-,2,-,2,-,-
2013,관악구,소계,248006,535128,270512,264616,518028,262248,255780,17100,8264,8836,2.09,59705
2013,관악구,보라매동,11511,27251,13521,13730,26158,13006,13152,1093,515,578,2.27,3260
2013,관악구,청림동,6548,16868,8332,8536,16619,8211,8408,249,121,128,2.54,2027
2013,관악구,행운동,15392,30055,14872,15183,29534,14627,14907,521,245,276,1.92,3294
2013,관악구,낙성대동,10087,19202,9817,9385,17754,9069,8685,1448,748,700,1.76,1687
2013,관악구,중앙동,7648,15233,7447,7786,14769,7227,7542,464,220,244,1.93,1910
2013,관악구,인헌동,13280,28610,14254,14356,28235,14079,14156,375,175,200,2.13,3030
2013,관악구,남현동,8339,18359,8896,9463,18123,8781,9342,236,115,121,2.17,1956
2013,관악구,서원동,12379,24159,12260,11899,23525,11963,11562,634,297,337,1.9,2475
2013,관악구,신원동,9265,20248,9988,10260,19215,9480,9735,1033,508,525,2.07,2599
2013,관악구,서림동,13206,24850,13620,11230,24457,13427,11030,393,193,200,1.85,2584
2013,관악구,신사동,12285,26938,13463,13475,24697,12330,12367,2241,1133,1108,2.01,2674
2013,관악구,신림동,13347,21697,10874,10823,19177,9700,9477,2520,1174,1346,1.44,1569
2013,관악구,난향동,6601,17674,8807,8867,17578,8759,8819,96,48,48,2.66,1973
2013,관악구,조원동,9395,20212,10338,9874,18267,9304,8963,1945,1034,911,1.94,2162
2013,관악구,대학동,14239,23637,14002,9635,23205,13831,9374,432,171,261,1.63,2109
2013,관악구,은천동,14965,36822,18292,18530,36027,17929,18098,795,363,432,2.41,4140
2013,관악구,성현동,12853,34694,17048,17646,34497,16974,17523,197,74,123,2.68,4343
2013,관악구,청룡동,18193,34409,17155,17254,32920,16453,16467,1489,702,787,1.81,3693
2013,관악구,난곡동,12787,31026,15750,15276,30673,15598,15075,353,152,201,2.4,3937
2013,관악구,삼성동,11984,29071,14623,14448,28940,14569,14371,131,54,77,2.41,4479
2013,관악구,미성동,13702,34113,17153,16960,33658,16931,16727,455,222,233,2.46,3804
2013,서초구,소계,170594,446541,215771,230770,441763,213285,228478,4778,2486,2292,2.59,44674
2013,서초구,서초1동,9042,21675,10394,11281,21360,10241,11119,315,153,162,2.36,2180
2013,서초구,서초2동,9081,23868,11748,12120,23324,11397,11927,544,351,193,2.57,2280
2013,서초구,서초3동,12122,30659,15329,15330,30316,15148,15168,343,181,162,2.5,3474
2013,서초구,서초4동,10178,29773,14483,15290,29470,14292,15178,303,191,112,2.9,2776
2013,서초구,잠원동,13886,34751,16529,18222,34480,16395,18085,271,134,137,2.48,2811
2013,서초구,반포본동,4406,13487,6391,7096,13405,6349,7056,82,42,40,3.04,1639
2013,서초구,반포1동,14953,34335,16601,17734,33980,16417,17563,355,184,171,2.27,2659
2013,서초구,반포2동,6488,20133,9570,10563,20048,9525,10523,85,45,40,3.09,1991
2013,서초구,반포3동,8344,24431,11643,12788,24380,11619,12761,51,24,27,2.92,2273
2013,서초구,반포4동,7405,20884,9949,10935,20322,9650,10672,562,299,263,2.74,1975
2013,서초구,방배본동,8090,22338,10540,11798,22107,10431,11676,231,109,122,2.73,2364
2013,서초구,방배1동,7047,17501,8369,9132,17350,8302,9048,151,67,84,2.46,1909
2013,서초구,방배2동,10995,27871,13455,14416,27601,13327,14274,270,128,142,2.51,3184
2013,서초구,방배3동,9508,25586,12466,13120,25446,12401,13045,140,65,75,2.68,2910
2013,서초구,방배4동,9998,26036,12159,13877,25705,11992,13713,331,167,164,2.57,2791
2013,서초구,양재1동,16170,44231,21321,22910,43835,21127,22708,396,194,202,2.71,4395
2013,서초구,양재2동,10342,22935,11633,11302,22636,11500,11136,299,133,166,2.19,2002
2013,서초구,내곡동,2539,6047,3191,2856,5998,3172,2826,49,19,30,2.36,1061
2013,강남구,소계,230645,569152,273583,295569,563599,270601,292998,5553,2982,2571,2.44,53461
2013,강남구,신사동,8396,19753,9271,10482,19498,9133,10365,255,138,117,2.32,2419
2013,강남구,논현1동,14615,26221,12111,14110,25705,11852,13853,516,259,257,1.76,2334
2013,강남구,논현2동,10715,22526,10683,11843,22260,10525,11735,266,158,108,2.08,2379
2013,강남구,삼성1동,5883,15993,8164,7829,15542,7886,7656,451,278,173,2.64,1669
2013,강남구,삼성2동,13819,32310,15560,16750,32117,15439,16678,193,121,72,2.32,2634
2013,강남구,대치1동,6007,20580,10243,10337,20426,10158,10268,154,85,69,3.4,1425
2013,강남구,대치4동,10512,22351,10573,11778,22058,10414,11644,293,159,134,2.1,1590
2013,강남구,역삼1동,20784,36142,17329,18813,35038,16699,18339,1104,630,474,1.69,2934
2013,강남구,역삼2동,14190,35091,16610,18481,34766,16422,18344,325,188,137,2.45,2716
2013,강남구,도곡1동,8518,22945,10948,11997,22747,10850,11897,198,98,100,2.67,2083
2013,강남구,도곡2동,12224,35674,16818,18856,35463,16692,18771,211,126,85,2.9,3246
2013,강남구,개포1동,8812,22869,10903,11966,22734,10850,11884,135,53,82,2.58,2394
2013,강남구,개포4동,9656,23562,11541,12021,23445,11484,11961,117,57,60,2.43,1902
2013,강남구,일원본동,7593,23051,11262,11789,23012,11246,11766,39,16,23,3.03,1613
2013,강남구,일원1동,7587,18448,8975,9473,18313,8921,9392,135,54,81,2.41,2248
2013,강남구,일원2동,7224,18822,9280,9542,18785,9262,9523,37,18,19,2.6,1860
2013,강남구,수서동,7443,16486,7479,9007,16309,7414,8895,177,65,112,2.19,2785
2013,강남구,세곡동,6596,19137,9363,9774,19022,9296,9726,115,67,48,2.88,2489
2013,강남구,압구정동,11053,29175,13561,15614,28983,13475,15508,192,86,106,2.62,3891
2013,강남구,청담동,12519,31198,14854,16344,30895,14694,16201,303,160,143,2.47,3186
2013,강남구,대치2동,13764,42509,21509,21000,42268,21379,20889,241,130,111,3.07,3202
2013,강남구,개포2동,12735,34307,16544,17763,34213,16510,17703,94,34,60,2.69,2462
2013,강남구,기타,-,2,2,-,-,-,-,2,2,-,-,-
2013,송파구,소계,257441,674955,330030,344925,668415,326919,341496,6540,3111,3429,2.6,61745
2013,송파구,풍납1동,7750,19446,9607,9839,18547,9167,9380,899,440,459,2.39,2239
2013,송파구,풍납2동,10861,28345,13716,14629,28169,13646,14523,176,70,106,2.59,2592
2013,송파구,거여1동,5868,15869,8117,7752,15702,8054,7648,167,63,104,2.68,1555
2013,송파구,거여2동,10914,27825,14061,13764,27696,14013,13683,129,48,81,2.54,3071
2013,송파구,마천1동,9374,23762,11951,11811,23526,11863,11663,236,88,148,2.51,2923
2013,송파구,마천2동,8659,22254,11344,10910,22033,11263,10770,221,81,140,2.54,2728
2013,송파구,방이1동,6123,16929,8338,8591,16732,8237,8495,197,101,96,2.73,1437
2013,송파구,방이2동,11651,26029,12817,13212,25636,12636,13000,393,181,212,2.2,2309
2013,송파구,오륜동,6108,20316,9965,10351,20290,9950,10340,26,15,11,3.32,1586
2013,송파구,오금동,14148,38276,18958,19318,38093,18878,19215,183,80,103,2.69,3707
2013,송파구,송파1동,11964,27798,13211,14587,27303,12962,14341,495,249,246,2.28,2452
2013,송파구,송파2동,7677,22852,11113,11739,22666,11018,11648,186,95,91,2.95,1904
2013,송파구,석촌동,15830,35996,17486,18510,35267,17134,18133,729,352,377,2.23,3248
2013,송파구,삼전동,15922,35213,16813,18400,34842,16649,18193,371,164,207,2.19,2715
2013,송파구,가락본동,11532,29612,14838,14774,29231,14649,14582,381,189,192,2.53,2437
2013,송파구,가락1동,792,1754,900,854,1699,868,831,55,32,23,2.15,204
2013,송파구,가락2동,12415,35887,17647,18240,35717,17561,18156,170,86,84,2.88,2636
2013,송파구,문정1동,8426,22676,11154,11522,22454,11051,11403,222,103,119,2.66,1953
2013,송파구,문정2동,7089,18088,8763,9325,18015,8726,9289,73,37,36,2.54,2273
2013,송파구,장지동,14598,40509,19882,20627,40372,19832,20540,137,50,87,2.77,3278
2013,송파구,잠실본동,14294,31085,14856,16229,30432,14523,15909,653,333,320,2.13,2603
2013,송파구,잠실4동,10859,31271,15179,16092,31179,15127,16052,92,52,40,2.87,2702
2013,송파구,잠실6동,6002,17999,8633,9366,17942,8598,9344,57,35,22,2.99,1802
2013,송파구,잠실7동,3491,10646,4977,5669,10628,4969,5659,18,8,10,3.04,1486
2013,송파구,잠실2동,12499,37239,17771,19468,37104,17696,19408,135,75,60,2.97,2311
2013,송파구,잠실3동,12595,37279,17933,19346,37140,17849,19291,139,84,55,2.95,3594
2013,강동구,소계,186764,487969,243530,244439,483379,241503,241876,4590,2027,2563,2.59,47812
2013,강동구,강일동,10880,34508,16849,17659,34346,16776,17570,162,73,89,3.16,3425
2013,강동구,상일동,9596,27460,13734,13726,27302,13679,13623,158,55,103,2.85,2373
2013,강동구,명일1동,10013,28415,13921,14494,28310,13885,14425,105,36,69,2.83,2501
2013,강동구,명일2동,6026,18911,9490,9421,18883,9473,9410,28,17,11,3.13,1506
2013,강동구,고덕1동,5689,17169,8698,8471,17061,8649,8412,108,49,59,3,1450
2013,강동구,고덕2동,6874,17801,9140,8661,17690,9086,8604,111,54,57,2.57,1859
2013,강동구,암사2동,6283,16457,8126,8331,16407,8101,8306,50,25,25,2.61,1458
2013,강동구,암사3동,6185,19213,9460,9753,19188,9445,9743,25,15,10,3.1,1512
2013,강동구,천호1동,12987,31350,15737,15613,30831,15524,15307,519,213,306,2.37,3561
2013,강동구,천호3동,12190,26460,13359,13101,25975,13131,12844,485,228,257,2.13,3235
2013,강동구,성내1동,7374,19812,9755,10057,19583,9651,9932,229,104,125,2.66,1841
2013,강동구,성내2동,11984,26901,13372,13529,26273,13069,13204,628,303,325,2.19,3040
2013,강동구,성내3동,10475,25528,12812,12716,25295,12702,12593,233,110,123,2.41,2455
2013,강동구,둔촌1동,6432,19900,10208,9692,19843,10184,9659,57,24,33,3.09,1380
2013,강동구,둔촌2동,10714,29588,14714,14874,29468,14662,14806,120,52,68,2.75,2802
2013,강동구,암사1동,15846,38995,19404,19591,38554,19241,19313,441,163,278,2.43,4057
2013,강동구,천호2동,17044,38032,19253,18779,37261,18880,18381,771,373,398,2.19,4336
2013,강동구,길동,20172,51469,25498,25971,51109,25365,25744,360,133,227,2.53,5021
,,,,,,,,,,,,,,
