기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2013,광진구,자양2동,11285,28596,14220,14376,28312,14080,14232,284,140,144,2.51,2795
2013,광진구,자양3동,11503,31929,15529,16400,31595,15382,16213,334,147,187,2.75,2823
2013,광진구,자양4동,12049,28480,14451,14029,24760,12648,12112,3720,1803,1917,2.05,3134
2013,동대문구,소계,159256,376445,188167,188278,364273,182987,181286,12172,5180,6992,2.29,49097
2013,동대문구,회기동,5911,12770,6023,6747,11249,5452,5797,1521,571,950,1.9,1367
2013,동대문구,휘경1동,8089,17352,8560,8792,16324,8151,8173,1028,409,619,2.02,2238
2013,동대문구,휘경2동,10562,26133,12908,13225,25741,12743,12998,392,165,227,2.44,2908
2013,동대문구,청량리동,10795,24821,12482,12339,23940,12026,11914,881,456,425,2.22,4439
2013,동대문구,용신동,15573,32856,16986,15870,31482,16352,15130,1374,634,740,2.02,4875
2013,동대문구,제기동,12942,28945,14696,14249,27421,14038,13383,1524,658,866,2.12,4452
2013,동대문구,전농1동,14834,33027,16763,16264,32514,16556,15958,513,207,306,2.19,4687
2013,동대문구,전농2동,7797,21593,10519,11074,21288,10403,10885,305,116,189,2.73,2698
2013,동대문구,답십리1동,8676,20294,10122,10172,19861,9898,9963,433,224,209,2.29,2773
2013,동대문구,답십리2동,12032,31563,15607,15956,31272,15469,15803,291,138,153,2.6,4103
2013,동대문구,장안1동,15214,37990,19119,18871,37284,18802,18482,706,317,389,2.45,4204
2013,동대문구,장안2동,12842,32682,16529,16153,32417,16429,15988,265,100,165,2.52,3569
2013,동대문구,이문1동,15288,33194,16403,16791,30672,15397,15275,2522,1006,1516,2.01,4018
2013,동대문구,이문2동,8701,23225,11450,11775,22808,11271,11537,417,179,238,2.62,2766
2013,중랑구,소계,174938,421237,210390,210847,416798,208641,208157,4439,1749,2690,2.38,48998
2013,중랑구,면목2동,12043,28235,14159,14076,27844,14003,13841,391,156,235,2.31,3201
2013,중랑구,면목4동,9709,22236,10984,11252,22009,10903,11106,227,81,146,2.27,2691
2013,중랑구,면목5동,5967,13911,7125,6786,13757,7077,6680,154,48,106,2.31,1693
2013,중랑구,면목7동,10627,25362,12705,12657,25137,12623,12514,225,82,143,2.37,3077
2013,중랑구,상봉1동,9461,26165,12893,13272,25935,12802,13133,230,91,139,2.74,2632
2013,중랑구,상봉2동,9268,18605,9458,9147,18329,9318,9011,276,140,136,1.98,2292
2013,중랑구,중화1동,8337,21566,10697,10869,21329,10596,10733,237,101,136,2.56,2317
2013,중랑구,중화2동,14349,30438,15698,14740,29903,15466,14437,535,232,303,2.08,3928
2013,중랑구,묵1동,13864,36370,17871,18499,36159,17790,18369,211,81,130,2.61,4053
2013,중랑구,묵2동,8555,20019,10013,10006,19879,9965,9914,140,48,92,2.32,2377
2013,중랑구,망우3동,8264,19207,9664,9543,19048,9614,9434,159,50,109,2.3,2308
2013,중랑구,신내1동,11348,33301,16414,16887,33152,16341,16811,149,73,76,2.92,3742
2013,중랑구,신내2동,9279,24878,12148,12730,24785,12108,12677,93,40,53,2.67,2708
2013,중랑구,면목본동,16508,37197,18538,18659,36475,18274,18201,722,264,458,2.21,4251
2013,중랑구,면목3.8동,12599,29121,14543,14578,28795,14417,14378,326,126,200,2.29,3593
2013,중랑구,망우본동,14760,34626,17480,17146,34262,17344,16918,364,136,228,2.32,4135
2013,성북구,소계,196693,485347,238228,247119,476589,234573,242016,8758,3655,5103,2.42,60499
2013,성북구,돈암1동,6157,16374,7885,8489,16212,7818,8394,162,67,95,2.63,2109
2013,성북구,돈암2동,7983,23797,11449,12348,23722,11419,12303,75,30,45,2.97,2440
2013,성북구,안암동,8894,18255,9102,9153,16547,8408,8139,1708,694,1014,1.86,1960
2013,성북구,보문동,6731,14285,7017,7268,13961,6884,7077,324,133,191,2.07,1836
2013,성북구,정릉1동,7479,20191,9718,10473,19888,9605,10283,303,113,190,2.66,2510
2013,성북구,정릉2동,9277,24182,11971,12211,24054,11916,12138,128,55,73,2.59,3248
2013,성북구,정릉3동,7872,18371,9165,9206,17441,8724,8717,930,441,489,2.22,2696
2013,성북구,정릉4동,10939,28050,13733,14317,27845,13649,14196,205,84,121,2.55,3551
2013,성북구,길음1동,12958,37951,18398,19553,37729,18309,19420,222,89,133,2.91,3526
2013,성북구,길음2동,8883,20815,10257,10558,20555,10144,10411,260,113,147,2.31,2796
2013,성북구,월곡1동,10903,29199,14422,14777,28915,14294,14621,284,128,156,2.65,3478
2013,성북구,월곡2동,8796,21611,10658,10953,21278,10500,10778,333,158,175,2.42,2769
2013,성북구,장위1동,10082,25420,12605,12815,25160,12518,12642,260,87,173,2.5,3294
2013,성북구,장위2동,9062,22150,11148,11002,21951,11058,10893,199,90,109,2.42,3128
2013,성북구,장위3동,7732,18804,9646,9158,18558,9539,9019,246,107,139,2.4,2669
2013,성북구,성북동,8487,19316,9217,10099,18768,8997,9771,548,220,328,2.21,2876
2013,성북구,삼선동,12617,28551,13909,14642,28038,13681,14357,513,228,285,2.22,3586
2013,성북구,동선동,8769,16963,7487,9476,16435,7282,9153,528,205,323,1.87,2059
2013,성북구,종암동,17417,43664,21706,21958,42823,21363,21460,841,343,498,2.46,5075
2013,성북구,석관동,15655,37398,18735,18663,36709,18465,18244,689,270,419,2.34,4893
2013,강북구,소계,141246,341921,168546,173375,338707,167342,171365,3214,1204,2010,2.4,48547
2013,강북구,번1동,9683,21013,10374,10639,20672,10252,10420,341,122,219,2.13,2783
2013,강북구,번2동,7811,19457,9610,9847,19355,9578,9777,102,32,70,2.48,3003
2013,강북구,번3동,7753,21018,10160,10858,20950,10144,10806,68,16,52,2.7,3601
2013,강북구,수유1동,9928,23300,11719,11581,22958,11595,11363,342,124,218,2.31,3326
2013,강북구,수유2동,9088,22965,11316,11649,22839,11285,11554,126,31,95,2.51,3568
2013,강북구,수유3동,11053,24295,12018,12277,23982,11901,12081,313,117,196,2.17,3518
2013,강북구,삼양동,12894,31165,15558,15607,31007,15494,15513,158,64,94,2.4,4169
2013,강북구,미아동,10563,24116,11814,12302,23437,11549,11888,679,265,414,2.22,3293
2013,강북구,송중동,13712,32963,16059,16904,32606,15913,16693,357,146,211,2.38,4645
2013,강북구,송천동,13815,31507,15754,15753,31186,15614,15572,321,140,181,2.26,4652
2013,강북구,삼각산동,12218,35035,17068,17967,34954,17043,17911,81,25,56,2.86,3115
2013,강북구,우이동,8854,21436,10568,10868,21325,10523,10802,111,45,66,2.41,3571
2013,강북구,인수동,13874,33651,16528,17123,33436,16451,16985,215,77,138,2.41,5303
2013,도봉구,소계,137714,360609,177925,182684,358582,177153,181429,2027,772,1255,2.6,44469
2013,도봉구,쌍문1동,8829,22731,11101,11630,22502,11037,11465,229,64,165,2.55,3236
2013,도봉구,쌍문2동,8447,21342,10455,10887,21217,10400,10817,125,55,70,2.51,2770
2013,도봉구,쌍문3동,7622,18357,8967,9390,18221,8915,9306,136,52,84,2.39,2559
2013,도봉구,쌍문4동,7309,21388,10341,11047,21342,10326,11016,46,15,31,2.92,2054
2013,도봉구,방학1동,12543,32130,16110,16020,31879,16017,15862,251,93,158,2.54,3835
2013,도봉구,방학2동,9778,23623,11950,11673,23435,11888,11547,188,62,126,2.4,3116
2013,도봉구,방학3동,10822,31732,15560,16172,31671,15538,16133,61,22,39,2.93,3207
2013,도봉구,창1동,11065,28658,13966,14692,28426,13861,14565,232,105,127,2.57,3373
2013,도봉구,창2동,11728,31379,15490,15889,31175,15385,15790,204,105,99,2.66,3486
2013,도봉구,창3동,6650,15950,8009,7941,15872,7983,7889,78,26,52,2.39,2044
2013,도봉구,창4동,10849,30668,14871,15797,30600,14849,15751,68,22,46,2.82,3132
2013,도봉구,창5동,9999,27754,13582,14172,27614,13526,14088,140,56,84,2.76,2965
2013,도봉구,도봉1동,10315,24102,12271,11831,23935,12210,11725,167,61,106,2.32,4140
2013,도봉구,도봉2동,11758,30795,15252,15543,30693,15218,15475,102,34,68,2.61,4552
2013,노원구,소계,222132,594027,289967,304060,590479,288435,302044,3548,1532,2016,2.66,63810
2013,노원구,월계1동,9302,23056,11841,11215,22603,11601,11002,453,240,213,2.43,2903
2013,노원구,월계2동,12051,30189,14684,15505,29988,14616,15372,201,68,133,2.49,4017
2013,노원구,월계3동,13357,35551,17284,18267,35397,17232,18165,154,52,102,2.65,4168
2013,노원구,공릉2동,17248,46738,23278,23460,46121,22998,23123,617,280,337,2.67,3994
2013,노원구,하계1동,11278,30548,14785,15763,30402,14712,15690,146,73,73,2.7,3274
2013,노원구,하계2동,8605,25529,12414,13115,25481,12386,13095,48,28,20,2.96,2379
2013,노원구,중계본동,9801,29658,14653,15005,29514,14579,14935,144,74,70,3.01,2309
2013,노원구,중계1동,9555,30571,15015,15556,30484,14975,15509,87,40,47,3.19,1958
2013,노원구,중계4동,8156,22335,10906,11429,22251,10877,11374,84,29,55,2.73,2750
2013,노원구,상계1동,15823,44029,21636,22393,43792,21543,22249,237,93,144,2.77,5016
2013,노원구,상계2동,8611,22574,11179,11395,22437,11131,11306,137,48,89,2.61,2412
2013,노원구,상계5동,9483,24084,11751,12333,23972,11707,12265,112,44,68,2.53,2999
2013,노원구,상계8동,9399,26646,12785,13861,26607,12778,13829,39,7,32,2.83,2133
2013,노원구,상계9동,8803,24552,11871,12681,24484,11855,12629,68,16,52,2.78,2258
2013,노원구,상계10동,7701,20345,9587,10758,20271,9553,10718,74,34,40,2.63,1839
2013,노원구,상계3.4동,15947,38405,19303,19102,38140,19203,18937,265,100,165,2.39,5972
2013,노원구,상계6.7동,14260,36756,17299,19457,36584,17232,19352,172,67,105,2.57,3450
2013,노원구,중계2.3동,15691,41977,19785,22192,41833,19722,22111,144,63,81,2.67,5641
2013,노원구,공릉1동,17061,40484,19911,20573,40118,19735,20383,366,176,190,2.35,4338
2013,은평구,소계,202487,508111,248722,259389,503660,246858,256802,4451,1864,2587,2.49,64328
2013,은평구,녹번동,14480,32991,15974,17017,32482,15743,16739,509,231,278,2.24,4680
2013,은평구,불광1동,17288,43220,20910,22310,42847,20740,22107,373,170,203,2.48,5582
2013,은평구,갈현1동,10924,26315,13014,13301,26070,12920,13150,245,94,151,2.39,3352
2013,은평구,갈현2동,11420,29351,14224,15127,29083,14109,14974,268,115,153,2.55,3359
2013,은평구,구산동,12211,33804,17273,16531,33583,17179,16404,221,94,127,2.75,4413
2013,은평구,대조동,14550,32449,15499,16950,32090,15348,16742,359,151,208,2.21,4337
2013,은평구,응암1동,13450,32745,15930,16815,32382,15783,16599,363,147,216,2.41,4072
2013,은평구,응암2동,10828,26769,13247,13522,26581,13172,13409,188,75,113,2.45,3361
2013,은평구,신사1동,11038,28492,13916,14576,28254,13820,14434,238,96,142,2.56,3338
2013,은평구,신사2동,8894,22678,11351,11327,22554,11305,11249,124,46,78,2.54,2728
2013,은평구,증산동,8225,20815,10431,10384,20625,10349,10276,190,82,108,2.51,2699
2013,은평구,수색동,7872,19277,9619,9658,19077,9548,9529,200,71,129,2.42,2807
2013,은평구,진관동,16534,51666,24781,26885,51495,24717,26778,171,64,107,3.11,5454
2013,은평구,불광2동,13032,29948,14747,15201,29667,14635,15032,281,112,169,2.28,4329
2013,은평구,응암3동,12236,27795,13678,14117,27506,13573,13933,289,105,184,2.25,4025
2013,은평구,역촌동,19505,49796,24128,25668,49364,23917,25447,432,211,221,2.53,5792
2013,서대문구,소계,135272,324067,157314,166753,314110,153315,160795,9957,3999,5958,2.32,43850
2013,서대문구,천연동,8570,20413,9862,10551,20187,9748,10439,226,114,112,2.36,2916
2013,서대문구,홍제1동,11113,26991,12984,14007,26586,12799,13787,405,185,220,2.39,3844
2013,서대문구,홍제3동,8299,20054,9810,10244,19880,9729,10151,174,81,93,2.4,3167
2013,서대문구,홍제2동,6031,15745,7532,8213,15604,7479,8125,141,53,88,2.59,2115
2013,서대문구,홍은1동,10291,26236,12851,13385,25946,12732,13214,290,119,171,2.52,3835
2013,서대문구,홍은2동,12146,30330,14901,15429,29711,14600,15111,619,301,318,2.45,4028
2013,서대문구,남가좌1동,1766,3893,1980,1913,3774,1922,1852,119,58,61,2.14,694
2013,서대문구,남가좌2동,12701,30514,15042,15472,29932,14794,15138,582,248,334,2.36,4308
2013,서대문구,북가좌1동,7127,19872,9755,10117,19709,9695,10014,163,60,103,2.77,2227
2013,서대문구,북가좌2동,13647,34234,16825,17409,33947,16720,17227,287,105,182,2.49,4458
2013,서대문구,충현동,9150,20555,9938,10617,19685,9693,9992,870,245,625,2.15,2935
2013,서대문구,북아현동,4862,10856,5263,5593,10569,5119,5450,287,144,143,2.17,1513
2013,서대문구,신촌동,10897,21634,9763,11871,18356,8668,9688,3278,1095,2183,1.68,2077
2013,서대문구,연희동,18672,42740,20808,21932,40224,19617,20607,2516,1191,1325,2.15,5733
2013,마포구,소계,166780,391098,188874,202224,381856,184774,197082,9242,4100,5142,2.29,45758
2013,마포구,용강동,7663,19256,9265,9991,18917,9080,9837,339,185,154,2.47,2207
2013,마포구,대흥동,8388,15791,7580,8211,14094,6931,7163,1697,649,1048,1.68,1933
2013,마포구,염리동,7477,16539,8142,8397,15929,7861,8068,610,281,329,2.13,2203
2013,마포구,신수동,9138,22161,10935,11226,21718,10745,10973,443,190,253,2.38,2692
2013,마포구,서교동,16015,30169,13822,16347,28924,13354,15570,1245,468,777,1.81,3263
2013,마포구,합정동,9188,20332,9870,10462,20074,9746,10328,258,124,134,2.18,2263
2013,마포구,망원1동,10538,24174,11741,12433,23848,11605,12243,326,136,190,2.26,2883
2013,마포구,망원2동,8192,21082,10214,10868,20884,10146,10738,198,68,130,2.55,2472
2013,마포구,연남동,9287,20155,9639,10516,19092,9113,9979,1063,526,537,2.06,2468
2013,마포구,성산1동,9168,21430,10351,11079,21101,10194,10907,329,157,172,2.3,2495
2013,마포구,성산2동,15621,40819,19756,21063,40623,19670,20953,196,86,110,2.6,4644
2013,마포구,상암동,11351,33636,16545,17091,33085,16258,16827,551,287,264,2.91,3157
2013,마포구,도화동,9445,23773,11474,12299,23405,11281,12124,368,193,175,2.48,3235
2013,마포구,서강동,11165,25244,12056,13188,24714,11829,12885,530,227,303,2.21,2508
2013,마포구,공덕동,16110,37489,18190,19299,36849,17879,18970,640,311,329,2.29,4889
2013,마포구,아현동,8034,19048,9294,9754,18599,9082,9517,449,212,237,2.32,2446
2013,양천구,소계,180443,496934,246723,250211,492528,244742,247786,4406,1981,2425,2.73,46026
2013,양천구,목1동,10644,33125,16116,17009,32901,16004,16897,224,112,112,3.09,2162
2013,양천구,목2동,12227,31799,15688,16111,31587,15599,15988,212,89,123,2.58,2869
2013,양천구,목3동,9207,23173,11355,11818,23007,11286,11721,166,69,97,2.5,2327
2013,양천구,목4동,10011,28717,14337,14380,28551,14274,14277,166,63,103,2.85,2322
2013,양천구,신월1동,10478,24718,12621,12097,24290,12458,11832,428,163,265,2.32,2694
2013,양천구,신월2동,7847,21282,10570,10712,21116,10504,10612,166,66,100,2.69,2320
2013,양천구,신월3동,8033,17853,9291,8562,17613,9193,8420,240,98,142,2.19,2066
2013,양천구,신월4동,6803,19566,9694,9872,19502,9675,9827,64,19,45,2.87,1958
2013,양천구,신월5동,6296,16552,8165,8387,16410,8103,8307,142,62,80,2.61,1655
2013,양천구,신월6동,4936,12573,6397,6176,12512,6373,6139,61,24,37,2.53,1437
2013,양천구,신월7동,9301,24782,12343,12439,24635,12289,12346,147,54,93,2.65,2890
2013,양천구,신정1동,6442,19879,9770,10109,19510,9585,9925,369,185,184,3.03,1699
2013,양천구,신정2동,7419,22507,11181,11326,22333,11093,11240,174,88,86,3.01,1905
2013,양천구,신정3동,20830,57667,28582,29085,56753,28127,28626,914,455,459,2.72,5387
2013,양천구,신정6동,8440,26911,13135,13776,26865,13113,13752,46,22,24,3.18,1761
2013,양천구,신정7동,11782,32959,16316,16643,32734,16202,16532,225,114,111,2.78,3493
2013,양천구,목5동,14028,45559,22693,22866,45464,22647,22817,95,46,49,3.24,3021
2013,양천구,신정4동,15719,37312,18469,18843,36745,18217,18528,567,252,315,2.34,4060
2013,강서구,소계,226607,575236,282287,292949,569070,279207,289863,6166,3080,3086,2.51,59530
2013,강서구,염창동,14483,42600,20953,21647,42444,20880,21564,156,73,83,2.93,3045
2013,강서구,등촌1동,10169,23136,11184,11952,22723,10989,11734,413,195,218,2.23,2137
2013,강서구,등촌2동,8038,22182,11144,11038,22090,11110,10980,92,34,58,2.75,2112
2013,강서구,등촌3동,14736,37093,17782,19311,36913,17695,19218,180,87,93,2.5,4538
2013,강서구,화곡본동,14971,37233,18221,19012,36926,18096,18830,307,125,182,2.47,3347
2013,강서구,화곡2동,8127,20543,10093,10450,20358,10019,10339,185,74,111,2.5,1990
2013,강서구,화곡3동,9086,24247,11837,12410,24107,11778,12329,140,59,81,2.65,2720
2013,강서구,화곡4동,9794,23634,11725,11909,23336,11586,11750,298,139,159,2.38,2505
2013,강서구,화곡6동,10329,26032,12887,13145,25806,12773,13033,226,114,112,2.5,2477
2013,강서구,화곡8동,10928,27811,13601,14210,27474,13452,14022,337,149,188,2.51,2918
2013,강서구,가양1동,7808,22252,11129,11123,22051,11030,11021,201,99,102,2.82,1916
2013,강서구,가양2동,7907,17581,8474,9107,17461,8434,9027,120,40,80,2.21,2687
2013,강서구,가양3동,7831,18583,8896,9687,18440,8836,9604,143,60,83,2.35,2559
2013,강서구,발산1동,11218,33353,15936,17417,33201,15871,17330,152,65,87,2.96,2755
2013,강서구,공항동,10007,22250,11571,10679,21166,10770,10396,1084,801,283,2.12,2567
2013,강서구,방화1동,11686,30828,15365,15463,30412,15152,15260,416,213,203,2.6,3297
2013,강서구,방화2동,11281,25955,12813,13142,25706,12696,13010,249,117,132,2.28,3483
2013,강서구,방화3동,11447,27256,13116,14140,27100,13050,14050,156,66,90,2.37,3504
2013,강서구,화곡1동,22573,52933,26307,26626,51761,25796,25965,1172,511,661,2.29,5625
2013,강서구,우장산동,14188,39734,19253,20481,39595,19194,20401,139,59,80,2.79,3348
2013,구로구,소계,171419,452168,227694,224474,424964,213251,211713,27204,14443,12761,2.48,48027
2013,구로구,신도림동,13088,38117,18762,19355,37784,18576,19208,333,186,147,2.89,3204
2013,구로구,구로1동,7876,23013,11462,11551,22757,11339,11418,256,123,133,2.89,1667
2013,구로구,구로3동,14109,28955,14732,14223,27659,14055,13604,1296,677,619,1.96,2489
2013,구로구,구로4동,11736,30165,15229,14936,25868,12937,12931,4297,2292,2005,2.2,3403
2013,구로구,구로5동,13735,35303,17684,17619,31932,15870,16062,3371,1814,1557,2.32,3440
2013,구로구,고척1동,9495,25602,12872,12730,25288,12718,12570,314,154,160,2.66,2902
2013,구로구,고척2동,11894,31449,15845,15604,31040,15654,15386,409,191,218,2.61,3418
2013,구로구,개봉2동,12614,35171,17406,17765,34875,17274,17601,296,132,164,2.76,3980
2013,구로구,개봉3동,8455,22483,11227,11256,22239,11128,11111,244,99,145,2.63,2528
2013,구로구,오류1동,8811,21572,10700,10872,21048,10447,10601,524,253,271,2.39,2615
2013,구로구,오류2동,14773,41488,20660,20828,40896,20382,20514,592,278,314,2.77,4628
2013,구로구,수궁동,9755,26087,13116,12971,25819,12966,12853,268,150,118,2.65,2862
2013,구로구,가리봉동,7164,19507,10716,8791,12874,7019,5855,6633,3697,2936,1.8,2065
2013,구로구,구로2동,14637,39064,20048,19016,31517,16045,15472,7547,4003,3544,2.15,4688
2013,구로구,개봉1동,13277,34191,17234,16957,33368,16841,16527,823,393,430,2.51,4138
2013,구로구,기타,-,1,1,-,-,-,-,1,1,-,-,-
