기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2015,금천구,독산1동,14772,34010,18002,16008,31297,16513,14784,2713,1489,1224,2.12,3986
2015,금천구,독산2동,9534,23644,12024,11620,21804,11053,10751,1840,971,869,2.29,2637
2015,금천구,독산3동,12267,32016,16373,15643,26942,13608,13334,5074,2765,2309,2.2,3629
2015,금천구,독산4동,7896,19806,10074,9732,17925,9086,8839,1881,988,893,2.27,2229
2015,금천구,시흥1동,15193,38520,19506,19014,36089,18234,17855,2431,1272,1159,2.38,4752
2015,금천구,시흥2동,8621,24445,11962,12483,24328,11904,12424,117,58,59,2.82,3186
2015,금천구,시흥3동,4915,12689,6396,6293,12530,6331,6199,159,65,94,2.55,1878
2015,금천구,시흥4동,9281,23953,12014,11939,23212,11658,11554,741,356,385,2.5,3057
2015,금천구,시흥5동,9649,23158,11541,11617,22529,11242,11287,629,299,330,2.33,3564
2015,영등포구,소계,167863,417811,210388,207423,378504,189394,189110,39307,20994,18313,2.25,51481
2015,영등포구,여의동,12636,34094,16246,17848,33649,16004,17645,445,242,203,2.66,5163
2015,영등포구,당산1동,9735,21433,10628,10805,20822,10321,10501,611,307,304,2.14,2818
2015,영등포구,당산2동,16028,36016,17140,18876,35544,16908,18636,472,232,240,2.22,3803
2015,영등포구,양평1동,7669,17334,8675,8659,17015,8527,8488,319,148,171,2.22,2155
2015,영등포구,양평2동,8973,22227,11206,11021,21958,11077,10881,269,129,140,2.45,2075
2015,영등포구,신길1동,9958,22246,11342,10904,19616,9951,9665,2630,1391,1239,1.97,3155
2015,영등포구,신길3동,6604,16576,8343,8233,15021,7511,7510,1555,832,723,2.27,2295
2015,영등포구,신길4동,5239,13186,6705,6481,11743,5944,5799,1443,761,682,2.24,1914
2015,영등포구,신길5동,6546,17854,9013,8841,14903,7401,7502,2951,1612,1339,2.28,2346
2015,영등포구,신길6동,9358,23903,11902,12001,21839,10812,11027,2064,1090,974,2.33,3062
2015,영등포구,신길7동,5814,15212,7668,7544,14829,7479,7350,383,189,194,2.55,1582
2015,영등포구,대림1동,6861,18946,9737,9209,15339,7764,7575,3607,1973,1634,2.24,2552
2015,영등포구,대림2동,6910,24461,12608,11853,14509,7174,7335,9952,5434,4518,2.1,2665
2015,영등포구,대림3동,11006,31178,15907,15271,26390,13367,13023,4788,2540,2248,2.4,3403
2015,영등포구,영등포본동,10462,26898,13661,13237,23653,11930,11723,3245,1731,1514,2.26,3237
2015,영등포구,영등포동,12376,20471,11597,8874,19730,11223,8507,741,374,367,1.59,2715
2015,영등포구,도림동,9421,23650,12028,11622,20077,10142,9935,3573,1886,1687,2.13,2760
2015,영등포구,문래동,12267,32126,15982,16144,31867,15859,16008,259,123,136,2.6,3781
2015,동작구,소계,170495,412774,202165,210609,400641,196463,204178,12133,5702,6431,2.35,53610
2015,동작구,노량진2동,7114,15374,7879,7495,14184,7255,6929,1190,624,566,1.99,2364
2015,동작구,상도1동,20851,48387,23825,24562,47157,23257,23900,1230,568,662,2.26,5711
2015,동작구,상도2동,10708,24880,12076,12804,24465,11864,12601,415,212,203,2.28,3296
2015,동작구,상도3동,10538,25490,12416,13074,25077,12244,12833,413,172,241,2.38,3559
2015,동작구,상도4동,12342,30151,14900,15251,29734,14710,15024,417,190,227,2.41,3982
2015,동작구,사당1동,11372,23877,11462,12415,23084,11071,12013,793,391,402,2.03,2924
2015,동작구,사당3동,9771,24835,12138,12697,24513,11989,12524,322,149,173,2.51,3471
2015,동작구,사당4동,6540,15279,7433,7846,15090,7355,7735,189,78,111,2.31,2132
2015,동작구,사당5동,5786,13718,6777,6941,13581,6710,6871,137,67,70,2.35,1735
2015,동작구,대방동,15686,40321,19440,20881,39880,19218,20662,441,222,219,2.54,4565
2015,동작구,신대방1동,9724,28145,13863,14282,24934,12184,12750,3211,1679,1532,2.56,2997
2015,동작구,신대방2동,8684,21587,10565,11022,21222,10397,10825,365,168,197,2.44,2584
2015,동작구,흑석동,14515,35941,17415,18526,33953,16709,17244,1988,706,1282,2.34,5203
2015,동작구,노량진1동,14418,33850,16907,16943,33472,16731,16741,378,176,202,2.32,4740
2015,동작구,사당2동,12446,30939,15069,15870,30295,14769,15526,644,300,344,2.43,4347
2015,관악구,소계,249191,529031,266773,262258,509663,257491,252172,19368,9282,10086,2.05,64985
2015,관악구,보라매동,11404,26976,13356,13620,25678,12736,12942,1298,620,678,2.25,3633
2015,관악구,청림동,6662,17128,8411,8717,17000,8350,8650,128,61,67,2.55,2276
2015,관악구,행운동,15810,30368,14878,15490,29793,14620,15173,575,258,317,1.88,3590
2015,관악구,낙성대동,10219,18368,9282,9086,17449,8851,8598,919,431,488,1.71,1803
2015,관악구,중앙동,7935,15359,7444,7915,14795,7189,7606,564,255,309,1.86,2067
2015,관악구,인헌동,13372,28098,13918,14180,27730,13751,13979,368,167,201,2.07,3301
2015,관악구,남현동,8547,18568,8940,9628,18307,8822,9485,261,118,143,2.14,2131
2015,관악구,서원동,12531,24108,12310,11798,23241,11907,11334,867,403,464,1.85,2756
2015,관악구,신원동,9455,20389,10078,10311,18928,9366,9562,1461,712,749,2,2727
2015,관악구,서림동,13787,25468,13910,11558,24851,13700,11151,617,210,407,1.8,2797
2015,관악구,신사동,11958,26976,13646,13330,23611,11890,11721,3365,1756,1609,1.97,2910
2015,관악구,신림동,14039,20867,10490,10377,19625,9917,9708,1242,573,669,1.4,1711
2015,관악구,난향동,6514,17257,8590,8667,17113,8517,8596,144,73,71,2.63,2212
2015,관악구,조원동,9485,20489,10516,9973,17950,9155,8795,2539,1361,1178,1.89,2329
2015,관악구,대학동,14265,23766,14154,9612,22958,13832,9126,808,322,486,1.61,2325
2015,관악구,은천동,15084,36699,18093,18606,35861,17708,18153,838,385,453,2.38,4613
2015,관악구,성현동,12853,34294,16769,17525,34066,16679,17387,228,90,138,2.65,4710
2015,관악구,청룡동,16809,30849,15247,15602,29045,14377,14668,1804,870,934,1.73,3585
2015,관악구,난곡동,12848,30810,15588,15222,30313,15366,14947,497,222,275,2.36,4342
2015,관악구,삼성동,11832,28164,14165,13999,27978,14087,13891,186,78,108,2.36,4846
2015,관악구,미성동,13782,34030,16988,17042,33371,16671,16700,659,317,342,2.42,4321
2015,서초구,소계,173007,451258,217036,234222,446764,214737,232027,4494,2299,2195,2.58,49280
2015,서초구,서초1동,8890,21385,10264,11121,21129,10130,10999,256,134,122,2.38,2359
2015,서초구,서초2동,8526,21467,10534,10933,21119,10313,10806,348,221,127,2.48,2191
2015,서초구,서초3동,12168,30491,15102,15389,30154,14925,15229,337,177,160,2.48,3804
2015,서초구,서초4동,9779,29056,14157,14899,28772,13995,14777,284,162,122,2.94,2983
2015,서초구,잠원동,13554,34015,16156,17859,33770,16028,17742,245,128,117,2.49,3071
2015,서초구,반포본동,4320,13317,6295,7022,13249,6256,6993,68,39,29,3.07,1717
2015,서초구,반포1동,13689,30849,14821,16028,30466,14640,15826,383,181,202,2.23,2611
2015,서초구,반포2동,6376,19881,9407,10474,19767,9358,10409,114,49,65,3.1,2098
2015,서초구,반포3동,7170,20920,9950,10970,20863,9923,10940,57,27,30,2.91,2113
2015,서초구,반포4동,7323,20745,9872,10873,20193,9577,10616,552,295,257,2.76,2121
2015,서초구,방배본동,7955,22153,10374,11779,21915,10258,11657,238,116,122,2.75,2512
2015,서초구,방배1동,7221,17538,8339,9199,17385,8271,9114,153,68,85,2.41,2145
2015,서초구,방배2동,11220,28361,13566,14795,28122,13455,14667,239,111,128,2.51,3608
2015,서초구,방배3동,9019,24400,11789,12611,24267,11723,12544,133,66,67,2.69,3123
2015,서초구,방배4동,10225,26446,12262,14184,26108,12094,14014,338,168,170,2.55,2962
2015,서초구,양재1동,17781,47859,23062,24797,47463,22864,24599,396,198,198,2.67,5166
2015,서초구,양재2동,10762,23633,11845,11788,23375,11721,11654,258,124,134,2.17,2207
2015,서초구,내곡동,7029,18742,9241,9501,18647,9206,9441,95,35,60,2.65,2489
2015,강남구,소계,237373,581760,279209,302551,576495,276425,300070,5265,2784,2481,2.43,60330
2015,강남구,신사동,7741,18570,8705,9865,18303,8557,9746,267,148,119,2.36,2557
2015,강남구,논현1동,14446,25307,11716,13591,24765,11453,13312,542,263,279,1.71,2494
2015,강남구,논현2동,11103,23082,10867,12215,22785,10708,12077,297,159,138,2.05,2620
2015,강남구,삼성1동,5787,15531,7805,7726,15179,7581,7598,352,224,128,2.62,1803
2015,강남구,삼성2동,13484,31343,15011,16332,31105,14869,16236,238,142,96,2.31,2797
2015,강남구,대치1동,6845,23283,11660,11623,23179,11597,11582,104,63,41,3.39,1760
2015,강남구,대치4동,10161,21630,10236,11394,21341,10081,11260,289,155,134,2.1,1699
2015,강남구,역삼1동,21915,36450,17479,18971,35477,16933,18544,973,546,427,1.62,3093
2015,강남구,역삼2동,14745,36314,17161,19153,35997,16966,19031,317,195,122,2.44,3017
2015,강남구,도곡1동,8402,22693,10805,11888,22543,10737,11806,150,68,82,2.68,2214
2015,강남구,도곡2동,12118,35307,16499,18808,35163,16418,18745,144,81,63,2.9,3514
2015,강남구,개포1동,8418,21700,10443,11257,21625,10412,11213,75,31,44,2.57,2609
2015,강남구,개포4동,9196,22135,10901,11234,21944,10817,11127,191,84,107,2.39,2053
2015,강남구,일원본동,8425,25350,12477,12873,25314,12461,12853,36,16,20,3,2010
2015,강남구,일원1동,7390,17627,8591,9036,17465,8531,8934,162,60,102,2.36,2433
2015,강남구,일원2동,6623,16621,8038,8583,16566,8009,8557,55,29,26,2.5,2152
2015,강남구,수서동,7348,15732,7175,8557,15630,7141,8489,102,34,68,2.13,3078
2015,강남구,세곡동,15825,43302,20780,22522,43108,20692,22416,194,88,106,2.72,4908
2015,강남구,압구정동,10938,28735,13325,15410,28569,13252,15317,166,73,93,2.61,4221
2015,강남구,청담동,12333,31129,14772,16357,30828,14604,16224,301,168,133,2.5,3443
2015,강남구,대치2동,13785,42565,21537,21028,42339,21413,20926,226,124,102,3.07,3624
2015,강남구,개포2동,10345,27354,13226,14128,27270,13193,14077,84,33,51,2.64,2231
2015,송파구,소계,256611,667480,325950,341530,660302,322441,337861,7178,3509,3669,2.57,68292
2015,송파구,풍납1동,7485,18782,9241,9541,17722,8721,9001,1060,520,540,2.37,2468
2015,송파구,풍납2동,10677,27259,13171,14088,27063,13082,13981,196,89,107,2.53,2837
2015,송파구,거여1동,5751,15228,7792,7436,15087,7738,7349,141,54,87,2.62,1741
2015,송파구,거여2동,9424,24101,12100,12001,23951,12046,11905,150,54,96,2.54,2978
2015,송파구,마천1동,9372,23255,11756,11499,23001,11661,11340,254,95,159,2.45,3333
2015,송파구,마천2동,8599,21683,11007,10676,21455,10935,10520,228,72,156,2.5,3047
2015,송파구,방이1동,6038,16617,8132,8485,16465,8055,8410,152,77,75,2.73,1597
2015,송파구,방이2동,11895,25848,12601,13247,25434,12395,13039,414,206,208,2.14,2469
2015,송파구,오륜동,5999,19999,9749,10250,19978,9737,10241,21,12,9,3.33,1800
2015,송파구,오금동,13868,37291,18440,18851,37104,18348,18756,187,92,95,2.68,4061
2015,송파구,송파1동,11946,27046,12943,14103,26608,12713,13895,438,230,208,2.23,2668
2015,송파구,송파2동,7406,22275,10852,11423,22036,10720,11316,239,132,107,2.98,2132
2015,송파구,석촌동,16049,35478,17268,18210,34669,16882,17787,809,386,423,2.16,3516
2015,송파구,삼전동,15556,34293,16427,17866,33889,16235,17654,404,192,212,2.18,3058
2015,송파구,가락본동,11400,28918,14458,14460,28488,14239,14249,430,219,211,2.5,2714
2015,송파구,가락1동,406,968,498,470,950,486,464,18,12,6,2.34,109
2015,송파구,가락2동,12174,35434,17400,18034,35217,17293,17924,217,107,110,2.89,2926
2015,송파구,문정1동,8340,22013,10840,11173,21829,10763,11066,184,77,107,2.62,2129
2015,송파구,문정2동,7654,18824,9067,9757,18738,9012,9726,86,55,31,2.45,2531
2015,송파구,장지동,13172,35930,17548,18382,35738,17471,18267,192,77,115,2.71,3434
2015,송파구,위례동,4043,12030,6010,6020,12030,6010,6020,-,-,-,2.98,667
2015,송파구,잠실본동,14499,30898,14789,16109,30105,14358,15747,793,431,362,2.08,2853
2015,송파구,잠실4동,10504,30924,15004,15920,30803,14944,15859,121,60,61,2.93,2953
2015,송파구,잠실6동,6060,17826,8499,9327,17705,8429,9276,121,70,51,2.92,2032
2015,송파구,잠실7동,3474,10433,4875,5558,10422,4871,5551,11,4,7,3,1612
2015,송파구,잠실2동,12314,37033,17647,19386,36924,17586,19338,109,61,48,3,2572
2015,송파구,잠실3동,12506,37094,17836,19258,36891,17711,19180,203,125,78,2.95,4055
2015,강동구,소계,180508,463321,230851,232470,458658,228709,229949,4663,2142,2521,2.54,51935
2015,강동구,강일동,10891,34023,16630,17393,33886,16573,17313,137,57,80,3.11,3759
2015,강동구,상일동,8646,24471,12231,12240,24364,12187,12177,107,44,63,2.82,2496
2015,강동구,명일1동,8338,23430,11434,11996,23356,11411,11945,74,23,51,2.8,2442
2015,강동구,명일2동,5976,18672,9368,9304,18647,9360,9287,25,8,17,3.12,1676
2015,강동구,고덕1동,5556,16548,8408,8140,16446,8354,8092,102,54,48,2.96,1549
2015,강동구,고덕2동,3953,9223,4883,4340,9141,4840,4301,82,43,39,2.31,1351
2015,강동구,암사2동,6204,16159,7946,8213,16092,7916,8176,67,30,37,2.59,1677
2015,강동구,암사3동,6256,19249,9500,9749,19218,9485,9733,31,15,16,3.07,1710
2015,강동구,천호1동,12528,29636,14739,14897,29254,14589,14665,382,150,232,2.34,3917
2015,강동구,천호3동,11967,26047,13157,12890,25453,12881,12572,594,276,318,2.13,3551
2015,강동구,성내1동,7342,19657,9565,10092,19515,9500,10015,142,65,77,2.66,2092
2015,강동구,성내2동,11803,26227,13004,13223,25386,12601,12785,841,403,438,2.15,3264
2015,강동구,성내3동,10417,25189,12594,12595,24927,12470,12457,262,124,138,2.39,2716
2015,강동구,둔촌1동,6366,19264,9915,9349,19210,9880,9330,54,35,19,3.02,1548
2015,강동구,둔촌2동,10734,28988,14365,14623,28855,14306,14549,133,59,74,2.69,3167
2015,강동구,암사1동,15640,37753,18835,18918,37328,18656,18672,425,179,246,2.39,4519
2015,강동구,천호2동,16992,37065,18781,18284,36226,18353,17873,839,428,411,2.13,4797
2015,강동구,길동,20899,51720,25496,26224,51354,25347,26007,366,149,217,2.46,5704
,,,,,,,,,,,,,,
