기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
2015,성동구,금호1가동,5420,13780,6694,7086,13699,6660,7039,81,34,47,2.53,1991
2015,성동구,금호4가동,6125,14771,7155,7616,14597,7075,7522,174,80,94,2.38,1866
2015,성동구,성수1가1동,7205,17557,8887,8670,17168,8660,8508,389,227,162,2.38,1855
2015,성동구,성수1가2동,7723,17486,8860,8626,17045,8625,8420,441,235,206,2.21,1930
2015,성동구,성수2가1동,8808,20080,10423,9657,19233,10017,9216,847,406,441,2.18,2453
2015,성동구,성수2가3동,5425,12251,6378,5873,11797,6114,5683,454,264,190,2.17,1567
2015,성동구,송정동,5482,12063,6403,5660,11559,6164,5395,504,239,265,2.11,1440
2015,성동구,용답동,7863,17207,9107,8100,16038,8542,7496,1169,565,604,2.04,2316
2015,성동구,왕십리도선동,8472,20808,10110,10698,20419,9947,10472,389,163,226,2.41,2536
2015,성동구,금호2.3가동,9263,22962,11131,11831,22770,11042,11728,192,89,103,2.46,3209
2015,성동구,옥수동,9235,23281,11105,12176,23041,10978,12063,240,127,113,2.49,2916
2015,광진구,소계,158353,375180,183436,191744,360369,176884,183485,14811,6552,8259,2.28,40368
2015,광진구,화양동,14244,24419,11527,12892,21441,10398,11043,2978,1129,1849,1.51,2102
2015,광진구,군자동,10234,22091,10927,11164,20670,10309,10361,1421,618,803,2.02,2451
2015,광진구,중곡1동,7652,16526,8228,8298,16012,8006,8006,514,222,292,2.09,2026
2015,광진구,중곡2동,9725,22610,11041,11569,22301,10913,11388,309,128,181,2.29,2464
2015,광진구,중곡3동,8122,18120,9076,9044,17862,8975,8887,258,101,157,2.2,2169
2015,광진구,중곡4동,13005,32041,15816,16225,31787,15721,16066,254,95,159,2.44,3941
2015,광진구,능동,5821,11712,5536,6176,11400,5392,6008,312,144,168,1.96,1322
2015,광진구,구의1동,11201,23510,11279,12231,22699,10902,11797,811,377,434,2.03,2613
2015,광진구,구의2동,10481,25879,12647,13232,25549,12510,13039,330,137,193,2.44,3136
2015,광진구,구의3동,11531,30067,14563,15504,29716,14394,15322,351,169,182,2.58,3084
2015,광진구,광장동,11861,36917,17952,18965,36721,17856,18865,196,96,100,3.1,2980
2015,광진구,자양1동,10742,24151,11833,12318,22792,11186,11606,1359,647,712,2.12,2693
2015,광진구,자양2동,11158,27877,13840,14037,27531,13672,13859,346,168,178,2.47,2981
2015,광진구,자양3동,11104,31227,15162,16065,30841,14995,15846,386,167,219,2.78,3076
2015,광진구,자양4동,11472,28033,14009,14024,23047,11655,11392,4986,2354,2632,2.01,3330
2015,동대문구,소계,159941,373824,185827,187997,360153,180485,179668,13671,5342,8329,2.25,52490
2015,동대문구,회기동,5794,12524,5841,6683,10792,5229,5563,1732,612,1120,1.86,1387
2015,동대문구,휘경1동,7391,15501,7642,7859,14363,7227,7136,1138,415,723,1.94,2130
2015,동대문구,휘경2동,10645,25519,12547,12972,25127,12386,12741,392,161,231,2.36,3109
2015,동대문구,청량리동,10633,24019,11985,12034,23187,11599,11588,832,386,446,2.18,4710
2015,동대문구,용신동,16000,33210,17070,16140,31675,16357,15318,1535,713,822,1.98,5224
2015,동대문구,제기동,13009,28850,14498,14352,26861,13745,13116,1989,753,1236,2.06,4783
2015,동대문구,전농1동,14247,31254,15860,15394,30709,15637,15072,545,223,322,2.16,4822
2015,동대문구,전농2동,7714,21234,10255,10979,20877,10130,10747,357,125,232,2.71,2931
2015,동대문구,답십리1동,10984,26582,13138,13444,26091,12908,13183,491,230,261,2.38,3280
2015,동대문구,답십리2동,11378,29504,14521,14983,29199,14387,14812,305,134,171,2.57,4266
2015,동대문구,장안1동,15720,38017,19136,18881,37342,18836,18506,675,300,375,2.38,4626
2015,동대문구,장안2동,12719,32289,16317,15972,32034,16209,15825,255,108,147,2.52,3927
2015,동대문구,이문1동,15033,32433,15774,16659,29467,14774,14693,2966,1000,1966,1.96,4251
2015,동대문구,이문2동,8674,22888,11243,11645,22429,11061,11368,459,182,277,2.59,3044
2015,중랑구,소계,176390,418620,208393,210227,413909,206505,207404,4711,1888,2823,2.35,54095
2015,중랑구,면목2동,12051,27560,13845,13715,27194,13711,13483,366,134,232,2.26,3481
2015,중랑구,면목4동,9754,22345,11034,11311,22086,10922,11164,259,112,147,2.26,3098
2015,중랑구,면목5동,5083,11607,5920,5687,11473,5869,5604,134,51,83,2.26,1616
2015,중랑구,면목7동,10357,24004,11916,12088,23702,11798,11904,302,118,184,2.29,3371
2015,중랑구,상봉1동,9834,26320,12939,13381,26137,12874,13263,183,65,118,2.66,2900
2015,중랑구,상봉2동,9522,18629,9392,9237,18271,9237,9034,358,155,203,1.92,2436
2015,중랑구,중화1동,8499,21283,10550,10733,21118,10483,10635,165,67,98,2.48,2636
2015,중랑구,중화2동,13978,29090,15006,14084,28441,14726,13715,649,280,369,2.03,4147
2015,중랑구,묵1동,13370,34885,17043,17842,34711,16981,17730,174,62,112,2.6,4301
2015,중랑구,묵2동,8478,19613,9715,9898,19430,9639,9791,183,76,107,2.29,2568
2015,중랑구,망우3동,8174,18415,9207,9208,18227,9139,9088,188,68,120,2.23,2494
2015,중랑구,신내1동,14325,42150,20726,21424,42006,20655,21351,144,71,73,2.93,4949
2015,중랑구,신내2동,9094,23913,11593,12320,23838,11568,12270,75,25,50,2.62,2930
2015,중랑구,면목본동,16550,36575,18247,18328,35809,17932,17877,766,315,451,2.16,4652
2015,중랑구,면목3.8동,12602,28620,14276,14344,28245,14124,14121,375,152,223,2.24,3941
2015,중랑구,망우본동,14719,33611,16984,16627,33221,16847,16374,390,137,253,2.26,4575
2015,성북구,소계,190973,469560,229183,240377,459275,224980,234295,10285,4203,6082,2.4,63281
2015,성북구,돈암1동,6531,17222,8180,9042,17074,8118,8956,148,62,86,2.61,2310
2015,성북구,돈암2동,7834,23722,11362,12360,23663,11337,12326,59,25,34,3.02,2622
2015,성북구,안암동,8756,18022,8914,9108,15999,8150,7849,2023,764,1259,1.83,2005
2015,성북구,보문동,7027,15018,7350,7668,14646,7176,7470,372,174,198,2.08,2003
2015,성북구,정릉1동,7075,19372,9314,10058,18918,9164,9754,454,150,304,2.67,2582
2015,성북구,정릉2동,9577,24644,12151,12493,24496,12084,12412,148,67,81,2.56,3615
2015,성북구,정릉3동,7660,17801,8871,8930,16788,8359,8429,1013,512,501,2.19,2828
2015,성북구,정릉4동,10991,27893,13601,14292,27689,13514,14175,204,87,117,2.52,3869
2015,성북구,길음1동,13093,38048,18321,19727,37832,18234,19598,216,87,129,2.89,3809
2015,성북구,길음2동,6866,16300,8037,8263,16105,7936,8169,195,101,94,2.35,2419
2015,성북구,월곡1동,10811,28751,14026,14725,28492,13920,14572,259,106,153,2.64,3748
2015,성북구,월곡2동,8765,21483,10602,10881,20961,10339,10622,522,263,259,2.39,2992
2015,성북구,장위1동,9573,23502,11706,11796,23256,11620,11636,246,86,160,2.43,3484
2015,성북구,장위2동,8848,20950,10467,10483,20677,10354,10323,273,113,160,2.34,3435
2015,성북구,장위3동,5838,14165,7181,6984,13909,7077,6832,256,104,152,2.38,2129
2015,성북구,성북동,8112,18536,8828,9708,18019,8599,9420,517,229,288,2.22,2869
2015,성북구,삼선동,12671,27936,13524,14412,27437,13288,14149,499,236,263,2.17,3740
2015,성북구,동선동,8911,16974,7426,9548,16304,7183,9121,670,243,427,1.83,2085
2015,성북구,종암동,17088,43496,21414,22082,41988,20898,21090,1508,516,992,2.46,5520
2015,성북구,석관동,14946,35725,17908,17817,35022,17630,17392,703,278,425,2.34,5217
2015,강북구,소계,141088,334426,164337,170089,330873,162967,167906,3553,1370,2183,2.35,52598
2015,강북구,번1동,9846,20541,10151,10390,20195,10021,10174,346,130,216,2.05,3012
2015,강북구,번2동,7641,18746,9174,9572,18596,9122,9474,150,52,98,2.43,3287
2015,강북구,번3동,7675,20235,9705,10530,20175,9696,10479,60,9,51,2.63,3980
2015,강북구,수유1동,9960,22927,11451,11476,22596,11320,11276,331,131,200,2.27,3592
2015,강북구,수유2동,9214,22644,11131,11513,22497,11090,11407,147,41,106,2.44,3845
2015,강북구,수유3동,11326,23953,11933,12020,23642,11816,11826,311,117,194,2.09,3770
2015,강북구,삼양동,12697,30085,15035,15050,29858,14947,14911,227,88,139,2.35,4421
2015,강북구,미아동,10779,23756,11550,12206,23192,11333,11859,564,217,347,2.15,3592
2015,강북구,송중동,13235,31068,15122,15946,30561,14911,15650,507,211,296,2.31,4938
2015,강북구,송천동,13611,30453,15182,15271,30018,14996,15022,435,186,249,2.21,5075
2015,강북구,삼각산동,12176,34782,16919,17863,34661,16869,17792,121,50,71,2.85,3486
2015,강북구,우이동,9128,21904,10763,11141,21779,10705,11074,125,58,67,2.39,3902
2015,강북구,인수동,13800,33332,16221,17111,33103,16141,16962,229,80,149,2.4,5698
2015,도봉구,소계,136903,353241,173804,179437,351242,173029,178213,1999,775,1224,2.57,48590
2015,도봉구,쌍문1동,8927,22590,11054,11536,22385,10992,11393,205,62,143,2.51,3503
2015,도봉구,쌍문2동,8603,21294,10382,10912,21147,10316,10831,147,66,81,2.46,3043
2015,도봉구,쌍문3동,7561,18028,8789,9239,17873,8741,9132,155,48,107,2.36,2721
2015,도봉구,쌍문4동,7246,21102,10117,10985,21045,10092,10953,57,25,32,2.9,2270
2015,도봉구,방학1동,12713,31622,15825,15797,31373,15719,15654,249,106,143,2.47,4271
2015,도봉구,방학2동,9606,22631,11465,11166,22439,11398,11041,192,67,125,2.34,3391
2015,도봉구,방학3동,10469,30909,15117,15792,30839,15098,15741,70,19,51,2.95,3549
2015,도봉구,창1동,10861,27881,13524,14357,27692,13429,14263,189,95,94,2.55,3607
2015,도봉구,창2동,11865,31123,15361,15762,30919,15258,15661,204,103,101,2.61,3873
2015,도봉구,창3동,6711,15821,7932,7889,15718,7898,7820,103,34,69,2.34,2328
2015,도봉구,창4동,10638,29838,14416,15422,29774,14394,15380,64,22,42,2.8,3382
2015,도봉구,창5동,9901,27105,13204,13901,26997,13158,13839,108,46,62,2.73,3225
2015,도봉구,도봉1동,10178,23526,11920,11606,23361,11866,11495,165,54,111,2.3,4495
2015,도봉구,도봉2동,11624,29771,14698,15073,29680,14670,15010,91,28,63,2.55,4932
2015,노원구,소계,219768,578221,281538,296683,574583,279987,294596,3638,1551,2087,2.61,68909
2015,노원구,월계1동,9497,22875,11773,11102,22399,11556,10843,476,217,259,2.36,3227
2015,노원구,월계2동,11715,28708,13974,14734,28540,13912,14628,168,62,106,2.44,4337
2015,노원구,월계3동,13213,34528,16704,17824,34351,16630,17721,177,74,103,2.6,4628
2015,노원구,공릉2동,16773,45297,22510,22787,44792,22240,22552,505,270,235,2.67,4272
2015,노원구,하계1동,11052,29635,14291,15344,29488,14217,15271,147,74,73,2.67,3452
2015,노원구,하계2동,8519,25078,12153,12925,25030,12131,12899,48,22,26,2.94,2615
2015,노원구,중계본동,9492,28567,14074,14493,28466,14032,14434,101,42,59,3,2392
2015,노원구,중계1동,9337,29782,14619,15163,29687,14576,15111,95,43,52,3.18,2037
2015,노원구,중계4동,8310,22707,11122,11585,22618,11091,11527,89,31,58,2.72,3102
2015,노원구,상계1동,15723,42935,21019,21916,42756,20952,21804,179,67,112,2.72,5383
2015,노원구,상계2동,8663,22250,11012,11238,22118,10964,11154,132,48,84,2.55,2613
2015,노원구,상계5동,11324,28084,13714,14370,27947,13664,14283,137,50,87,2.47,4115
2015,노원구,상계8동,9405,26026,12531,13495,25989,12523,13466,37,8,29,2.76,2240
2015,노원구,상계9동,8700,23848,11461,12387,23773,11443,12330,75,18,57,2.73,2471
2015,노원구,상계10동,7607,19709,9236,10473,19634,9207,10427,75,29,46,2.58,1955
2015,노원구,상계3.4동,13730,31990,16083,15907,31783,16016,15767,207,67,140,2.31,5628
2015,노원구,상계6.7동,13920,35872,16788,19084,35708,16719,18989,164,69,95,2.57,3682
2015,노원구,중계2.3동,15702,40388,18923,21465,40200,18853,21347,188,70,118,2.56,6012
2015,노원구,공릉1동,17086,39942,19551,20391,39304,19261,20043,638,290,348,2.3,4748
2015,은평구,소계,203410,502578,244964,257614,497920,242975,254945,4658,1989,2669,2.45,69753
2015,은평구,녹번동,14109,32347,15655,16692,31904,15452,16452,443,203,240,2.26,4833
2015,은평구,불광1동,17450,42770,20515,22255,42386,20353,22033,384,162,222,2.43,6207
2015,은평구,갈현1동,11049,25892,12744,13148,25641,12634,13007,251,110,141,2.32,3686
2015,은평구,갈현2동,12000,30309,14573,15736,29962,14434,15528,347,139,208,2.5,3875
2015,은평구,구산동,12408,34330,17439,16891,34087,17317,16770,243,122,121,2.75,4866
2015,은평구,대조동,15337,33327,15903,17424,32869,15708,17161,458,195,263,2.14,4826
2015,은평구,응암1동,13642,32806,15806,17000,32435,15645,16790,371,161,210,2.38,4497
2015,은평구,응암2동,9449,23264,11465,11799,23054,11376,11678,210,89,121,2.44,3049
2015,은평구,신사1동,11103,28541,13921,14620,28290,13822,14468,251,99,152,2.55,3722
2015,은평구,신사2동,8777,22193,11101,11092,22071,11048,11023,122,53,69,2.51,2927
2015,은평구,증산동,7958,19978,9986,9992,19773,9887,9886,205,99,106,2.48,2920
2015,은평구,수색동,6993,16723,8428,8295,16562,8372,8190,161,56,105,2.37,2732
2015,은평구,진관동,17855,53613,25597,28016,53411,25500,27911,202,97,105,2.99,5951
2015,은평구,불광2동,12996,29328,14451,14877,29034,14336,14698,294,115,179,2.23,4714
2015,은평구,응암3동,12392,27254,13354,13900,26947,13238,13709,307,116,191,2.17,4515
2015,은평구,역촌동,19892,49903,24026,25877,49494,23853,25641,409,173,236,2.49,6433
2015,서대문구,소계,135770,323105,156130,166975,312141,152008,160133,10964,4122,6842,2.3,46758
2015,서대문구,천연동,8593,20114,9762,10352,19870,9641,10229,244,121,123,2.31,3021
2015,서대문구,홍제1동,9948,24438,11674,12764,24072,11506,12566,366,168,198,2.42,3764
2015,서대문구,홍제3동,8165,19614,9604,10010,19391,9500,9891,223,104,119,2.37,3406
2015,서대문구,홍제2동,5909,15446,7395,8051,15292,7331,7961,154,64,90,2.59,2323
2015,서대문구,홍은1동,9908,24842,12200,12642,24511,12054,12457,331,146,185,2.47,4016
2015,서대문구,홍은2동,12474,30401,14839,15562,29828,14574,15254,573,265,308,2.39,4445
2015,서대문구,남가좌1동,4089,11293,5542,5751,11023,5440,5583,270,102,168,2.7,1296
2015,서대문구,남가좌2동,11711,27549,13579,13970,26958,13314,13644,591,265,326,2.3,4276
2015,서대문구,북가좌1동,7072,19844,9662,10182,19644,9595,10049,200,67,133,2.78,2548
2015,서대문구,북가좌2동,14046,34629,16966,17663,34340,16857,17483,289,109,180,2.44,4952
2015,서대문구,충현동,8922,19376,9445,9931,18839,9273,9566,537,172,365,2.11,2964
2015,서대문구,북아현동,5038,11154,5424,5730,10888,5299,5589,266,125,141,2.16,1671
2015,서대문구,신촌동,11284,22545,9839,12706,18545,8723,9822,4000,1116,2884,1.64,2136
2015,서대문구,연희동,18611,41860,20199,21661,38940,18901,20039,2920,1298,1622,2.09,5940
2015,마포구,소계,171480,398351,190957,207394,387643,186495,201148,10708,4462,6246,2.26,48598
2015,마포구,용강동,8741,22138,10657,11481,21629,10382,11247,509,275,234,2.47,2472
2015,마포구,대흥동,7966,15405,7274,8131,13556,6663,6893,1849,611,1238,1.7,1925
2015,마포구,염리동,7202,16005,7765,8240,14954,7367,7587,1051,398,653,2.08,2195
2015,마포구,신수동,8505,20230,9961,10269,19924,9836,10088,306,125,181,2.34,2661
2015,마포구,서교동,14980,28125,12884,15241,26780,12375,14405,1345,509,836,1.79,3290
2015,마포구,합정동,9164,19986,9564,10422,19575,9381,10194,411,183,228,2.14,2363
2015,마포구,망원1동,10214,22751,10997,11754,22282,10791,11491,469,206,263,2.18,3001
2015,마포구,망원2동,8247,20809,10019,10790,20578,9929,10649,231,90,141,2.5,2600
2015,마포구,연남동,8937,19157,8985,10172,18047,8498,9549,1110,487,623,2.02,2457
2015,마포구,성산1동,9244,21272,10127,11145,20869,9952,10917,403,175,228,2.26,2630
2015,마포구,성산2동,16043,40265,19396,20869,40062,19307,20755,203,89,114,2.5,5070
2015,마포구,상암동,12237,33875,16495,17380,33360,16250,17110,515,245,270,2.73,3332
2015,마포구,도화동,9639,23403,11230,12173,23117,11103,12014,286,127,159,2.4,3318
2015,마포구,서강동,11807,26655,12707,13948,26063,12473,13590,592,234,358,2.21,2730
2015,마포구,공덕동,17010,39391,19000,20391,38621,18595,20026,770,405,365,2.27,5264
2015,마포구,아현동,11544,28884,13896,14988,28226,13593,14633,658,303,355,2.45,3290
2015,양천구,소계,179512,489010,242074,246936,484532,239995,244537,4478,2079,2399,2.7,50398
2015,양천구,목1동,10688,33380,16134,17246,33215,16047,17168,165,87,78,3.11,2350
2015,양천구,목2동,12340,31694,15523,16171,31458,15421,16037,236,102,134,2.55,3025
2015,양천구,목3동,8995,22050,10806,11244,21858,10726,11132,192,80,112,2.43,2471
2015,양천구,목4동,9930,28044,13909,14135,27872,13841,14031,172,68,104,2.81,2555
2015,양천구,신월1동,10463,23851,12247,11604,23476,12090,11386,375,157,218,2.24,3007
2015,양천구,신월2동,8640,23422,11606,11816,23208,11506,11702,214,100,114,2.69,2816
2015,양천구,신월3동,8494,18461,9670,8791,18200,9558,8642,261,112,149,2.14,2320
2015,양천구,신월4동,6934,19914,9794,10120,19822,9763,10059,92,31,61,2.86,2265
2015,양천구,신월5동,6309,16490,8150,8340,16346,8087,8259,144,63,81,2.59,1790
2015,양천구,신월6동,4716,11841,6029,5812,11776,6006,5770,65,23,42,2.5,1505
2015,양천구,신월7동,9313,23919,11796,12123,23767,11752,12015,152,44,108,2.55,3241
2015,양천구,신정1동,6258,18979,9269,9710,18809,9187,9622,170,82,88,3.01,1867
2015,양천구,신정2동,7316,21953,10861,11092,21817,10793,11024,136,68,68,2.98,2044
2015,양천구,신정3동,20216,55866,27727,28139,54786,27179,27607,1080,548,532,2.71,5837
2015,양천구,신정6동,8256,26375,12841,13534,26347,12823,13524,28,18,10,3.19,1908
2015,양천구,신정7동,11551,32030,15765,16265,31798,15644,16154,232,121,111,2.75,3788
2015,양천구,목5동,13740,44545,22123,22422,44469,22086,22383,76,37,39,3.24,3168
2015,양천구,신정4동,15353,36196,17824,18372,35508,17486,18022,688,338,350,2.31,4441
2015,강서구,소계,238952,595691,291216,304475,589074,287947,301127,6617,3269,3348,2.47,67950
2015,강서구,염창동,14377,42118,20792,21326,41947,20723,21224,171,69,102,2.92,3265
2015,강서구,등촌1동,10525,22726,10849,11877,22418,10704,11714,308,145,163,2.13,2277
2015,강서구,등촌2동,7985,21706,10825,10881,21599,10784,10815,107,41,66,2.7,2289
2015,강서구,등촌3동,14719,35567,17062,18505,35346,16932,18414,221,130,91,2.4,4963
2015,강서구,화곡본동,15224,36575,17846,18729,36170,17689,18481,405,157,248,2.38,3659
2015,강서구,화곡2동,8026,20246,9906,10340,19977,9800,10177,269,106,163,2.49,2222
2015,강서구,화곡3동,9037,23556,11394,12162,23395,11321,12074,161,73,88,2.59,3038
2015,강서구,화곡4동,9768,23382,11565,11817,23021,11405,11616,361,160,201,2.36,2864
2015,강서구,화곡6동,10595,25778,12720,13058,25550,12602,12948,228,118,110,2.41,2761
2015,강서구,화곡8동,11049,27311,13275,14036,26862,13073,13789,449,202,247,2.43,3326
2015,강서구,가양1동,9816,24996,12346,12650,24787,12240,12547,209,106,103,2.53,2193
2015,강서구,가양2동,7931,16775,8062,8713,16668,8024,8644,107,38,69,2.1,2950
2015,강서구,가양3동,7828,17696,8428,9268,17575,8382,9193,121,46,75,2.25,2768
2015,강서구,발산1동,13555,40424,19378,21046,40215,19275,20940,209,103,106,2.97,3647
2015,강서구,공항동,9769,21088,11002,10086,20019,10229,9790,1069,773,296,2.05,2765
2015,강서구,방화1동,16073,43914,21632,22282,43512,21429,22083,402,203,199,2.71,4757
2015,강서구,방화2동,11246,25212,12419,12793,24930,12279,12651,282,140,142,2.22,3867
2015,강서구,방화3동,11359,26257,12636,13621,26107,12573,13534,150,63,87,2.3,3792
2015,강서구,화곡1동,23584,53295,26350,26945,52121,25839,26282,1174,511,663,2.21,6288
2015,강서구,우장산동,16486,47069,22729,24340,46855,22644,24211,214,85,129,2.84,4259
2015,구로구,소계,172321,454604,228201,226403,422092,210440,211652,32512,17761,14751,2.45,53719
2015,구로구,신도림동,13209,38233,18754,19479,37880,18562,19318,353,192,161,2.87,3559
2015,구로구,구로1동,7801,22886,11391,11495,22415,11148,11267,471,243,228,2.87,1789
2015,구로구,구로3동,13848,28449,14367,14082,26820,13533,13287,1629,834,795,1.94,2786
2015,구로구,구로4동,11413,29517,14943,14574,24155,12034,12121,5362,2909,2453,2.12,3738
2015,구로구,구로5동,13785,34993,17355,17638,31247,15340,15907,3746,2015,1731,2.27,3717
2015,구로구,고척1동,9630,25646,12881,12765,25314,12709,12605,332,172,160,2.63,3249
2015,구로구,고척2동,11634,30491,15327,15164,29956,15065,14891,535,262,273,2.57,3836
2015,구로구,개봉2동,12763,34765,17129,17636,34378,16957,17421,387,172,215,2.69,4631
2015,구로구,개봉3동,8559,22472,11118,11354,22115,10959,11156,357,159,198,2.58,2858
2015,구로구,오류1동,9455,21999,10882,11117,21385,10583,10802,614,299,315,2.26,2934
2015,구로구,오류2동,16541,46230,22729,23501,45509,22376,23133,721,353,368,2.75,5615
2015,구로구,수궁동,9631,25832,12943,12889,25542,12794,12748,290,149,141,2.65,3178
2015,구로구,가리봉동,6357,18934,10592,8342,11309,6158,5151,7625,4434,3191,1.78,2069
2015,구로구,구로2동,13690,38125,19752,18373,29017,14671,14346,9108,5081,4027,2.12,4952
2015,구로구,개봉1동,14005,36032,18038,17994,35050,17551,17499,982,487,495,2.5,4808
2015,금천구,소계,103847,256167,131346,124821,236284,120604,115680,19883,10742,9141,2.28,31070
2015,금천구,가산동,11719,23926,13454,10472,19628,10975,8653,4298,2479,1819,1.67,2152
