기간,자치구,동,세대,계,계,계,한국인,한국인,한국인,등록외국인,등록외국인,등록외국인,세대당인구,65세이상고령자
2012,중구,신당1동,3996,9325,4751,4574,7857,4045,3812,1468,706,762,1.97,1102
2012,중구,신당2동,7221,16749,8239,8510,16403,8102,8301,346,137,209,2.27,2132
2012,중구,신당3동,8033,19638,9436,10202,19421,9336,10085,217,100,117,2.42,2773
2012,중구,신당4동,6501,16020,7734,8286,15853,7664,8189,167,70,97,2.44,2120
2012,중구,신당5동,4650,10693,5371,5322,10435,5258,5177,258,113,145,2.24,1347
2012,중구,신당6동,4410,12053,5894,6159,11913,5822,6091,140,72,68,2.7,1384
2012,중구,황학동,5775,13090,6633,6457,12323,6281,6042,767,352,415,2.13,1549
2012,중구,중림동,5163,11069,5645,5424,10777,5507,5270,292,138,154,2.09,1631
2012,용산구,소계,110706,255294,124708,130586,243232,118461,124771,12062,6247,5815,2.2,33027
2012,용산구,후암동,8991,20413,10190,10223,19923,9960,9963,490,230,260,2.22,2602
2012,용산구,용산2가동,5986,13810,6782,7028,12783,6192,6591,1027,590,437,2.14,1812
2012,용산구,남영동,5184,8213,4915,3298,7801,4731,3070,412,184,228,1.5,1246
2012,용산구,원효로2동,6005,15928,7591,8337,15737,7514,8223,191,77,114,2.62,1960
2012,용산구,효창동,4415,11449,5587,5862,11297,5519,5778,152,68,84,2.56,1440
2012,용산구,용문동,5101,13126,6454,6672,12982,6389,6593,144,65,79,2.54,1617
2012,용산구,이촌1동,9852,28405,13388,15017,26984,12595,14389,1421,793,628,2.74,3410
2012,용산구,이촌2동,4319,10367,4991,5376,10316,4972,5344,51,19,32,2.39,1539
2012,용산구,이태원1동,4434,9981,4771,5210,8417,3863,4554,1564,908,656,1.9,1445
2012,용산구,이태원2동,5391,11878,5597,6281,11014,5112,5902,864,485,379,2.04,1844
2012,용산구,서빙고동,5532,14456,7001,7455,14080,6835,7245,376,166,210,2.55,1914
2012,용산구,보광동,8565,18361,8961,9400,17473,8487,8986,888,474,414,2.04,2379
2012,용산구,청파동,11443,23948,11428,12520,23031,11094,11937,917,334,583,2.01,2800
2012,용산구,원효로1동,5601,12838,6382,6456,12569,6259,6310,269,123,146,2.24,1437
2012,용산구,한강로동,7852,16548,8277,8271,15436,7719,7717,1112,558,554,1.97,2447
2012,용산구,한남동,12035,25573,12393,13180,23389,11220,12169,2184,1173,1011,1.94,3135
2012,성동구,소계,125848,306868,153272,153596,299604,149832,149772,7264,3440,3824,2.38,34180
2012,성동구,왕십리2동,6974,17423,8589,8834,17153,8480,8673,270,109,161,2.46,1935
2012,성동구,마장동,10306,25783,12868,12915,25235,12620,12615,548,248,300,2.45,2908
2012,성동구,사근동,5877,11699,6145,5554,10535,5595,4940,1164,550,614,1.79,1283
2012,성동구,행당1동,7593,18129,8923,9206,17667,8724,8943,462,199,263,2.33,2141
2012,성동구,행당2동,9629,27031,12930,14101,26943,12895,14048,88,35,53,2.8,2792
2012,성동구,응봉동,6477,17579,8497,9082,17520,8475,9045,59,22,37,2.7,2024
2012,성동구,금호1가동,6259,16087,7847,8240,15973,7803,8170,114,44,70,2.55,1982
2012,성동구,금호4가동,6174,15016,7367,7649,14844,7278,7566,172,89,83,2.4,1650
2012,성동구,성수1가1동,7359,18588,9523,9065,18108,9268,8840,480,255,225,2.46,1703
2012,성동구,성수1가2동,8157,18906,9533,9373,18523,9352,9171,383,181,202,2.27,1786
2012,성동구,성수2가1동,9094,21430,11182,10248,20588,10782,9806,842,400,442,2.26,2145
2012,성동구,성수2가3동,5407,12440,6503,5937,12054,6262,5792,386,241,145,2.23,1375
2012,성동구,송정동,5593,12721,6672,6049,12150,6409,5741,571,263,308,2.17,1282
2012,성동구,용답동,7670,17551,9212,8339,16618,8784,7834,933,428,505,2.17,2019
2012,성동구,왕십리도선동,5815,13150,6528,6622,12848,6391,6457,302,137,165,2.21,1821
2012,성동구,금호2.3가동,9360,23248,11258,11990,23026,11153,11873,222,105,117,2.46,2865
2012,성동구,옥수동,8104,20081,9693,10388,19819,9561,10258,262,132,130,2.45,2469
2012,성동구,기타,-,6,2,4,-,-,-,6,2,4,-,-
2012,광진구,소계,158534,384269,189367,194902,371313,183528,187785,12956,5839,7117,2.34,35759
2012,광진구,화양동,13032,23990,11681,12309,21127,10440,10687,2863,1241,1622,1.62,1928
2012,광진구,군자동,10203,22227,11158,11069,21347,10733,10614,880,425,455,2.09,2240
2012,광진구,중곡1동,7644,17244,8544,8700,16698,8319,8379,546,225,321,2.18,1797
2012,광진구,중곡2동,9704,23234,11379,11855,23029,11299,11730,205,80,125,2.37,2163
2012,광진구,중곡3동,8213,19106,9616,9490,18918,9539,9379,188,77,111,2.3,1925
2012,광진구,중곡4동,12691,32281,16047,16234,32113,15991,16122,168,56,112,2.53,3274
2012,광진구,능동,5556,11328,5386,5942,11069,5273,5796,259,113,146,1.99,1185
2012,광진구,구의1동,10834,23547,11362,12185,22703,10991,11712,844,371,473,2.1,2256
2012,광진구,구의2동,10922,27744,13705,14039,27394,13583,13811,350,122,228,2.51,2903
2012,광진구,구의3동,11478,30036,14606,15430,29768,14483,15285,268,123,145,2.59,2623
2012,광진구,광장동,11946,37100,18115,18985,36884,18010,18874,216,105,111,3.09,2747
2012,광진구,자양1동,11099,26164,12876,13288,24123,11925,12198,2041,951,1090,2.17,2516
2012,광진구,자양2동,11380,29114,14533,14581,28817,14391,14426,297,142,155,2.53,2644
2012,광진구,자양3동,11594,32296,15755,16541,31914,15583,16331,382,172,210,2.75,2622
2012,광진구,자양4동,12238,28858,14604,14254,25409,12968,12441,3449,1636,1813,2.08,2936
2012,동대문구,소계,157650,375683,187851,187832,363258,182661,180597,12425,5190,7235,2.3,46795
2012,동대문구,회기동,5780,12664,5977,6687,11155,5415,5740,1509,562,947,1.93,1315
2012,동대문구,휘경1동,8108,17724,8760,8964,16601,8297,8304,1123,463,660,2.05,2140
2012,동대문구,휘경2동,10571,26392,13031,13361,26014,12872,13142,378,159,219,2.46,2749
2012,동대문구,청량리동,10920,25438,12772,12666,24489,12296,12193,949,476,473,2.24,4315
2012,동대문구,용신동,15782,33602,17355,16247,32189,16712,15477,1413,643,770,2.04,4756
2012,동대문구,제기동,13083,29474,14894,14580,27883,14242,13641,1591,652,939,2.13,4289
2012,동대문구,전농1동,12670,27251,13975,13276,26762,13780,12982,489,195,294,2.11,4115
2012,동대문구,전농2동,7780,21753,10580,11173,21465,10491,10974,288,89,199,2.76,2680
2012,동대문구,답십리1동,8661,20582,10309,10273,20146,10119,10027,436,190,246,2.33,2659
2012,동대문구,답십리2동,12226,32184,15976,16208,31910,15852,16058,274,124,150,2.61,3925
2012,동대문구,장안1동,14973,38129,19130,18999,37317,18792,18525,812,338,474,2.49,3957
2012,동대문구,장안2동,12889,33047,16705,16342,32791,16611,16180,256,94,162,2.54,3391
2012,동대문구,이문1동,15419,33770,16665,17105,31324,15661,15663,2446,1004,1442,2.03,3870
2012,동대문구,이문2동,8788,23673,11722,11951,23212,11521,11691,461,201,260,2.64,2634
2012,중랑구,소계,174313,423655,211708,211947,419295,210043,209252,4360,1665,2695,2.41,46476
2012,중랑구,면목2동,12019,28404,14274,14130,27943,14078,13865,461,196,265,2.32,3024
2012,중랑구,면목4동,9803,22634,11230,11404,22424,11150,11274,210,80,130,2.29,2526
2012,중랑구,면목5동,6105,14407,7377,7030,14247,7329,6918,160,48,112,2.33,1602
2012,중랑구,면목7동,10673,25877,12916,12961,25685,12852,12833,192,64,128,2.41,2898
2012,중랑구,상봉1동,9276,25826,12755,13071,25590,12672,12918,236,83,153,2.76,2520
2012,중랑구,상봉2동,9225,18758,9549,9209,18508,9441,9067,250,108,142,2.01,2196
2012,중랑구,중화1동,8318,21787,10784,11003,21482,10659,10823,305,125,180,2.58,2179
2012,중랑구,중화2동,14498,31005,16031,14974,30498,15818,14680,507,213,294,2.1,3766
2012,중랑구,묵1동,13760,36259,17803,18456,36026,17713,18313,233,90,143,2.62,3835
2012,중랑구,묵2동,8476,20267,10147,10120,20138,10107,10031,129,40,89,2.38,2332
2012,중랑구,망우3동,8298,19400,9772,9628,19245,9722,9523,155,50,105,2.32,2180
2012,중랑구,신내1동,10982,32199,15892,16307,32035,15820,16215,164,72,92,2.92,3398
2012,중랑구,신내2동,9243,25181,12260,12921,25098,12227,12871,83,33,50,2.72,2581
2012,중랑구,면목본동,16197,37090,18482,18608,36435,18245,18190,655,237,418,2.25,3986
2012,중랑구,면목3.8동,12759,29569,14791,14778,29304,14692,14612,265,99,166,2.3,3467
2012,중랑구,망우본동,14681,34992,17645,17347,34637,17518,17119,355,127,228,2.36,3986
2012,성북구,소계,197992,490639,241162,249477,481857,237474,244383,8782,3688,5094,2.43,58142
2012,성북구,돈암1동,6215,16706,8051,8655,16526,7983,8543,180,68,112,2.66,2021
2012,성북구,돈암2동,7916,23373,11268,12105,23303,11241,12062,70,27,43,2.94,2343
2012,성북구,안암동,8905,18392,9230,9162,16805,8539,8266,1587,691,896,1.89,1901
2012,성북구,보문동,6701,14422,7123,7299,14095,6996,7099,327,127,200,2.1,1818
2012,성북구,정릉1동,7607,20659,9951,10708,20259,9793,10466,400,158,242,2.66,2431
2012,성북구,정릉2동,9496,24616,12220,12396,24499,12171,12328,117,49,68,2.58,3108
2012,성북구,정릉3동,7889,18502,9251,9251,17635,8839,8796,867,412,455,2.24,2628
2012,성북구,정릉4동,10876,28171,13832,14339,27950,13737,14213,221,95,126,2.57,3384
2012,성북구,길음1동,12745,37394,18184,19210,37153,18087,19066,241,97,144,2.92,3308
2012,성북구,길음2동,9081,21138,10395,10743,20909,10299,10610,229,96,133,2.3,2667
2012,성북구,월곡1동,10994,29335,14508,14827,29038,14369,14669,297,139,158,2.64,3302
2012,성북구,월곡2동,8845,21867,10746,11121,21590,10621,10969,277,125,152,2.44,2673
2012,성북구,장위1동,10305,26259,13015,13244,25920,12893,13027,339,122,217,2.52,3159
2012,성북구,장위2동,9337,22898,11535,11363,22697,11454,11243,201,81,120,2.43,2999
2012,성북구,장위3동,7907,19300,9877,9423,19055,9786,9269,245,91,154,2.41,2539
2012,성북구,성북동,8654,19636,9368,10268,19074,9137,9937,562,231,331,2.2,2810
2012,성북구,삼선동,12642,28877,14073,14804,28301,13812,14489,576,261,315,2.24,3463
2012,성북구,동선동,8611,16982,7575,9407,16433,7360,9073,549,215,334,1.91,2006
2012,성북구,종암동,17447,43886,21789,22097,43085,21475,21610,801,314,487,2.47,4871
2012,성북구,석관동,15819,38226,19171,19055,37530,18882,18648,696,289,407,2.37,4711
2012,강북구,소계,142150,346493,171099,175394,343157,169866,173291,3336,1233,2103,2.41,46222
2012,강북구,번1동,9723,21222,10507,10715,20835,10365,10470,387,142,245,2.14,2620
2012,강북구,번2동,7931,19877,9798,10079,19783,9771,10012,94,27,67,2.49,2840
2012,강북구,번3동,7823,21309,10323,10986,21245,10307,10938,64,16,48,2.72,3414
2012,강북구,수유1동,10015,23557,11822,11735,23197,11694,11503,360,128,232,2.32,3162
2012,강북구,수유2동,9206,23347,11534,11813,23218,11503,11715,129,31,98,2.52,3473
2012,강북구,수유3동,10971,24201,12017,12184,23869,11882,11987,332,135,197,2.18,3286
2012,강북구,삼양동,13088,31872,15898,15974,31726,15847,15879,146,51,95,2.42,3973
2012,강북구,미아동,10534,24615,12104,12511,23719,11761,11958,896,343,553,2.25,3124
2012,강북구,송중동,14039,33998,16632,17366,33722,16525,17197,276,107,169,2.4,4489
2012,강북구,송천동,14086,32293,16146,16147,32018,16024,15994,275,122,153,2.27,4510
2012,강북구,삼각산동,11980,34542,16891,17651,34484,16870,17614,58,21,37,2.88,2915
2012,강북구,우이동,8894,21734,10761,10973,21617,10716,10901,117,45,72,2.43,3431
2012,강북구,인수동,13860,33926,16666,17260,33724,16601,17123,202,65,137,2.43,4985
2012,도봉구,소계,138036,364454,180023,184431,362270,179194,183076,2184,829,1355,2.62,42267
2012,도봉구,쌍문1동,8583,22320,10917,11403,22061,10836,11225,259,81,178,2.57,3008
2012,도봉구,쌍문2동,8498,21727,10676,11051,21614,10636,10978,113,40,73,2.54,2627
2012,도봉구,쌍문3동,7630,18767,9171,9596,18634,9127,9507,133,44,89,2.44,2405
2012,도봉구,쌍문4동,7470,21798,10548,11250,21748,10526,11222,50,22,28,2.91,2000
2012,도봉구,방학1동,12457,32448,16264,16184,32165,16151,16014,283,113,170,2.58,3594
2012,도봉구,방학2동,9762,23957,12117,11840,23779,12067,11712,178,50,128,2.44,2927
2012,도봉구,방학3동,10838,32106,15791,16315,32046,15769,16277,60,22,38,2.96,3153
2012,도봉구,창1동,10841,28661,13982,14679,28384,13851,14533,277,131,146,2.62,3165
2012,도봉구,창2동,11868,31719,15693,16026,31497,15578,15919,222,115,107,2.65,3306
2012,도봉구,창3동,6669,16089,8100,7989,16010,8075,7935,79,25,54,2.4,1921
2012,도봉구,창4동,10963,30897,14979,15918,30843,14964,15879,54,15,39,2.81,2982
2012,도봉구,창5동,10035,27914,13716,14198,27758,13650,14108,156,66,90,2.77,2853
2012,도봉구,도봉1동,10495,24638,12503,12135,24441,12435,12006,197,68,129,2.33,3952
2012,도봉구,도봉2동,11927,31413,15566,15847,31290,15529,15761,123,37,86,2.62,4374
2012,노원구,소계,222959,600829,293616,307213,597189,292081,305108,3640,1535,2105,2.68,61218
2012,노원구,월계1동,9382,23366,11924,11442,22809,11649,11160,557,275,282,2.43,2800
2012,노원구,월계2동,12253,30680,14932,15748,30496,14869,15627,184,63,121,2.49,3858
2012,노원구,월계3동,13474,35986,17543,18443,35858,17499,18359,128,44,84,2.66,4002
2012,노원구,공릉2동,17269,47260,23543,23717,46626,23267,23359,634,276,358,2.7,3827
2012,노원구,하계1동,11348,30877,14972,15905,30732,14893,15839,145,79,66,2.71,3164
2012,노원구,하계2동,8715,25914,12608,13306,25877,12594,13283,37,14,23,2.97,2309
2012,노원구,중계본동,9920,30010,14778,15232,29837,14704,15133,173,74,99,3.01,2296
2012,노원구,중계1동,9478,30489,15004,15485,30404,14963,15441,85,41,44,3.21,1868
2012,노원구,중계4동,8213,22599,11063,11536,22514,11032,11482,85,31,54,2.74,2578
2012,노원구,상계1동,15760,44358,21908,22450,44089,21799,22290,269,109,160,2.8,4802
2012,노원구,상계2동,8586,22596,11185,11411,22469,11133,11336,127,52,75,2.62,2331
2012,노원구,상계5동,9542,24398,11950,12448,24270,11898,12372,128,52,76,2.54,2843
2012,노원구,상계8동,9570,27421,13206,14215,27372,13196,14176,49,10,39,2.86,2090
2012,노원구,상계9동,8855,24816,12038,12778,24750,12017,12733,66,21,45,2.8,2161
2012,노원구,상계10동,7764,20711,9762,10949,20669,9751,10918,42,11,31,2.66,1737
2012,노원구,상계3.4동,16215,39274,19782,19492,39034,19704,19330,240,78,162,2.41,5691
2012,노원구,상계6.7동,14319,37203,17561,19642,37026,17486,19540,177,75,102,2.59,3346
2012,노원구,중계2.3동,15672,42416,20031,22385,42283,19972,22311,133,59,74,2.7,5386
2012,노원구,공릉1동,16624,40455,19826,20629,40074,19655,20419,381,171,210,2.41,4129
2012,은평구,소계,200502,505902,248150,257752,501480,246318,255162,4422,1832,2590,2.5,60776
2012,은평구,녹번동,14562,33447,16239,17208,32958,16026,16932,489,213,276,2.26,4443
2012,은평구,불광1동,16690,42182,20496,21686,41805,20328,21477,377,168,209,2.5,5178
2012,은평구,갈현1동,10899,26489,13063,13426,26232,12973,13259,257,90,167,2.41,3188
2012,은평구,갈현2동,11198,28903,14009,14894,28629,13892,14737,274,117,157,2.56,3100
2012,은평구,구산동,12290,34279,17558,16721,34044,17466,16578,235,92,143,2.77,4180
2012,은평구,대조동,14049,32042,15350,16692,31686,15199,16487,356,151,205,2.26,4067
2012,은평구,응암1동,13366,32281,15747,16534,31904,15601,16303,377,146,231,2.39,3815
2012,은평구,응암2동,10766,26330,13081,13249,26184,13022,13162,146,59,87,2.43,3185
2012,은평구,신사1동,10864,28328,13844,14484,28052,13732,14320,276,112,164,2.58,3157
2012,은평구,신사2동,9005,23224,11650,11574,23102,11605,11497,122,45,77,2.57,2556
2012,은평구,증산동,8394,21269,10609,10660,21109,10548,10561,160,61,99,2.51,2627
2012,은평구,수색동,7957,19747,9909,9838,19552,9839,9713,195,70,125,2.46,2721
2012,은평구,진관동,15941,49691,23901,25790,49524,23840,25684,167,61,106,3.11,5086
2012,은평구,불광2동,13241,30564,15111,15453,30309,15014,15295,255,97,158,2.29,4146
2012,은평구,응암3동,12160,27898,13734,14164,27610,13624,13986,288,110,178,2.27,3854
2012,은평구,역촌동,19120,49228,23849,25379,48780,23609,25171,448,240,208,2.55,5473
2012,서대문구,소계,135104,324733,157969,166764,315113,154017,161096,9620,3952,5668,2.33,42088
2012,서대문구,천연동,8599,20457,9959,10498,20223,9851,10372,234,108,126,2.35,2767
2012,서대문구,홍제1동,11427,27841,13424,14417,27408,13228,14180,433,196,237,2.4,3785
2012,서대문구,홍제3동,8346,20292,9920,10372,20129,9844,10285,163,76,87,2.41,3076
2012,서대문구,홍제2동,6085,15927,7592,8335,15772,7528,8244,155,64,91,2.59,2015
2012,서대문구,홍은1동,10488,26748,13099,13649,26413,12949,13464,335,150,185,2.52,3703
2012,서대문구,홍은2동,11972,30100,14798,15302,29602,14562,15040,498,236,262,2.47,3859
2012,서대문구,남가좌1동,1843,4040,2044,1996,3895,1976,1919,145,68,77,2.11,660
2012,서대문구,남가좌2동,12819,30972,15288,15684,30459,15066,15393,513,222,291,2.38,4158
2012,서대문구,북가좌1동,6187,17067,8465,8602,16927,8409,8518,140,56,84,2.74,1869
2012,서대문구,북가좌2동,13551,34308,16886,17422,34085,16812,17273,223,74,149,2.52,4247
2012,서대문구,충현동,9270,20749,10146,10603,20136,9919,10217,613,227,386,2.17,2838
2012,서대문구,북아현동,5008,11227,5449,5778,10920,5303,5617,307,146,161,2.18,1459
2012,서대문구,신촌동,10757,21586,9756,11830,18283,8616,9667,3303,1140,2163,1.7,2003
2012,서대문구,연희동,18752,43419,21143,22276,40861,19954,20907,2558,1189,1369,2.18,5649
2012,마포구,소계,166722,393576,190514,203062,384644,186452,198192,8932,4062,4870,2.31,44283
2012,마포구,용강동,7677,19333,9299,10034,19024,9124,9900,309,175,134,2.48,2126
2012,마포구,대흥동,8363,15889,7661,8228,14278,7057,7221,1611,604,1007,1.71,1890
2012,마포구,염리동,8053,18047,8886,9161,17453,8631,8822,594,255,339,2.17,2222
2012,마포구,신수동,9131,22237,10973,11264,21762,10745,11017,475,228,247,2.38,2574
2012,마포구,서교동,15724,29491,13640,15851,28463,13211,15252,1028,429,599,1.81,3114
2012,마포구,합정동,9275,20605,10040,10565,20357,9919,10438,248,121,127,2.19,2177
2012,마포구,망원1동,10588,24534,11953,12581,24171,11792,12379,363,161,202,2.28,2763
2012,마포구,망원2동,8222,21350,10382,10968,21173,10321,10852,177,61,116,2.58,2377
2012,마포구,연남동,9087,20202,9720,10482,19095,9164,9931,1107,556,551,2.1,2423
2012,마포구,성산1동,9023,21372,10345,11027,21060,10206,10854,312,139,173,2.33,2400
2012,마포구,성산2동,15536,40975,19876,21099,40789,19790,20999,186,86,100,2.63,4471
2012,마포구,상암동,11302,33618,16502,17116,33101,16237,16864,517,265,252,2.93,3103
2012,마포구,도화동,9370,23725,11437,12288,23334,11224,12110,391,213,178,2.49,3125
2012,마포구,서강동,11347,25616,12219,13397,25113,11972,13141,503,247,256,2.21,2365
2012,마포구,공덕동,15934,37138,18095,19043,36530,17818,18712,608,277,331,2.29,4757
2012,마포구,아현동,8090,19444,9486,9958,18941,9241,9700,503,245,258,2.34,2396
2012,양천구,소계,181135,500533,248683,251850,495911,246637,249274,4622,2046,2576,2.74,43514
2012,양천구,목1동,10685,33320,16252,17068,33051,16107,16944,269,145,124,3.09,2054
2012,양천구,목2동,12272,31953,15802,16151,31733,15711,16022,220,91,129,2.59,2724
2012,양천구,목3동,9165,23230,11387,11843,23078,11322,11756,152,65,87,2.52,2165
2012,양천구,목4동,9960,28762,14350,14412,28592,14286,14306,170,64,106,2.87,2183
2012,양천구,신월1동,10439,25070,12811,12259,24568,12624,11944,502,187,315,2.35,2496
2012,양천구,신월2동,7840,21114,10529,10585,20966,10475,10491,148,54,94,2.67,2195
2012,양천구,신월3동,8084,17994,9389,8605,17766,9304,8462,228,85,143,2.2,1949
2012,양천구,신월4동,6776,19264,9604,9660,19195,9584,9611,69,20,49,2.83,1817
2012,양천구,신월5동,6245,16378,8077,8301,16246,8018,8228,132,59,73,2.6,1565
2012,양천구,신월6동,5123,13031,6616,6415,12965,6588,6377,66,28,38,2.53,1347
2012,양천구,신월7동,9431,25210,12533,12677,25073,12489,12584,137,44,93,2.66,2716
2012,양천구,신정1동,6585,20503,10061,10442,19919,9776,10143,584,285,299,3.02,1624
2012,양천구,신정2동,7454,22634,11251,11383,22448,11161,11287,186,90,96,3.01,1802
2012,양천구,신정3동,20948,58364,28858,29506,57475,28438,29037,889,420,469,2.74,5169
2012,양천구,신정6동,8459,27115,13289,13826,27068,13265,13803,47,24,23,3.2,1696
2012,양천구,신정7동,11740,33238,16436,16802,33029,16339,16690,209,97,112,2.81,3332
2012,양천구,목5동,14135,45733,22812,22921,45654,22768,22886,79,44,35,3.23,2885
2012,양천구,신정4동,15794,37619,18626,18993,37085,18382,18703,534,244,290,2.35,3795
2012,양천구,기타,-,1,-,1,-,-,-,1,-,1,-,-
2012,강서구,소계,223708,573794,282185,291609,567431,278969,288462,6363,3216,3147,2.54,55821
2012,강서구,염창동,14468,42695,21061,21634,42535,20988,21547,160,73,87,2.94,2940
2012,강서구,등촌1동,9610,22706,11068,11638,22229,10825,11404,477,243,234,2.31,2033
2012,강서구,등촌2동,8031,22254,11162,11092,22168,11127,11041,86,35,51,2.76,1924
2012,강서구,등촌3동,14696,37491,17936,19555,37342,17875,19467,149,61,88,2.54,4355
2012,강서구,화곡본동,14791,37006,18174,18832,36711,18055,18656,295,119,176,2.48,3100
2012,강서구,화곡2동,8094,20661,10181,10480,20472,10107,10365,189,74,115,2.53,1871
2012,강서구,화곡3동,9048,24262,11886,12376,24117,11822,12295,145,64,81,2.67,2528
2012,강서구,화곡4동,9673,23405,11638,11767,23136,11515,11621,269,123,146,2.39,2284
2012,강서구,화곡6동,9934,25446,12584,12862,25230,12472,12758,216,112,104,2.54,2306
2012,강서구,화곡8동,10821,27744,13556,14188,27449,13427,14022,295,129,166,2.54,2724
2012,강서구,가양1동,7288,20676,10409,10267,20412,10270,10142,264,139,125,2.8,1664
2012,강서구,가양2동,7934,17967,8623,9344,17852,8585,9267,115,38,77,2.25,2543
2012,강서구,가양3동,7863,18847,9046,9801,18718,8990,9728,129,56,73,2.38,2456
2012,강서구,발산1동,11210,33268,15999,17269,33093,15921,17172,175,78,97,2.95,2596
2012,강서구,공항동,9978,22421,11709,10712,21283,10858,10425,1138,851,287,2.13,2428
2012,강서구,방화1동,11728,31155,15637,15518,30682,15401,15281,473,236,237,2.62,3131
2012,강서구,방화2동,11119,26109,12878,13231,25850,12752,13098,259,126,133,2.32,3303
2012,강서구,방화3동,11425,27479,13294,14185,27341,13235,14106,138,59,79,2.39,3291
2012,강서구,화곡1동,21900,52354,26014,26340,51108,25480,25628,1246,534,712,2.33,5203
2012,강서구,우장산동,14097,39848,19330,20518,39703,19264,20439,145,66,79,2.82,3141
2012,구로구,소계,171498,454478,229130,225348,427520,214982,212538,26958,14148,12810,2.49,45252
2012,구로구,신도림동,13128,38378,18951,19427,37954,18726,19228,424,225,199,2.89,3006
2012,구로구,구로1동,7909,23320,11626,11694,23040,11484,11556,280,142,138,2.91,1593
2012,구로구,구로3동,13911,28948,14711,14237,27674,14044,13630,1274,667,607,1.99,2356
2012,구로구,구로4동,11892,30490,15412,15078,26457,13296,13161,4033,2116,1917,2.22,3237
2012,구로구,구로5동,13282,35276,17748,17528,31764,15910,15854,3512,1838,1674,2.39,3256
2012,구로구,고척1동,9523,25668,12947,12721,25285,12757,12528,383,190,193,2.66,2723
2012,구로구,고척2동,11928,31570,15934,15636,31221,15782,15439,349,152,197,2.62,3241
2012,구로구,개봉2동,12619,35133,17330,17803,34873,17219,17654,260,111,149,2.76,3654
2012,구로구,개봉3동,8440,22565,11264,11301,22347,11164,11183,218,100,118,2.65,2385
2012,구로구,오류1동,8702,21578,10763,10815,21021,10492,10529,557,271,286,2.42,2480
2012,구로구,오류2동,14531,40874,20451,20423,40299,20187,20112,575,264,311,2.77,4288
2012,구로구,수궁동,9727,25979,13017,12962,25718,12885,12833,261,132,129,2.64,2662
2012,구로구,가리봉동,7501,20359,11175,9184,13668,7477,6191,6691,3698,2993,1.82,2023
2012,구로구,구로2동,14938,39579,20315,19264,32287,16470,15817,7292,3845,3447,2.16,4483
2012,구로구,개봉1동,13467,34759,17485,17274,33912,17089,16823,847,396,451,2.52,3865
2012,구로구,기타,-,2,1,1,-,-,-,2,1,1,-,-
2012,금천구,소계,104357,260734,133834,126900,243288,124675,118613,17446,9159,8287,2.33,26848
