기간,자치구,동,세대,인구,인구,인구,인구,인구,인구,인구,인구,인구,세대당인구,65세이상고령자
기간,자치구,동,세대,합계,합계,합계,한국인,한국인,한국인,외국인,외국인,외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,계,남자,여자,계,남자,여자,계,남자,여자,세대당인구,65세이상고령자
2016,강동구,암사2동,6023,15502,7620,7882,15438,7594,7844,64,26,38,2.56,1732
2016,강동구,암사3동,6313,19293,9480,9813,19257,9461,9796,36,19,17,3.05,1842
2016,강동구,천호1동,12605,29555,14689,14866,29235,14572,14663,320,117,203,2.32,4036
2016,강동구,천호3동,12088,25857,13042,12815,25316,12794,12522,541,248,293,2.09,3706
2016,강동구,성내1동,7943,20992,10203,10789,20865,10139,10726,127,64,63,2.63,2328
2016,강동구,성내2동,11911,25979,12908,13071,25213,12540,12673,766,368,398,2.12,3402
2016,강동구,성내3동,10203,24628,12256,12372,24367,12141,12226,261,115,146,2.39,2832
2016,강동구,둔촌1동,6339,18715,9589,9126,18663,9558,9105,52,31,21,2.94,1649
2016,강동구,둔촌2동,10850,28760,14266,14494,28612,14190,14422,148,76,72,2.64,3263
2016,강동구,암사1동,15880,37988,18959,19029,37600,18793,18807,388,166,222,2.37,4784
2016,강동구,천호2동,16737,36126,18194,17932,35374,17809,17565,752,385,367,2.11,4932
2016,강동구,길동,21014,51434,25294,26140,51098,25169,25929,336,125,211,2.43,5997
,,,,,,,,,,,,,,
