기간,자치구,동,인구,시내전출,구내전출,구간전출,시내전출비율(%),구내전출비율(%),구간전출비율(%),평균시내전출비율,평균구내전출비율,평균구간전출비율,평균대비 시내전출,평균대비 구내전출,평균대비 구간전출
2009,종로구,무악동,8714.0,1069,143,926,12.267615331650218,1.6410374110626578,10.626577920587561,12.611411436793592,5.360521168488156,7.250890268305437,-0.3437961051433742,-0.3437961051433742,-0.3437961051433742
2009,송파구,가락본동,30271.0,3968,2264,1704,13.108255425985266,7.479105414423045,5.6291500115622215,12.611411436793592,5.360521168488156,7.250890268305437,0.4968439891916745,0.4968439891916745,0.4968439891916745
2009,노원구,상계10동,21296.0,2976,1515,1461,13.974455296769346,7.114012021036815,6.860443275732532,12.611411436793592,5.360521168488156,7.250890268305437,1.363043859975754,1.363043859975754,1.363043859975754
2009,강북구,번3동,21881.0,2162,607,1555,9.880718431515927,2.774096247886294,7.106622183629633,12.611411436793592,5.360521168488156,7.250890268305437,-2.730693005277665,-2.730693005277665,-2.730693005277665
2009,송파구,가락2동,36647.0,4350,2623,1727,11.870003001609954,7.157475373154692,4.712527628455263,12.611411436793592,5.360521168488156,7.250890268305437,-0.7414084351836383,-0.7414084351836383,-0.7414084351836383
2009,은평구,응암3동,27834.0,3883,2151,1732,13.950564058345908,7.727958611769778,6.22260544657613,12.611411436793592,5.360521168488156,7.250890268305437,1.3391526215523157,1.3391526215523157,1.3391526215523157
2009,송파구,삼전동,35375.0,5009,2464,2545,14.159717314487633,6.965371024734982,7.19434628975265,12.611411436793592,5.360521168488156,7.250890268305437,1.548305877694041,1.548305877694041,1.548305877694041
2009,송파구,잠실6동,17635.0,2417,1319,1098,13.705698894244401,7.479444286929402,6.226254607314998,12.611411436793592,5.360521168488156,7.250890268305437,1.0942874574508092,1.0942874574508092,1.0942874574508092
2009,구로구,구로3동,27835.0,3846,1172,2674,13.817136698401294,4.2105263157894735,9.60661038261182,12.611411436793592,5.360521168488156,7.250890268305437,1.2057252616077019,1.2057252616077019,1.2057252616077019
2009,강북구,우이동,21952.0,2630,942,1688,11.980685131195335,4.291180758017493,7.689504373177843,12.611411436793592,5.360521168488156,7.250890268305437,-0.630726305598257,-0.630726305598257,-0.630726305598257
2009,은평구,신사1동,27841.0,3420,2223,1197,12.284041521497073,7.984626988973098,4.299414532523976,12.611411436793592,5.360521168488156,7.250890268305437,-0.3273699152965186,-0.3273699152965186,-0.3273699152965186
2009,송파구,잠실4동,31274.0,3206,1415,1791,10.251326980878686,4.5245251646735305,5.726801816205154,12.611411436793592,5.360521168488156,7.250890268305437,-2.3600844559149063,-2.3600844559149063,-2.3600844559149063
2009,구로구,구로4동,30609.0,3240,1495,1745,10.585122022934431,4.884184390212029,5.700937632722402,12.611411436793592,5.360521168488156,7.250890268305437,-2.0262894138591605,-2.0262894138591605,-2.0262894138591605
2009,송파구,잠실3동,37466.0,5873,3023,2850,15.675545828217585,8.068648908343565,7.6068969198740195,12.611411436793592,5.360521168488156,7.250890268305437,3.064134391423993,3.064134391423993,3.064134391423993
2009,강북구,수유3동,24403.0,3645,1623,2022,14.936688112117363,6.650821620292587,8.285866491824775,12.611411436793592,5.360521168488156,7.250890268305437,2.325276675323771,2.325276675323771,2.325276675323771
2009,은평구,신사2동,24057.0,3225,1918,1307,13.405661553809702,7.972731429521553,5.432930124288149,12.611411436793592,5.360521168488156,7.250890268305437,0.7942501170161105,0.7942501170161105,0.7942501170161105
2009,구로구,구로5동,34400.0,3683,1254,2429,10.706395348837209,3.645348837209302,7.061046511627907,12.611411436793592,5.360521168488156,7.250890268305437,-1.9050160879563833,-1.9050160879563833,-1.9050160879563833
2009,송파구,잠실2동,35812.0,2864,976,1888,7.997319334301351,2.725343460292639,5.271975874008712,12.611411436793592,5.360521168488156,7.250890268305437,-4.614092102492241,-4.614092102492241,-4.614092102492241
2009,구로구,수궁동,24129.0,1506,731,775,6.241452194454806,3.029549504745327,3.2119026897094782,12.611411436793592,5.360521168488156,7.250890268305437,-6.369959242338786,-6.369959242338786,-6.369959242338786
2009,강북구,수유2동,23969.0,2969,1238,1731,12.386832992615462,5.165004797863908,7.221828194751554,12.611411436793592,5.360521168488156,7.250890268305437,-0.22457844417813,-0.22457844417813,-0.22457844417813
2009,강북구,송중동,36115.0,4241,1563,2678,11.743043056901564,4.327841617056625,7.41520143984494,12.611411436793592,5.360521168488156,7.250890268305437,-0.8683683798920274,-0.8683683798920274,-0.8683683798920274
2009,은평구,역촌동,46843.0,6010,3900,2110,12.83009200947847,8.325683666716479,4.504408342761992,12.611411436793592,5.360521168488156,7.250890268305437,0.21868057268487817,0.21868057268487817,0.21868057268487817
2009,구로구,신도림동,37060.0,3265,597,2668,8.810037776578522,1.610901241230437,7.199136535348084,12.611411436793592,5.360521168488156,7.250890268305437,-3.80137366021507,-3.80137366021507,-3.80137366021507
2009,송파구,오금동,39669.0,4446,2586,1860,11.207744082280874,6.518944263782803,4.6887998184980715,12.611411436793592,5.360521168488156,7.250890268305437,-1.4036673545127183,-1.4036673545127183,-1.4036673545127183
2009,구로구,오류1동,21580.0,1972,1004,968,9.138090824837812,4.652455977757183,4.485634847080631,12.611411436793592,5.360521168488156,7.250890268305437,-3.4733206119557796,-3.4733206119557796,-3.4733206119557796
2009,강북구,수유1동,23897.0,2810,1468,1342,11.758798175503202,6.143030505921246,5.615767669581956,12.611411436793592,5.360521168488156,7.250890268305437,-0.8526132612903901,-0.8526132612903901,-0.8526132612903901
2009,은평구,응암1동,34031.0,4422,2588,1834,12.994034850577414,7.604830889483118,5.389203961094297,12.611411436793592,5.360521168488156,7.250890268305437,0.38262341378382203,0.38262341378382203,0.38262341378382203
2009,송파구,송파2동,20843.0,2845,1828,1017,13.64966655471861,8.77033056661709,4.879335988101521,12.611411436793592,5.360521168488156,7.250890268305437,1.0382551179250186,1.0382551179250186,1.0382551179250186
2009,구로구,오류2동,29793.0,2322,1015,1307,7.793777061725908,3.40684053301111,4.3869365287147986,12.611411436793592,5.360521168488156,7.250890268305437,-4.8176343750676835,-4.8176343750676835,-4.8176343750676835
2009,송파구,송파1동,28001.0,4143,2346,1797,14.795900146423342,8.378272204564123,6.4176279418592195,12.611411436793592,5.360521168488156,7.250890268305437,2.1844887096297505,2.1844887096297505,2.1844887096297505
2009,금천구,가산동,24460.0,2203,696,1507,9.006541291905151,2.845461978740801,6.1610793131643495,12.611411436793592,5.360521168488156,7.250890268305437,-3.604870144888441,-3.604870144888441,-3.604870144888441
2009,강북구,송천동,32917.0,3994,1811,2183,12.13354801470365,5.501716438314549,6.6318315763891,12.611411436793592,5.360521168488156,7.250890268305437,-0.4778634220899427,-0.4778634220899427,-0.4778634220899427
2009,은평구,응암2동,20562.0,3049,1844,1205,14.828324092987064,8.967999221865577,5.860324871121486,12.611411436793592,5.360521168488156,7.250890268305437,2.2169126561934718,2.2169126561934718,2.2169126561934718
2009,송파구,석촌동,36572.0,5419,2942,2477,14.817346603959313,8.044405556163184,6.772941047796128,12.611411436793592,5.360521168488156,7.250890268305437,2.2059351671657215,2.2059351671657215,2.2059351671657215
2009,금천구,독산1동,37017.0,2619,948,1671,7.075127644055434,2.560985493151795,4.514142150903639,12.611411436793592,5.360521168488156,7.250890268305437,-5.536283792738158,-5.536283792738158,-5.536283792738158
2009,송파구,오륜동,20967.0,2584,1096,1488,12.324128392235417,5.227261887728335,7.096866504507083,12.611411436793592,5.360521168488156,7.250890268305437,-0.28728304455817444,-0.28728304455817444,-0.28728304455817444
2009,구로구,구로2동,38582.0,3686,1733,1953,9.553677880877093,4.491731895702659,5.061945985174433,12.611411436793592,5.360521168488156,7.250890268305437,-3.0577335559164993,-3.0577335559164993,-3.0577335559164993
2009,노원구,상계1동,41784.0,3429,1313,2116,8.20649052268811,3.1423511391920353,5.064139383496075,12.611411436793592,5.360521168488156,7.250890268305437,-4.404920914105482,-4.404920914105482,-4.404920914105482
2009,종로구,부암동,11602.0,1583,483,1100,13.6441992759869,4.163075331839338,9.48112394414756,12.611411436793592,5.360521168488156,7.250890268305437,1.0327878391933076,1.0327878391933076,1.0327878391933076
2009,종로구,종로1.2.3.4가동,8575.0,1234,218,1016,14.39067055393586,2.542274052478134,11.848396501457726,12.611411436793592,5.360521168488156,7.250890268305437,1.779259117142269,1.779259117142269,1.779259117142269
2009,노원구,중계2.3동,43390.0,4220,1923,2297,9.725743258815395,4.431896750403319,5.293846508412076,12.611411436793592,5.360521168488156,7.250890268305437,-2.8856681779781965,-2.8856681779781965,-2.8856681779781965
2009,성북구,보문동,17413.0,2399,849,1550,13.777063113765577,4.875667604663183,8.901395509102395,12.611411436793592,5.360521168488156,7.250890268305437,1.1656516769719847,1.1656516769719847,1.1656516769719847
2009,노원구,중계4동,24155.0,2909,1697,1212,12.043055268060442,7.0254605671703585,5.0175947008900845,12.611411436793592,5.360521168488156,7.250890268305437,-0.5683561687331498,-0.5683561687331498,-0.5683561687331498
2009,강동구,성내3동,25316.0,3909,2418,1491,15.440827934902828,9.551271922894612,5.889556012008216,12.611411436793592,5.360521168488156,7.250890268305437,2.829416498109236,2.829416498109236,2.829416498109236
2009,종로구,종로5·6가동,6618.0,905,300,605,13.674826231489876,4.533091568449683,9.141734663040193,12.611411436793592,5.360521168488156,7.250890268305437,1.0634147946962837,1.0634147946962837,1.0634147946962837
2009,성북구,동선동,15615.0,2648,1318,1330,16.95805315401857,8.440601985270574,8.517451168747998,12.611411436793592,5.360521168488156,7.250890268305437,4.34664171722498,4.34664171722498,4.34664171722498
2009,노원구,중계본동,31292.0,3308,1479,1829,10.571392049086029,4.72644765435255,5.844944394733478,12.611411436793592,5.360521168488156,7.250890268305437,-2.040019387707563,-2.040019387707563,-2.040019387707563
2009,성북구,돈암2동,24638.0,3118,1366,1752,12.655247990908354,5.544281191655167,7.110966799253186,12.611411436793592,5.360521168488156,7.250890268305437,0.04383655411476184,0.04383655411476184,0.04383655411476184
2009,노원구,하계1동,31577.0,3495,1556,1939,11.068182537923171,4.927637204294265,6.140545333628907,12.611411436793592,5.360521168488156,7.250890268305437,-1.5432288988704208,-1.5432288988704208,-1.5432288988704208
2009,강동구,성내2동,27329.0,4081,2297,1784,14.932855208752606,8.40499103516411,6.527864173588496,12.611411436793592,5.360521168488156,7.250890268305437,2.3214437719590144,2.3214437719590144,2.3214437719590144
2009,종로구,창신1동,8495.0,1068,438,630,12.572101236021188,5.155974102413184,7.416127133608005,12.611411436793592,5.360521168488156,7.250890268305437,-0.03931020077240355,-0.03931020077240355,-0.03931020077240355
2009,성북구,돈암1동,17992.0,2162,1010,1152,12.01645175633615,5.613606047132059,6.402845709204091,12.611411436793592,5.360521168488156,7.250890268305437,-0.5949596804574426,-0.5949596804574426,-0.5949596804574426
2009,강동구,암사1동,39958.0,6077,4357,1720,15.208468892336954,10.903949146603933,4.304519745733019,12.611411436793592,5.360521168488156,7.250890268305437,2.5970574555433625,2.5970574555433625,2.5970574555433625
2009,노원구,하계2동,26563.0,2685,1222,1463,10.108045025034823,4.600383992771901,5.507661032262922,12.611411436793592,5.360521168488156,7.250890268305437,-2.503366411758769,-2.503366411758769,-2.503366411758769
2009,도봉구,도봉1동,25469.0,2836,1260,1576,11.135105422278064,4.947190702422553,6.1879147198555104,12.611411436793592,5.360521168488156,7.250890268305437,-1.4763060145155276,-1.4763060145155276,-1.4763060145155276
2009,강동구,성내1동,21451.0,2996,1505,1491,13.96671483846907,7.0159899305393685,6.9507249079297,12.611411436793592,5.360521168488156,7.250890268305437,1.355303401675478,1.355303401675478,1.355303401675478
2009,종로구,창신2동,12113.0,1132,385,747,9.34533146206555,3.178403368282011,6.166928093783539,12.611411436793592,5.360521168488156,7.250890268305437,-3.266079974728042,-3.266079974728042,-3.266079974728042
2009,성북구,길음1동,28515.0,3699,1131,2568,12.972119936875329,3.966333508679642,9.005786428195686,12.611411436793592,5.360521168488156,7.250890268305437,0.3607085000817367,0.3607085000817367,0.3607085000817367
2009,도봉구,도봉2동,32306.0,3349,1215,2134,10.36649538785365,3.7609112858292577,6.605584102024392,12.611411436793592,5.360521168488156,7.250890268305437,-2.244916048939942,-2.244916048939942,-2.244916048939942
2009,성동구,행당2동,24886.0,3132,922,2210,12.58538937555252,3.7048943180904925,8.880495057462026,12.611411436793592,5.360521168488156,7.250890268305437,-0.02602206124107198,-0.02602206124107198,-0.02602206124107198
2009,강동구,상일동,28836.0,4210,3094,1116,14.59980579830767,10.729643501179082,3.8701622971285894,12.611411436793592,5.360521168488156,7.250890268305437,1.9883943615140787,1.9883943615140787,1.9883943615140787
2009,종로구,창신3동,8683.0,1065,331,734,12.265346078544281,3.8120465276978,8.45329955084648,12.611411436793592,5.360521168488156,7.250890268305437,-0.3460653582493105,-0.3460653582493105,-0.3460653582493105
2009,도봉구,방학1동,33152.0,4057,2046,2011,12.237572393822393,6.171573359073359,6.0659990347490345,12.611411436793592,5.360521168488156,7.250890268305437,-0.3738390429711984,-0.3738390429711984,-0.3738390429711984
2009,성동구,행당1동,18333.0,2398,863,1535,13.080237822505863,4.707358315605738,8.372879506900125,12.611411436793592,5.360521168488156,7.250890268305437,0.468826385712271,0.468826385712271,0.468826385712271
2009,도봉구,방학2동,24813.0,3070,1815,1255,12.372546648934026,7.314714061177608,5.057832587756418,12.611411436793592,5.360521168488156,7.250890268305437,-0.23886478785956555,-0.23886478785956555,-0.23886478785956555
2009,강동구,명일2동,19247.0,2652,1878,774,13.778770717514417,9.7573647841222,4.0214059333922165,12.611411436793592,5.360521168488156,7.250890268305437,1.1673592807208255,1.1673592807208255,1.1673592807208255
2009,종로구,청운효자동,16019.0,2346,643,1703,14.645108933141895,4.013983394718771,10.631125538423122,12.611411436793592,5.360521168488156,7.250890268305437,2.033697496348303,2.033697496348303,2.033697496348303
2009,성북구,길음2동,20739.0,2490,654,1836,12.006364819904528,3.1534789526978155,8.852885867206712,12.611411436793592,5.360521168488156,7.250890268305437,-0.605046616889064,-0.605046616889064,-0.605046616889064
2009,강북구,미아동,25076.0,3740,1995,1745,14.914659435316638,7.9558143244536605,6.958845110862977,12.611411436793592,5.360521168488156,7.250890268305437,2.3032479985230463,2.3032479985230463,2.3032479985230463
2009,성북구,삼선동,27496.0,3463,1345,2118,12.594559208612162,4.891620599359907,7.7029386092522545,12.611411436793592,5.360521168488156,7.250890268305437,-0.016852228181429396,-0.016852228181429396,-0.016852228181429396
2009,성북구,석관동,38844.0,3785,805,2980,9.744104623622697,2.0723921326330963,7.6717124909895995,12.611411436793592,5.360521168488156,7.250890268305437,-2.867306813170895,-2.867306813170895,-2.867306813170895
2009,송파구,가락1동,15601.0,2516,1406,1110,16.12717133517082,9.0122428049484,7.114928530222421,12.611411436793592,5.360521168488156,7.250890268305437,3.5157598983772296,3.5157598983772296,3.5157598983772296
2009,노원구,상계2동,22614.0,3021,1788,1233,13.358981162111967,7.90660652693022,5.452374635181746,12.611411436793592,5.360521168488156,7.250890268305437,0.7475697253183746,0.7475697253183746,0.7475697253183746
2009,성북구,종암동,38741.0,3770,1073,2697,9.731292429209365,2.7696755375442037,6.961616891665161,12.611411436793592,5.360521168488156,7.250890268305437,-2.880119007584227,-2.880119007584227,-2.880119007584227
2009,노원구,상계3.4동,41778.0,3678,1857,1821,8.803676576188424,4.4449231653023125,4.358753410886112,12.611411436793592,5.360521168488156,7.250890268305437,-3.8077348606051675,-3.8077348606051675,-3.8077348606051675
2009,강동구,천호3동,28382.0,4813,3148,1665,16.957931083080826,11.0915368895779,5.8663941935029245,12.611411436793592,5.360521168488156,7.250890268305437,4.346519646287234,4.346519646287234,4.346519646287234
2009,종로구,사직동,10464.0,1562,402,1160,14.92737003058104,3.841743119266055,11.085626911314984,12.611411436793592,5.360521168488156,7.250890268305437,2.315958593787448,2.315958593787448,2.315958593787448
2009,성북구,장위3동,20573.0,2149,712,1437,10.445729840081661,3.460846740873961,6.9848830992077,12.611411436793592,5.360521168488156,7.250890268305437,-2.1656815967119307,-2.1656815967119307,-2.1656815967119307
2009,노원구,상계5동,24809.0,3230,2016,1214,13.019468741182635,8.1260832762304,4.893385464952235,12.611411436793592,5.360521168488156,7.250890268305437,0.4080573043890432,0.4080573043890432,0.4080573043890432
2009,성북구,장위2동,24304.0,2618,1198,1420,10.771889400921658,4.929229756418697,5.842659644502962,12.611411436793592,5.360521168488156,7.250890268305437,-1.8395220358719335,-1.8395220358719335,-1.8395220358719335
2009,강동구,천호2동,39192.0,5403,3401,2002,13.785976729944887,8.677791385997143,5.108185343947745,12.611411436793592,5.360521168488156,7.250890268305437,1.1745652931512947,1.1745652931512947,1.1745652931512947
2009,종로구,삼청동,3717.0,593,191,402,15.953726123217649,5.138552596179715,10.815173527037933,12.611411436793592,5.360521168488156,7.250890268305437,3.342314686424057,3.342314686424057,3.342314686424057
2009,노원구,상계6.7동,38039.0,4450,1920,2530,11.698519940061516,5.0474512999815975,6.651068640079918,12.611411436793592,5.360521168488156,7.250890268305437,-0.912891496732076,-0.912891496732076,-0.912891496732076
2009,관악구,난향동,18288.0,1927,685,1242,10.536964129483815,3.7456255468066493,6.791338582677166,12.611411436793592,5.360521168488156,7.250890268305437,-2.074447307309777,-2.074447307309777,-2.074447307309777
2009,노원구,중계1동,31456.0,3808,2089,1719,12.105798575788404,6.641022380467955,5.4647761953204474,12.611411436793592,5.360521168488156,7.250890268305437,-0.5056128610051882,-0.5056128610051882,-0.5056128610051882
2009,노원구,상계8동,27233.0,3462,1546,1916,12.7125179010759,5.676936070208938,7.035581830866963,12.611411436793592,5.360521168488156,7.250890268305437,0.1011064642823083,0.1011064642823083,0.1011064642823083
2009,종로구,숭인1동,8131.0,1081,344,737,13.294797687861271,4.2307219284220885,9.064075759439183,12.611411436793592,5.360521168488156,7.250890268305437,0.6833862510676791,0.6833862510676791,0.6833862510676791
2009,성북구,월곡2동,21956.0,2583,1246,1337,11.764437966842776,5.674986336308981,6.0894516305337945,12.611411436793592,5.360521168488156,7.250890268305437,-0.8469734699508162,-0.8469734699508162,-0.8469734699508162
2009,노원구,상계9동,25578.0,3174,1782,1392,12.409101571663149,6.9669247009148485,5.442176870748299,12.611411436793592,5.360521168488156,7.250890268305437,-0.20230986513044336,-0.20230986513044336,-0.20230986513044336
2009,성북구,월곡1동,27855.0,2865,1043,1822,10.285406569736134,3.744390594148268,6.541015975587865,12.611411436793592,5.360521168488156,7.250890268305437,-2.326004867057458,-2.326004867057458,-2.326004867057458
2009,노원구,월계1동,25472.0,2737,765,1972,10.74513190954774,3.003297738693467,7.741834170854271,12.611411436793592,5.360521168488156,7.250890268305437,-1.8662795272458528,-1.8662795272458528,-1.8662795272458528
2009,강동구,암사3동,19453.0,2087,1439,648,10.728422351308282,7.397316609263353,3.3311057420449286,12.611411436793592,5.360521168488156,7.250890268305437,-1.8829890854853097,-1.8829890854853097,-1.8829890854853097
2009,종로구,숭인2동,9270.0,1299,196,1103,14.01294498381877,2.1143473570658036,11.898597626752967,12.611411436793592,5.360521168488156,7.250890268305437,1.4015335470251777,1.4015335470251777,1.4015335470251777
2009,성북구,안암동,18628.0,2889,1063,1826,15.508911316298047,5.7064633884474985,9.802447927850547,12.611411436793592,5.360521168488156,7.250890268305437,2.897499879504455,2.897499879504455,2.897499879504455
2009,노원구,월계2동,31863.0,3014,764,2250,9.459247402943854,2.3977654332611493,7.0614819696827045,12.611411436793592,5.360521168488156,7.250890268305437,-3.152164033849738,-3.152164033849738,-3.152164033849738
2009,성북구,성북동,19947.0,2734,1250,1484,13.706321752644508,6.266606507244197,7.439715245400311,12.611411436793592,5.360521168488156,7.250890268305437,1.0949103158509157,1.0949103158509157,1.0949103158509157
2009,노원구,월계3동,37329.0,3688,1226,2462,9.879718181574647,3.2843097859572987,6.595408395617349,12.611411436793592,5.360521168488156,7.250890268305437,-2.7316932552189446,-2.7316932552189446,-2.7316932552189446
2009,강동구,암사2동,16438.0,2573,1629,944,15.65275580970921,9.909964715902177,5.742791093807033,12.611411436793592,5.360521168488156,7.250890268305437,3.041344372915619,3.041344372915619,3.041344372915619
2009,종로구,이화동,9984.0,1548,403,1145,15.504807692307692,4.036458333333333,11.46834935897436,12.611411436793592,5.360521168488156,7.250890268305437,2.8933962555140997,2.8933962555140997,2.8933962555140997
2009,강동구,천호1동,33190.0,4941,3776,1165,14.887014160891836,11.37692075926484,3.510093401626996,12.611411436793592,5.360521168488156,7.250890268305437,2.2756027240982437,2.2756027240982437,2.2756027240982437
2009,성동구,응봉동,17738.0,2262,731,1531,12.752283233735483,4.1210959521930315,8.63118728154245,12.611411436793592,5.360521168488156,7.250890268305437,0.1408717969418909,0.1408717969418909,0.1408717969418909
2009,송파구,잠실7동,10782.0,1166,563,603,10.81432016323502,5.221665739194955,5.592654424040067,12.611411436793592,5.360521168488156,7.250890268305437,-1.7970912735585713,-1.7970912735585713,-1.7970912735585713
2009,강북구,인수동,34071.0,4132,1980,2152,12.127615860996155,5.811393854010742,6.316222006985413,12.611411436793592,5.360521168488156,7.250890268305437,-0.48379557579743704,-0.48379557579743704,-0.48379557579743704
2009,영등포구,신길1동,26202.0,2497,960,1537,9.529806884970613,3.6638424547744446,5.865964430196168,12.611411436793592,5.360521168488156,7.250890268305437,-3.081604551822979,-3.081604551822979,-3.081604551822979
2009,관악구,신원동,21143.0,2757,1344,1413,13.039776758265146,6.3567138059877974,6.683062952277349,12.611411436793592,5.360521168488156,7.250890268305437,0.4283653214715546,0.4283653214715546,0.4283653214715546
2009,영등포구,문래동,32250.0,3352,829,2523,10.393798449612403,2.570542635658915,7.823255813953488,12.611411436793592,5.360521168488156,7.250890268305437,-2.217612987181189,-2.217612987181189,-2.217612987181189
2009,관악구,은천동,39842.0,4576,1831,2745,11.485367200441745,4.595652828673259,6.889714371768486,12.611411436793592,5.360521168488156,7.250890268305437,-1.1260442363518468,-1.1260442363518468,-1.1260442363518468
2009,강서구,화곡3동,24415.0,3041,1455,1586,12.45545771042392,5.959451157075568,6.4960065533483515,12.611411436793592,5.360521168488156,7.250890268305437,-0.1559537263696722,-0.1559537263696722,-0.1559537263696722
2009,용산구,이촌1동,28914.0,3209,864,2345,11.098429826381684,2.988171819879643,8.11025800650204,12.611411436793592,5.360521168488156,7.250890268305437,-1.5129816104119076,-1.5129816104119076,-1.5129816104119076
