기간,자치구,동,총전입,총전출,구내전입,구내전출,구간전입,구간전출,시/도간전입,시/도간전출
2012,동대문구,전농2동,2587,2685,1000,885,967,942,620,858
2012,동대문구,답십리1동,2883,3382,865,996,1293,1369,725,1017
2012,동대문구,답십리2동,3345,3964,1174,1309,1316,1429,855,1226
2012,동대문구,장안1동,5177,5206,1190,1103,2512,2183,1475,1920
2012,동대문구,장안2동,4374,4601,1409,1330,1827,1777,1138,1494
2012,동대문구,이문1동,5069,5712,1149,1338,1622,2300,2298,2074
2012,동대문구,이문2동,2894,3095,581,481,1428,1516,885,1098
2012,중랑구,소계,60157,66109,23447,23447,20288,20098,16422,22564
2012,중랑구,면목2동,3750,4337,1505,1628,1255,1317,990,1392
2012,중랑구,면목4동,3289,4223,792,1120,1520,1798,977,1305
2012,중랑구,면목5동,2078,2277,960,988,687,624,431,665
2012,중랑구,면목7동,3486,4042,1221,1300,1336,1465,929,1277
2012,중랑구,상봉1동,3180,3587,1408,1369,919,889,853,1329
2012,중랑구,상봉2동,3463,3671,1317,1386,1078,1026,1068,1259
2012,중랑구,중화1동,3099,3426,1298,1302,1009,1011,792,1113
2012,중랑구,중화2동,4019,4788,1483,1625,1388,1537,1148,1626
2012,중랑구,묵1동,5354,5351,1587,1252,2267,1996,1500,2103
2012,중랑구,묵2동,3149,3262,1078,1070,1233,1095,838,1097
2012,중랑구,망우3동,2976,3351,1492,1618,771,738,713,995
2012,중랑구,신내1동,3845,4216,1796,1456,1091,1144,958,1616
2012,중랑구,신내2동,2956,3465,1084,1084,1006,1109,866,1272
2012,중랑구,면목본동,5516,6011,2305,2352,1823,1779,1388,1880
2012,중랑구,면목3.8동,4459,4999,1945,2149,1354,1322,1160,1528
2012,중랑구,망우본동,5538,5103,2176,1748,1551,1248,1811,2107
2012,성북구,소계,67929,73180,19958,19958,28461,30263,19510,22959
2012,성북구,돈암1동,2112,2314,761,800,800,794,551,720
2012,성북구,돈암2동,2691,3558,883,1378,1151,1280,657,900
2012,성북구,안암동,3421,3570,716,840,1225,1492,1480,1238
2012,성북구,보문동,2386,2890,509,859,1145,1282,732,749
2012,성북구,정릉1동,2864,3231,1306,1286,904,1027,654,918
2012,성북구,정릉2동,3433,3744,1700,1449,967,1226,766,1069
2012,성북구,정릉3동,2492,2884,786,798,680,1052,1026,1034
2012,성북구,정릉4동,3773,4031,1270,1090,1603,1592,900,1349
2012,성북구,길음1동,5325,5770,1200,1090,2742,2786,1383,1894
2012,성북구,길음2동,3279,2867,898,563,1700,1458,681,846
2012,성북구,월곡1동,3628,3809,998,847,1757,1712,873,1250
2012,성북구,월곡2동,3233,3362,1040,1082,1134,1249,1059,1031
2012,성북구,장위1동,3019,3745,1086,1052,1200,1539,733,1154
2012,성북구,장위2동,2768,3303,1071,1213,1026,1165,671,925
2012,성북구,장위3동,2346,2815,699,635,1185,1396,462,784
2012,성북구,성북동,2895,3066,656,887,1324,1226,915,953
2012,성북구,삼선동,5045,4131,1532,1120,2120,1681,1393,1330
2012,성북구,동선동,3639,3357,1003,1058,1152,1259,1484,1040
2012,성북구,종암동,5320,5678,1109,1149,2422,2510,1789,2019
2012,성북구,석관동,4260,5055,735,762,2224,2537,1301,1756
2012,강북구,소계,50417,53255,16987,16987,21335,20872,12095,15396
2012,강북구,번1동,3696,3649,909,958,1718,1634,1069,1057
2012,강북구,번2동,2281,2659,842,905,952,1026,487,728
2012,강북구,번3동,2192,2426,617,484,1095,1132,480,810
2012,강북구,수유1동,3482,3824,1399,1503,1232,1236,851,1085
2012,강북구,수유2동,3124,3540,1224,1104,1290,1442,610,994
2012,강북구,수유3동,4398,4515,1494,1494,1798,1709,1106,1312
2012,강북구,삼양동,4710,5255,1841,2022,1738,1847,1131,1386
2012,강북구,미아동,3802,4191,1504,1654,1324,1452,974,1085
2012,강북구,송중동,4263,5809,1171,1785,1968,2436,1124,1588
2012,강북구,송천동,4522,5109,1692,1767,1805,1934,1025,1408
2012,강북구,삼각산동,6399,4600,1512,901,3445,2054,1442,1645
2012,강북구,우이동,2991,3055,914,837,1307,1310,770,908
2012,강북구,인수동,4557,4623,1868,1573,1663,1660,1026,1390
2012,도봉구,소계,48249,52887,16299,16299,19418,18944,12532,17644
2012,도봉구,쌍문1동,2932,3305,655,676,1561,1608,716,1021
2012,도봉구,쌍문2동,3027,3321,1291,1317,1016,1062,720,942
2012,도봉구,쌍문3동,2674,2862,876,892,1056,1076,742,894
2012,도봉구,쌍문4동,3015,3222,1463,1305,988,969,564,948
2012,도봉구,방학1동,4772,4812,1968,1694,1614,1499,1190,1619
2012,도봉구,방학2동,3427,3861,1371,1629,1209,1119,847,1113
2012,도봉구,방학3동,3613,4088,1587,1487,1203,1209,823,1392
2012,도봉구,창1동,3523,3947,1104,1181,1398,1497,1021,1269
2012,도봉구,창2동,4274,4570,1344,1315,1923,1816,1007,1439
2012,도봉구,창3동,2398,2507,586,666,1355,1098,457,743
2012,도봉구,창4동,3513,4071,840,755,1685,1755,988,1561
2012,도봉구,창5동,3566,3924,1131,1171,1408,1401,1027,1352
2012,도봉구,도봉1동,3240,3680,944,1126,1193,1122,1103,1432
2012,도봉구,도봉2동,4275,4717,1139,1085,1809,1713,1327,1919
2012,노원구,소계,75404,84716,24519,24519,28016,27918,22869,32279
2012,노원구,월계1동,3011,3936,511,715,1363,1829,1137,1392
2012,노원구,월계2동,3045,3717,528,557,1618,1777,899,1383
2012,노원구,월계3동,3999,4839,836,984,2040,1927,1123,1928
2012,노원구,공릉2동,7161,6986,1448,1146,2610,2125,3103,3715
2012,노원구,하계1동,3772,4022,1382,1165,1467,1421,923,1436
2012,노원구,하계2동,2901,3223,1159,958,1062,1140,680,1125
2012,노원구,중계본동,3204,3638,1372,1218,989,1125,843,1295
2012,노원구,중계1동,3800,4083,1445,1662,1405,1199,950,1222
2012,노원구,중계4동,2896,3215,1259,1279,836,802,801,1134
2012,노원구,상계1동,5165,5602,1640,1110,1808,1959,1717,2533
2012,노원구,상계2동,3344,3834,1722,1622,807,998,815,1214
2012,노원구,상계5동,3524,3832,1853,1579,849,952,822,1301
2012,노원구,상계8동,4128,4664,1078,1444,1686,1381,1364,1839
2012,노원구,상계9동,3239,3786,1421,1483,956,990,862,1313
2012,노원구,상계10동,3102,3487,1226,1243,1017,1035,859,1209
2012,노원구,상계3.4동,4016,5010,1495,1585,1251,1433,1270,1992
2012,노원구,상계6.7동,5015,5641,1502,1617,1988,1928,1525,2096
2012,노원구,중계2.3동,4585,5183,1370,1624,1999,1769,1216,1790
2012,노원구,공릉1동,5497,6018,1272,1528,2265,2128,1960,2362
2012,은평구,소계,82891,77208,30714,30714,30217,19484,21960,27010
2012,은평구,녹번동,4842,5666,1572,2245,1836,1515,1434,1906
2012,은평구,불광1동,6067,6230,2021,2197,2210,1711,1836,2322
2012,은평구,갈현1동,3903,4347,1548,1755,1156,903,1199,1689
2012,은평구,갈현2동,4827,4521,2237,2096,1344,863,1246,1562
2012,은평구,구산동,5128,5016,2206,2089,1521,1148,1401,1779
2012,은평구,대조동,5345,5215,2175,2336,1572,1072,1598,1807
2012,은평구,응암1동,4972,5363,1902,2340,1746,1270,1324,1753
2012,은평구,응암2동,9667,3371,3340,1472,4292,892,2035,1007
2012,은평구,신사1동,4599,4664,2122,2194,1445,995,1032,1475
2012,은평구,신사2동,3167,3704,1238,1644,1053,952,876,1108
2012,은평구,증산동,2846,3294,704,887,1329,1263,813,1144
2012,은평구,수색동,2246,2898,387,745,1032,1046,827,1107
2012,은평구,진관동,8738,5791,2534,1094,4186,1878,2018,2819
2012,은평구,불광2동,4206,4671,1550,1883,1313,1006,1343,1782
2012,은평구,응암3동,4588,4713,1616,2056,1820,1347,1152,1310
2012,은평구,역촌동,7750,7744,3562,3681,2362,1623,1826,2440
2012,서대문구,소계,50685,51250,12212,12212,22911,22428,15562,16610
2012,서대문구,천연동,3072,3272,544,511,1620,1704,908,1057
2012,서대문구,홍제1동,3732,4307,1040,1063,1646,1781,1046,1463
2012,서대문구,홍제3동,2474,2982,782,800,1004,1216,688,966
2012,서대문구,홍제2동,2045,2499,600,625,913,1136,532,738
2012,서대문구,홍은1동,2922,3145,749,793,1331,1261,842,1091
2012,서대문구,홍은2동,4226,4787,1382,1374,1695,2003,1149,1410
2012,서대문구,남가좌1동,522,867,192,422,210,250,120,195
2012,서대문구,남가좌2동,4046,4760,1244,1523,1512,1786,1290,1451
2012,서대문구,북가좌1동,7971,1501,2250,364,4364,600,1357,537
2012,서대문구,북가좌2동,4549,5366,1056,1459,2310,2294,1183,1613
2012,서대문구,충현동,2749,4054,555,780,1313,2040,881,1234
2012,서대문구,북아현동,1495,2060,355,436,681,1003,459,621
2012,서대문구,신촌동,4902,4894,458,665,1755,2412,2689,1817
2012,서대문구,연희동,5980,6756,1005,1397,2557,2942,2418,2417
2012,마포구,소계,60874,67554,16765,16765,24267,27848,19842,22941
2012,마포구,용강동,2752,3325,845,874,1079,1449,828,1002
2012,마포구,대흥동,2912,3160,587,731,1040,1280,1285,1149
2012,마포구,염리동,2391,3037,735,761,897,1244,759,1032
2012,마포구,신수동,3144,4666,1012,1622,1089,1722,1043,1322
2012,마포구,서교동,6897,6685,1716,1895,2466,2502,2715,2288
2012,마포구,합정동,3707,4177,1051,1286,1322,1468,1334,1423
2012,마포구,망원1동,4016,4438,1585,1425,1295,1498,1136,1515
2012,마포구,망원2동,2922,3426,1291,1076,832,1127,799,1223
2012,마포구,연남동,3672,3956,1093,1102,1385,1619,1194,1235
2012,마포구,성산1동,3815,3700,1657,1266,1151,1229,1007,1205
2012,마포구,성산2동,4661,5437,1158,964,2020,2384,1483,2089
2012,마포구,상암동,4171,4389,924,434,1841,2139,1406,1816
2012,마포구,도화동,3150,3467,643,539,1517,1751,990,1177
2012,마포구,서강동,4229,4735,1096,1183,1572,1920,1561,1632
2012,마포구,공덕동,5728,5985,764,877,3435,3191,1529,1917
2012,마포구,아현동,2707,2971,608,730,1326,1325,773,916
2012,양천구,소계,65512,71946,21433,21433,25411,25071,18668,25442
2012,양천구,목1동,4053,4357,1244,1288,1640,1671,1169,1398
2012,양천구,목2동,5057,5152,1235,1232,2340,2024,1482,1896
2012,양천구,목3동,3704,3987,1028,871,1762,1735,914,1381
2012,양천구,목4동,4078,4318,1402,1222,1624,1599,1052,1497
2012,양천구,신월1동,3531,3875,912,784,1576,1527,1043,1564
2012,양천구,신월2동,3454,3085,1721,1209,997,842,736,1034
2012,양천구,신월3동,2879,3631,699,835,1154,1354,1026,1442
2012,양천구,신월4동,2714,2930,1375,1342,644,627,695,961
2012,양천구,신월5동,2533,2482,584,454,1231,1082,718,946
2012,양천구,신월6동,1643,2088,806,963,468,482,369,643
2012,양천구,신월7동,2929,3506,996,1134,888,840,1045,1532
2012,양천구,신정1동,2088,3867,844,1967,678,956,566,944
2012,양천구,신정2동,2526,2926,795,888,992,1026,739,1012
2012,양천구,신정3동,7185,7139,2579,2048,2651,2369,1955,2722
2012,양천구,신정6동,3084,3527,1115,1212,1145,1183,824,1132
2012,양천구,신정7동,3569,3938,1193,1077,1389,1467,987,1394
2012,양천구,목5동,4811,5215,1053,1328,2229,2192,1529,1695
2012,양천구,신정4동,5674,5923,1852,1579,2003,2095,1819,2249
2012,강서구,소계,82623,87711,27209,27209,29804,25160,25610,35342
2012,강서구,염창동,4909,5205,1172,1138,2119,1913,1618,2154
2012,강서구,등촌1동,4316,4021,1290,1272,1632,1225,1394,1524
2012,강서구,등촌2동,3010,3395,730,775,1409,1310,871,1310
2012,강서구,등촌3동,4153,4547,1237,1231,1619,1411,1297,1905
2012,강서구,화곡본동,6200,6434,2075,1870,2303,1795,1822,2769
2012,강서구,화곡2동,3351,3548,1356,1301,1209,1009,786,1238
2012,강서구,화곡3동,3655,3786,1324,1288,1281,1099,1050,1399
2012,강서구,화곡4동,3395,3465,905,969,1578,1187,912,1309
2012,강서구,화곡6동,4179,4140,1514,1349,1316,1085,1349,1706
2012,강서구,화곡8동,4471,4791,1471,1643,1812,1337,1188,1811
2012,강서구,가양1동,2666,3054,963,955,892,835,811,1264
2012,강서구,가양2동,2112,2377,582,769,888,681,642,927
2012,강서구,가양3동,2405,3003,587,861,1123,992,695,1150
2012,강서구,발산1동,4608,4903,2049,1605,1239,1400,1320,1898
2012,강서구,공항동,3418,3668,1009,1127,949,731,1460,1810
2012,강서구,방화1동,4500,4785,2017,1828,1040,959,1443,1998
2012,강서구,방화2동,3745,3946,1373,1392,975,732,1397,1822
2012,강서구,방화3동,3541,3994,1216,1390,1062,836,1263,1768
2012,강서구,화곡1동,8512,8745,1973,2213,3793,3110,2746,3422
2012,강서구,우장산동,5477,5904,2366,2233,1565,1513,1546,2158
2012,구로구,소계,59003,62428,15278,15278,21133,19467,22592,27683
2012,구로구,신도림동,4564,4873,836,666,2116,2161,1612,2046
2012,구로구,구로1동,2601,3006,395,426,1161,1071,1045,1509
2012,구로구,구로3동,5758,5872,878,959,2290,2284,2590,2629
2012,구로구,구로4동,4219,4629,1185,1257,1612,1517,1422,1855
2012,구로구,구로5동,5218,5304,908,1126,2230,2027,2080,2151
2012,구로구,고척1동,2755,3265,892,947,946,963,917,1355
2012,구로구,고척2동,3946,4164,1372,1244,1408,1356,1166,1564
2012,구로구,개봉2동,4501,4745,1280,1171,1345,1195,1876,2379
2012,구로구,개봉3동,3208,2986,862,820,756,612,1590,1554
2012,구로구,오류1동,3438,3421,1073,1051,1038,761,1327,1609
2012,구로구,오류2동,5571,4289,1593,929,1948,1108,2030,2252
2012,구로구,수궁동,3406,3741,904,926,1072,924,1430,1891
2012,구로구,가리봉동,1617,2444,339,643,674,886,604,915
2012,구로구,구로2동,4105,5007,1239,1492,1356,1439,1510,2076
2012,구로구,개봉1동,4096,4682,1522,1621,1181,1163,1393,1898
2012,금천구,소계,36640,37818,11338,11338,11140,10060,14162,16420
2012,금천구,가산동,3883,4040,475,663,1358,1496,2050,1881
2012,금천구,독산1동,5999,6054,887,986,1792,1659,3320,3409
2012,금천구,독산2동,3060,3622,1390,1482,787,836,883,1304
2012,금천구,독산3동,3696,4232,907,1089,1628,1585,1161,1558
2012,금천구,독산4동,2862,3041,1279,1250,791,717,792,1074
2012,금천구,시흥1동,6613,5028,2413,1702,1793,1098,2407,2228
2012,금천구,시흥2동,2902,3158,802,855,1128,913,972,1390
2012,금천구,시흥3동,1650,1691,415,411,471,354,764,926
2012,금천구,시흥4동,3064,3454,1426,1376,745,772,893,1306
2012,금천구,시흥5동,2911,3498,1344,1524,647,630,920,1344
2012,영등포구,소계,57623,66140,13659,13659,23137,26563,20827,25918
2012,영등포구,여의동,3889,4313,316,361,2262,2276,1311,1676
2012,영등포구,당산1동,3640,4253,959,968,1467,1655,1214,1630
2012,영등포구,당산2동,5500,5841,879,1047,2415,2464,2206,2330
2012,영등포구,양평1동,2904,3073,707,639,1180,1234,1017,1200
2012,영등포구,양평2동,3218,3436,534,468,1453,1575,1231,1393
2012,영등포구,신길1동,3223,3703,885,871,1160,1359,1178,1473
2012,영등포구,신길3동,1862,2721,772,1050,523,755,567,916
2012,영등포구,신길4동,1429,1782,659,603,397,578,373,601
2012,영등포구,신길5동,2139,2801,928,857,566,929,645,1015
2012,영등포구,신길6동,3139,3902,712,642,1504,1838,923,1422
2012,영등포구,신길7동,3032,3756,512,834,878,1272,1642,1650
2012,영등포구,대림1동,2245,2832,808,699,707,1073,730,1060
2012,영등포구,대림2동,2447,3196,450,558,1152,1477,845,1161
2012,영등포구,대림3동,3732,4619,968,841,1586,1984,1178,1794
2012,영등포구,영등포본동,3671,4159,1075,932,1246,1562,1350,1665
2012,영등포구,영등포동,4060,3619,685,734,1567,1426,1808,1459
2012,영등포구,도림동,3086,3373,833,822,1177,1233,1076,1318
2012,영등포구,문래동,4407,4761,977,733,1897,1873,1533,2155
2012,동작구,소계,68660,66673,15148,15148,30753,26598,22759,24927
2012,동작구,노량진2동,2518,3044,734,948,764,977,1020,1119
2012,동작구,상도1동,9829,6670,1684,1319,5024,2793,3121,2558
2012,동작구,상도2동,4415,4734,1472,1707,1640,1498,1303,1529
2012,동작구,상도3동,3769,4037,1432,1294,1250,1346,1087,1397
2012,동작구,상도4동,4102,4380,1536,1403,1444,1456,1122,1521
2012,동작구,사당1동,4810,4819,693,729,2321,2179,1796,1911
2012,동작구,사당3동,4373,4077,1081,988,2052,1581,1240,1508
2012,동작구,사당4동,2841,2963,941,889,1140,1105,760,969
2012,동작구,사당5동,2539,2941,716,744,1026,1138,797,1059
2012,동작구,대방동,6046,6198,1186,1329,2618,2630,2242,2239
2012,동작구,신대방1동,3381,3825,330,356,1963,2042,1088,1427
2012,동작구,신대방2동,3894,3948,958,919,1695,1564,1241,1465
2012,동작구,흑석동,5989,4584,749,635,3110,1997,2130,1952
2012,동작구,노량진1동,5881,5752,1186,1249,2318,2059,2377,2444
2012,동작구,사당2동,4273,4701,450,639,2388,2233,1435,1829
2012,관악구,소계,92666,98563,25911,25911,28863,33940,37892,38712
2012,관악구,보라매동,3950,4461,1260,1176,1519,1648,1171,1637
2012,관악구,청림동,2511,2999,668,619,1169,1361,674,1019
2012,관악구,행운동,6017,6315,1549,1632,1812,2254,2656,2429
2012,관악구,낙성대동,4390,4527,1135,1348,1139,1450,2116,1729
2012,관악구,중앙동,3143,3276,1119,1234,809,936,1215,1106
2012,관악구,인헌동,4883,5109,1144,1123,1594,1889,2145,2097
2012,관악구,남현동,3954,3956,336,334,1759,1830,1859,1792
2012,관악구,서원동,5174,5664,1638,1678,1321,1802,2215,2184
2012,관악구,신원동,3415,3776,1177,1238,962,1180,1276,1358
2012,관악구,서림동,5513,5778,1515,1548,1475,1787,2523,2443
2012,관악구,신사동,4617,4927,1366,1383,1453,1685,1798,1859
2012,관악구,신림동,6074,5842,1225,1319,1578,2120,3271,2403
2012,관악구,난향동,2185,2514,813,648,733,855,639,1011
2012,관악구,조원동,3503,3653,800,829,1347,1479,1356,1345
2012,관악구,대학동,5740,5602,1022,1137,1518,1669,3200,2796
2012,관악구,은천동,5157,5575,1798,1534,1710,1891,1649,2150
2012,관악구,성현동,4199,4522,1387,1018,1605,1911,1207,1593
2012,관악구,청룡동,7124,7621,1802,2307,2048,2493,3274,2821
2012,관악구,난곡동,3664,4210,1526,1408,1011,1213,1127,1589
2012,관악구,삼성동,3000,3477,964,973,975,1009,1061,1495
2012,관악구,미성동,4453,4759,1667,1425,1326,1478,1460,1856
2012,서초구,소계,73029,74371,18307,18307,32630,30716,22092,25348
2012,서초구,서초1동,4141,4244,1085,1102,1443,1533,1613,1609
2012,서초구,서초2동,3626,3872,903,896,1543,1571,1180,1405
2012,서초구,서초3동,5130,5547,1210,1243,1963,2093,1957,2211
2012,서초구,서초4동,4008,4416,1075,1199,1775,1748,1158,1469
2012,서초구,잠원동,5004,6672,1026,1436,2398,3243,1580,1993
2012,서초구,반포본동,1925,1883,683,565,873,873,369,445
2012,서초구,반포1동,6175,6026,1405,1084,2678,2750,2092,2192
2012,서초구,반포2동,2984,3867,1013,1501,1208,1494,763,872
2012,서초구,반포3동,3257,3567,1204,1060,1274,1370,779,1137
2012,서초구,반포4동,2973,3364,870,1109,1305,1226,798,1029
2012,서초구,방배본동,3414,3635,1188,1059,1449,1506,777,1070
2012,서초구,방배1동,3214,3211,1113,974,1207,1265,894,972
2012,서초구,방배2동,4657,4838,1022,1040,2173,2181,1462,1617
2012,서초구,방배3동,3726,4253,1069,1156,1512,1770,1145,1327
2012,서초구,방배4동,4595,4825,1287,1411,2107,2024,1201,1390
2012,서초구,양재1동,9100,4427,1501,553,5501,1907,2098,1967
2012,서초구,양재2동,4256,4696,509,691,1953,1846,1794,2159
2012,서초구,내곡동,844,1028,144,228,268,316,432,484
2012,강남구,소계,97038,101358,27231,27231,37568,38156,32239,35971
2012,강남구,신사동,3113,3633,682,795,1427,1714,1004,1124
2012,강남구,논현1동,5951,6884,1259,1391,2304,2901,2388,2592
2012,강남구,논현2동,4437,5242,1439,1599,1476,1969,1522,1674
2012,강남구,삼성1동,2612,2805,864,867,994,998,754,940
2012,강남구,삼성2동,6018,6465,2077,1986,2111,2377,1830,2102
2012,강남구,대치1동,2773,3234,931,1474,1037,1063,805,697
2012,강남구,대치4동,5339,5650,1501,1489,1676,1960,2162,2201
2012,강남구,역삼1동,9250,9740,2025,1977,3346,3891,3879,3872
2012,강남구,역삼2동,7132,7014,2288,2114,2526,2512,2318,2388
2012,강남구,도곡1동,3341,3685,806,863,1361,1544,1174,1278
2012,강남구,도곡2동,4745,5088,1643,1760,1719,1748,1383,1580
2012,강남구,개포1동,3157,3527,1142,1068,1024,1129,991,1330
2012,강남구,개포4동,3487,3989,727,744,1537,1624,1223,1621
2012,강남구,일원본동,2866,3102,801,821,1116,1175,949,1106
2012,강남구,일원1동,2529,2705,632,635,935,961,962,1109
2012,강남구,일원2동,2348,2835,726,921,895,884,727,1030
2012,강남구,수서동,1960,2474,494,496,873,992,593,986
2012,강남구,세곡동,5415,1454,937,256,3219,510,1259,688
2012,강남구,압구정동,3720,3944,1003,1022,1607,1672,1110,1250
2012,강남구,청담동,5507,5358,1979,1722,2016,1946,1512,1690
2012,강남구,대치2동,6044,6641,1743,1773,2334,2622,1967,2246
2012,강남구,개포2동,5294,5889,1532,1458,2035,1964,1727,2467
2012,송파구,소계,106747,120232,42815,42815,33215,35531,30717,41886
2012,송파구,풍납1동,2494,2911,560,639,1187,1262,747,1010
2012,송파구,풍납2동,3926,4274,1010,969,1478,1619,1438,1686
2012,송파구,거여1동,2433,2512,1270,1056,445,493,718,963
2012,송파구,거여2동,3532,4239,1531,1519,813,981,1188,1739
