,2008년12월_총인구수,2009년12월_총인구수,2010년12월_총인구수,2011년12월_총인구수,2012년12월_총인구수,2013년12월_총인구수,2014년12월_총인구수,2015년12월_총인구수,2016년12월_총인구수,2017년12월_총인구수,행정구역
12,29466.0,28127.0,27465.0,26836.0,26513.0,25975.0,25526.0,25453.0,25316.0,27669.0,서울특별시 강동구 천호제3동(1174062000)
13,21472.0,21356.0,21432.0,20127.0,19844.0,19583.0,19551.0,19515.0,20865.0,21095.0,서울특별시 강동구 성내제1동(1174064000)
14,27527.0,27039.0,27168.0,26640.0,26581.0,26273.0,25779.0,25386.0,25213.0,25247.0,서울특별시 강동구 성내제2동(1174065000)
15,25344.0,25224.0,25543.0,25427.0,25402.0,25295.0,25062.0,24927.0,24367.0,24311.0,서울특별시 강동구 성내제3동(1174066000)
16,52422.0,51446.0,52199.0,51249.0,50980.0,51109.0,51143.0,51354.0,51098.0,50075.0,서울특별시 강동구 길동(1174068500)
17,21313.0,20810.0,20613.0,20312.0,20177.0,19843.0,19475.0,19210.0,18663.0,1959.0,서울특별시 강동구 둔촌제1동(1174069000)
18,27790.0,27747.0,30077.0,29684.0,29538.0,29468.0,29225.0,28855.0,28612.0,28774.0,서울특별시 강동구 둔촌제2동(1174070000)
1,20210.0,19934.0,20355.0,20156.0,19923.0,19561.0,19162.0,19098.0,18752.0,18327.0,서울특별시 용산구 후암동(1117051000)
2,13233.0,13133.0,13355.0,13142.0,12783.0,12477.0,12072.0,11802.0,11371.0,10981.0,서울특별시 용산구 용산2가동(1117052000)
3,7456.0,7474.0,7947.0,7852.0,7801.0,7987.0,8093.0,8115.0,8064.0,7974.0,서울특별시 용산구 남영동(1117053000)
4,23476.0,23798.0,24011.0,23634.0,23031.0,22494.0,22018.0,21493.0,21039.0,20415.0,서울특별시 용산구 청파동(1117055500)
5,10209.0,10188.0,10979.0,12523.0,12569.0,12709.0,13113.0,13784.0,14129.0,14630.0,서울특별시 용산구 원효로제1동(1117056000)
6,16266.0,16063.0,16222.0,15815.0,15737.0,15646.0,15504.0,15542.0,15355.0,15077.0,서울특별시 용산구 원효로제2동(1117057000)
7,10680.0,10666.0,11386.0,11373.0,11297.0,11244.0,11110.0,9652.0,9426.0,9467.0,서울특별시 용산구 효창동(1117058000)
8,12656.0,12846.0,13433.0,13311.0,12982.0,12894.0,12842.0,12867.0,12710.0,12635.0,서울특별시 용산구 용문동(1117059000)
9,14550.0,15536.0,16021.0,15518.0,15436.0,15087.0,15034.0,14877.0,14899.0,16533.0,서울특별시 용산구 한강로동(1117062500)
10,27035.0,27209.0,27385.0,27107.0,26984.0,26919.0,26652.0,27711.0,27880.0,27769.0,서울특별시 용산구 이촌제1동(1117063000)
11,10555.0,10442.0,10609.0,10482.0,10316.0,9986.0,9706.0,9570.0,9290.0,9136.0,서울특별시 용산구 이촌제2동(1117064000)
12,8407.0,8184.0,8739.0,8556.0,8417.0,8175.0,7827.0,7473.0,7326.0,7147.0,서울특별시 용산구 이태원제1동(1117065000)
13,11267.0,11080.0,11441.0,11213.0,11014.0,10891.0,10392.0,9876.0,9596.0,9468.0,서울특별시 용산구 이태원제2동(1117066000)
14,22212.0,22398.0,23030.0,23808.0,23389.0,22739.0,22036.0,21621.0,20771.0,20642.0,서울특별시 용산구 한남동(1117068500)
15,11389.0,11349.0,11479.0,14186.0,14080.0,13834.0,13699.0,13668.0,13827.0,13595.0,서울특별시 용산구 서빙고동(1117069000)
16,18623.0,18408.0,18461.0,17825.0,17473.0,17097.0,16691.0,16193.0,15806.0,15365.0,서울특별시 용산구 보광동(1117070000)
1,18993.0,19152.0,18943.0,17386.0,17153.0,16838.0,16452.0,16155.0,16575.0,17787.0,서울특별시 성동구 왕십리제2동(1120052000)
2,14959.0,12998.0,13045.0,12802.0,12848.0,12673.0,15697.0,20419.0,22461.0,27100.0,서울특별시 성동구 왕십리도선동(1120053500)
3,26084.0,25921.0,25826.0,25495.0,25235.0,24903.0,24509.0,24349.0,23816.0,23461.0,서울특별시 성동구 마장동(1120054000)
4,10835.0,10699.0,10746.0,10709.0,10535.0,10481.0,11206.0,11478.0,11187.0,11194.0,서울특별시 성동구 사근동(1120055000)
5,18229.0,18084.0,17998.0,17750.0,17667.0,17383.0,15103.0,14687.0,14255.0,13973.0,서울특별시 성동구 행당제1동(1120056000)
6,25334.0,24817.0,25996.0,27015.0,26943.0,26674.0,26307.0,26012.0,25647.0,25327.0,서울특별시 성동구 행당제2동(1120057000)
7,17693.0,17662.0,17607.0,17581.0,17520.0,17306.0,17103.0,16956.0,16854.0,16636.0,서울특별시 성동구 응봉동(1120058000)
8,17526.0,16279.0,16077.0,16114.0,15973.0,14717.0,14014.0,13699.0,13340.0,13108.0,서울특별시 성동구 금호1가동(1120059000)
9,23519.0,22533.0,22705.0,20002.0,23026.0,23303.0,22847.0,22770.0,24836.0,24522.0,서울특별시 성동구 금호2.3가동(1120061500)
10,15568.0,15326.0,15330.0,14969.0,14844.0,15058.0,14825.0,14597.0,14414.0,14311.0,서울특별시 성동구 금호4가동(1120062000)
11,26138.0,24423.0,24358.0,21755.0,19819.0,23459.0,23261.0,23041.0,24594.0,27187.0,서울특별시 성동구 옥수동(1120064500)
12,18690.0,18348.0,18398.0,18301.0,18108.0,17774.0,17356.0,17168.0,16890.0,17349.0,서울특별시 성동구 성수1가제1동(1120065000)
13,19400.0,18989.0,19026.0,18712.0,18523.0,18155.0,17687.0,17045.0,16563.0,15991.0,서울특별시 성동구 성수1가제2동(1120066000)
14,19995.0,21186.0,21346.0,20998.0,20588.0,20135.0,19699.0,19233.0,18633.0,18089.0,서울특별시 성동구 성수2가제1동(1120067000)
15,12033.0,12040.0,12133.0,11931.0,12054.0,11994.0,11982.0,11797.0,11720.0,11664.0,서울특별시 성동구 성수2가제3동(1120069000)
16,11978.0,12495.0,12520.0,12308.0,12150.0,12046.0,11802.0,11559.0,11537.0,11487.0,서울특별시 성동구 송정동(1120072000)
17,17238.0,17106.0,17039.0,16883.0,16618.0,16438.0,16236.0,16038.0,15937.0,15622.0,서울특별시 성동구 용답동(1120079000)
1,18591.0,24517.0,24083.0,23634.0,22809.0,22603.0,22366.0,22399.0,23843.0,23742.0,서울특별시 노원구 월계1동(1135056000)
2,27951.0,31741.0,31643.0,31095.0,30496.0,29988.0,29394.0,28540.0,26780.0,27167.0,서울특별시 노원구 월계2동(1135057000)
3,27657.0,37259.0,36741.0,36430.0,35858.0,35397.0,34815.0,34351.0,33752.0,33152.0,서울특별시 노원구 월계3동(1135058000)
4,20458.0,,,,,,,,,,서울특별시 노원구 월계4동(1135058100)
5,0.0,,,40384.0,40074.0,40118.0,39930.0,39304.0,39714.0,39442.0,서울특별시 노원구 공릉1동(1135059500)
6,46779.0,46730.0,46309.0,46176.0,46626.0,46121.0,45474.0,44792.0,44041.0,41489.0,서울특별시 노원구 공릉2동(1135060000)
7,41267.0,41082.0,41036.0,,,,,,,,서울특별시 노원구 공릉1.3동(1135060500)
8,31625.0,31407.0,31281.0,31009.0,30732.0,30402.0,29863.0,29488.0,29727.0,29362.0,서울특별시 노원구 하계1동(1135061100)
9,26850.0,26527.0,26402.0,26143.0,25877.0,25481.0,25267.0,25030.0,24719.0,24338.0,서울특별시 노원구 하계2동(1135061200)
10,30891.0,30825.0,30739.0,30330.0,29837.0,29514.0,29046.0,28466.0,27943.0,27359.0,서울특별시 노원구 중계본동(1135061900)
11,31794.0,31392.0,31159.0,30730.0,30404.0,30484.0,30034.0,29687.0,29276.0,28748.0,서울특별시 노원구 중계1동(1135062100)
12,18844.0,,,,,,,,,,서울특별시 노원구 중계2동(1135062200)
13,24966.0,,,,,,,,,,서울특별시 노원구 중계3동(1135062300)
14,23903.0,23476.0,23340.0,22790.0,22514.0,22251.0,22760.0,22618.0,22256.0,22011.0,서울특별시 노원구 중계4동(1135062400)
15,0.0,43269.0,42979.0,42608.0,42283.0,41833.0,40950.0,40200.0,39354.0,38607.0,서울특별시 노원구 중계2.3동(1135062500)
16,40988.0,41644.0,44595.0,44378.0,44089.0,43792.0,43163.0,42756.0,42221.0,41516.0,서울특별시 노원구 상계1동(1135063000)
17,22762.0,22519.0,23124.0,22944.0,22469.0,22437.0,22344.0,22118.0,22022.0,21769.0,서울특별시 노원구 상계2동(1135064000)
18,42208.0,41604.0,41017.0,39956.0,39034.0,38140.0,37064.0,31783.0,29999.0,27594.0,서울특별시 노원구 상계3.4동(1135066500)
19,25002.0,24697.0,24768.0,24497.0,24270.0,23972.0,23645.0,27947.0,27605.0,26909.0,서울특별시 노원구 상계5동(1135067000)
20,38351.0,37916.0,37873.0,37384.0,37026.0,36584.0,36219.0,35708.0,36430.0,35941.0,서울특별시 노원구 상계6.7동(1135069500)
21,27527.0,27206.0,27667.0,27430.0,27372.0,26607.0,26168.0,25989.0,25586.0,25094.0,서울특별시 노원구 상계8동(1135070000)
22,26010.0,25537.0,25403.0,25139.0,24750.0,24484.0,24081.0,23773.0,23222.0,22776.0,서울특별시 노원구 상계9동(1135071000)
23,21557.0,21268.0,21071.0,20873.0,20669.0,20271.0,19969.0,19634.0,19091.0,17387.0,서울특별시 노원구 상계10동(1135072000)
1,21333.0,21003.0,21499.0,21109.0,21127.0,21559.0,21423.0,21441.0,21442.0,21591.0,서울특별시 광진구 화양동(1121571000)
2,21766.0,21761.0,21836.0,21388.0,21347.0,21229.0,21048.0,20670.0,20384.0,20193.0,서울특별시 광진구 군자동(1121573000)
3,16991.0,17007.0,17082.0,16769.0,16698.0,16532.0,16160.0,16012.0,15825.0,15883.0,서울특별시 광진구 중곡제1동(1121574000)
4,22880.0,23109.0,23034.0,22997.0,23029.0,22920.0,22350.0,22301.0,22558.0,22464.0,서울특별시 광진구 중곡제2동(1121575000)
5,20059.0,19878.0,19762.0,19211.0,18918.0,18631.0,18235.0,17862.0,17714.0,17749.0,서울특별시 광진구 중곡제3동(1121576000)
6,32365.0,31915.0,32217.0,32003.0,32113.0,31764.0,31607.0,31787.0,31513.0,31301.0,서울특별시 광진구 중곡제4동(1121577000)
7,10774.0,10768.0,10941.0,11062.0,11069.0,11102.0,11159.0,11400.0,11348.0,11533.0,서울특별시 광진구 능동(1121578000)
8,36127.0,35654.0,35522.0,35406.0,36884.0,37309.0,36985.0,36721.0,36434.0,36404.0,서울특별시 광진구 광장동(1121581000)
9,24804.0,24640.0,24710.0,24583.0,24123.0,23777.0,23015.0,22792.0,22704.0,23285.0,서울특별시 광진구 자양제1동(1121582000)
10,29237.0,29403.0,29440.0,29216.0,28817.0,28312.0,28163.0,27531.0,27195.0,27379.0,서울특별시 광진구 자양제2동(1121583000)
11,31680.0,31986.0,32298.0,32046.0,31914.0,31595.0,31046.0,30841.0,30186.0,30201.0,서울특별시 광진구 자양제3동(1121584000)
12,27657.0,27059.0,26781.0,26169.0,25409.0,24760.0,23862.0,23047.0,22251.0,21320.0,서울특별시 광진구 자양제4동(1121584700)
13,23265.0,23041.0,23094.0,22888.0,22703.0,22454.0,22475.0,22699.0,22617.0,22669.0,서울특별시 광진구 구의제1동(1121585000)
14,26560.0,26579.0,26834.0,26931.0,27394.0,27459.0,26156.0,25549.0,25586.0,25556.0,서울특별시 광진구 구의제2동(1121586000)
15,29984.0,30195.0,30413.0,30158.0,29768.0,29524.0,29670.0,29716.0,29458.0,30175.0,서울특별시 광진구 구의제3동(1121587000)
1,8915.0,,,,,,,,,,서울특별시 동대문구 신설동(1123051000)
2,19351.0,,,,,,,,,,서울특별시 동대문구 용두동(1123053500)
3,0.0,29942.0,33017.0,32463.0,32189.0,31482.0,31197.0,31675.0,31834.0,31391.0,서울특별시 동대문구 용신동(1123053600)
4,12998.0,,,,,,,,,,서울특별시 동대문구 제기제1동(1123054000)
5,0.0,28758.0,28308.0,28064.0,27883.0,27421.0,27189.0,26861.0,25958.0,25395.0,서울특별시 동대문구 제기동(1123054500)
6,16143.0,,,,,,,,,,서울특별시 동대문구 제기제2동(1123055000)
7,11109.0,28195.0,28091.0,27299.0,26762.0,32514.0,31510.0,30709.0,30120.0,29381.0,서울특별시 동대문구 전농제1동(1123056000)
8,19187.0,19181.0,20163.0,21500.0,21465.0,21288.0,21056.0,20877.0,20569.0,20119.0,서울특별시 동대문구 전농제2동(1123057000)
9,19448.0,,,,,,,,,,서울특별시 동대문구 전농제3동(1123058000)
10,11074.0,19061.0,20766.0,20534.0,20146.0,19861.0,25536.0,26091.0,24373.0,24759.0,서울특별시 동대문구 답십리제1동(1123060000)
11,15657.0,32771.0,32645.0,32403.0,31910.0,31272.0,29733.0,29199.0,30013.0,29448.0,서울특별시 동대문구 답십리제2동(1123061000)
12,15466.0,,,,,,,,,,서울특별시 동대문구 답십리제3동(1123062000)
13,15542.0,,,,,,,,,,서울특별시 동대문구 답십리제4동(1123063000)
14,18268.0,36501.0,36764.0,37188.0,37317.0,37284.0,36880.0,37342.0,38154.0,38960.0,서울특별시 동대문구 장안제1동(1123065000)
15,17845.0,32871.0,32963.0,32901.0,32791.0,32417.0,32433.0,32034.0,31184.0,31182.0,서울특별시 동대문구 장안제2동(1123066000)
16,18040.0,,,,,,,,,,서울특별시 동대문구 장안제3동(1123067000)
17,14959.0,,,,,,,,,,서울특별시 동대문구 장안제4동(1123068000)
18,25292.0,25127.0,25122.0,24628.0,24489.0,23940.0,23609.0,23187.0,22706.0,22317.0,서울특별시 동대문구 청량리동(1123070500)
19,11047.0,10933.0,10853.0,11224.0,11155.0,11249.0,11064.0,10792.0,10580.0,10271.0,서울특별시 동대문구 회기동(1123071000)
20,17494.0,17437.0,17226.0,17033.0,16601.0,16324.0,16041.0,14363.0,13647.0,13106.0,서울특별시 동대문구 휘경제1동(1123072000)
21,24745.0,24129.0,24215.0,25010.0,26014.0,25741.0,25341.0,25127.0,25030.0,24751.0,서울특별시 동대문구 휘경제2동(1123073000)
22,14269.0,33210.0,32928.0,31925.0,31324.0,30672.0,29684.0,29467.0,28728.0,27666.0,서울특별시 동대문구 이문제1동(1123074000)
23,19191.0,24030.0,23725.0,23314.0,23212.0,22808.0,22414.0,22429.0,22173.0,21901.0,서울특별시 동대문구 이문제2동(1123075000)
24,24210.0,,,,,,,,,,서울특별시 동대문구 이문제3동(1123076000)
1,28758.0,29033.0,28964.0,28410.0,27943.0,27844.0,27571.0,27194.0,27057.0,26702.0,서울특별시 중랑구 면목제2동(1126052000)
2,23882.0,23663.0,23574.0,23265.0,22424.0,22009.0,21461.0,22086.0,21670.0,20823.0,서울특별시 중랑구 면목제4동(1126054000)
3,14904.0,14762.0,14615.0,14375.0,14247.0,13757.0,13467.0,11473.0,10693.0,10368.0,서울특별시 중랑구 면목제5동(1126055000)
4,37581.0,37361.0,37055.0,36808.0,36435.0,36475.0,35861.0,35809.0,36096.0,36031.0,서울특별시 중랑구 면목본동(1126056500)
5,26802.0,26588.0,26536.0,26138.0,25685.0,25137.0,24585.0,23702.0,23088.0,22439.0,서울특별시 중랑구 면목제7동(1126057000)
6,30697.0,30308.0,30326.0,29767.0,29304.0,28795.0,28340.0,28245.0,27730.0,27271.0,서울특별시 중랑구 면목제3.8동(1126057500)
7,26424.0,26173.0,26117.0,25945.0,25590.0,25935.0,26546.0,26137.0,25995.0,25811.0,서울특별시 중랑구 상봉제1동(1126058000)
8,18980.0,18989.0,18817.0,18652.0,18508.0,18329.0,18099.0,18271.0,18716.0,18331.0,서울특별시 중랑구 상봉제2동(1126059000)
9,22137.0,21913.0,21982.0,21652.0,21482.0,21329.0,21099.0,21118.0,21127.0,21028.0,서울특별시 중랑구 중화제1동(1126060000)
10,32459.0,32014.0,31737.0,31261.0,30498.0,29903.0,29072.0,28441.0,27962.0,28135.0,서울특별시 중랑구 중화제2동(1126061000)
11,34723.0,34602.0,34802.0,35809.0,36026.0,36159.0,35041.0,34711.0,34371.0,36120.0,서울특별시 중랑구 묵제1동(1126062000)
12,20379.0,20512.0,20408.0,20157.0,20138.0,19879.0,19390.0,19430.0,20057.0,20230.0,서울특별시 중랑구 묵제2동(1126063000)
13,34594.0,34546.0,34510.0,34146.0,34637.0,34262.0,33529.0,33221.0,32636.0,32066.0,서울특별시 중랑구 망우본동(1126065500)
14,20337.0,19986.0,19807.0,19566.0,19245.0,19048.0,18639.0,18227.0,18483.0,18499.0,서울특별시 중랑구 망우제3동(1126066000)
15,28853.0,28115.0,32503.0,32290.0,32035.0,33152.0,42028.0,42006.0,41884.0,41422.0,서울특별시 중랑구 신내1동(1126068000)
16,26361.0,26196.0,25702.0,25465.0,25098.0,24785.0,24108.0,23838.0,23440.0,22950.0,서울특별시 중랑구 신내2동(1126069000)
1,33095.0,33077.0,32903.0,32140.0,31726.0,31007.0,30087.0,29858.0,29521.0,28860.0,서울특별시 강북구 삼양동(1130553400)
2,24863.0,24458.0,24117.0,24058.0,23719.0,23437.0,23462.0,23192.0,23066.0,22915.0,서울특별시 강북구 미아동(1130553500)
3,36455.0,35818.0,35664.0,35199.0,33722.0,32606.0,31927.0,30561.0,28815.0,29777.0,서울특별시 강북구 송중동(1130554500)
4,33033.0,32629.0,32904.0,32535.0,32018.0,31186.0,30538.0,30018.0,30092.0,29494.0,서울특별시 강북구 송천동(1130555500)
5,24571.0,24101.0,30589.0,32364.0,34484.0,34954.0,34914.0,34661.0,34324.0,33705.0,서울특별시 강북구 삼각산동(1130557500)
6,19995.0,20699.0,20826.0,20760.0,20835.0,20672.0,20310.0,20195.0,19984.0,19584.0,서울특별시 강북구 번제1동(1130559000)
7,21073.0,20648.0,20647.0,20116.0,19783.0,19355.0,18796.0,18596.0,18261.0,17791.0,서울특별시 강북구 번제2동(1130560000)
8,22279.0,21814.0,21717.0,21454.0,21245.0,20950.0,20578.0,20175.0,19805.0,19237.0,서울특별시 강북구 번제3동(1130560600)
9,23328.0,23370.0,23520.0,23501.0,23197.0,22958.0,22741.0,22596.0,22555.0,22212.0,서울특별시 강북구 수유제1동(1130561000)
10,23523.0,23868.0,23798.0,23574.0,23218.0,22839.0,22819.0,22497.0,22240.0,22377.0,서울특별시 강북구 수유제2동(1130562000)
11,24216.0,24179.0,24101.0,23940.0,23869.0,23982.0,23672.0,23642.0,23801.0,23865.0,서울특별시 강북구 수유제3동(1130563000)
12,21718.0,21810.0,21885.0,21678.0,21617.0,21325.0,21573.0,21779.0,21873.0,21777.0,서울특별시 강북구 우이동(1130564500)
13,34125.0,33896.0,33849.0,33735.0,33724.0,33436.0,33608.0,33103.0,32858.0,32885.0,서울특별시 강북구 인수동(1130566000)
1,16414.0,15769.0,15688.0,15260.0,15089.0,14570.0,14308.0,14105.0,13769.0,13272.0,서울특별시 종로구 청운효자동(1111051500)
2,9943.0,10029.0,10203.0,10150.0,10033.0,9875.0,9774.0,9700.0,9695.0,9441.0,서울특별시 종로구 사직동(1111053000)
3,3671.0,3548.0,3517.0,3415.0,3322.0,3218.0,3058.0,2960.0,2903.0,2907.0,서울특별시 종로구 삼청동(1111054000)
4,11588.0,11330.0,11406.0,11369.0,11236.0,11109.0,10933.0,10780.0,10616.0,10317.0,서울특별시 종로구 부암동(1111055000)
5,19353.0,19384.0,19566.0,19677.0,19543.0,19544.0,19393.0,19212.0,19290.0,18995.0,서울특별시 종로구 평창동(1111056000)
6,8607.0,8615.0,8663.0,8562.0,8548.0,8581.0,8376.0,8541.0,8453.0,8320.0,서울특별시 종로구 무악동(1111057000)
7,9163.0,8936.0,9140.0,9048.0,8185.0,5347.0,4921.0,4797.0,4679.0,10225.0,서울특별시 종로구 교남동(1111058000)
8,5850.0,5749.0,5709.0,5555.0,5397.0,5219.0,5070.0,4837.0,4635.0,4531.0,서울특별시 종로구 가회동(1111060000)
9,7242.0,7306.0,8010.0,7923.0,7953.0,7856.0,7894.0,7876.0,7741.0,7590.0,서울특별시 종로구 종로1.2.3.4가동(1111061500)
10,6481.0,6287.0,6302.0,6156.0,6120.0,5926.0,5744.0,5719.0,5496.0,5357.0,서울특별시 종로구 종로5.6가동(1111063000)
11,9585.0,9296.0,9358.0,9252.0,9029.0,8995.0,8814.0,8690.0,8436.0,8249.0,서울특별시 종로구 이화동(1111064000)
12,12343.0,12136.0,12112.0,12172.0,18173.0,17889.0,17761.0,17798.0,17735.0,17306.0,서울특별시 종로구 혜화동(1111065000)
13,6741.0,6467.0,6336.0,6246.0,,,,,,,서울특별시 종로구 명륜3가동(1111066000)
14,7060.0,6915.0,7113.0,6854.0,6617.0,6334.0,6209.0,5983.0,5744.0,5520.0,서울특별시 종로구 창신제1동(1111067000)
15,11926.0,11651.0,11811.0,11486.0,11068.0,10679.0,10201.0,9831.0,9545.0,9181.0,서울특별시 종로구 창신제2동(1111068000)
16,8654.0,8601.0,8700.0,8549.0,8395.0,8189.0,7939.0,7767.0,7560.0,7350.0,서울특별시 종로구 창신제3동(1111069000)
17,7352.0,7482.0,7594.0,7450.0,7299.0,7202.0,6973.0,6862.0,6761.0,6566.0,서울특별시 종로구 숭인제1동(1111070000)
18,8732.0,9102.0,9350.0,9258.0,9200.0,9537.0,9625.0,9528.0,9679.0,9643.0,서울특별시 종로구 숭인제2동(1111071000)
1,36380.0,36132.0,36033.0,33630.0,32958.0,32482.0,30728.0,31904.0,32631.0,32645.0,서울특별시 은평구 녹번동(1138051000)
2,35841.0,35446.0,38592.0,41694.0,41805.0,42847.0,42904.0,42386.0,42482.0,42038.0,서울특별시 은평구 불광제1동(1138052000)
3,32374.0,31822.0,31161.0,30699.0,30309.0,29667.0,29135.0,29034.0,29571.0,29902.0,서울특별시 은평구 불광제2동(1138053000)
4,27135.0,26691.0,26713.0,26606.0,26232.0,26070.0,25766.0,25641.0,25730.0,25271.0,서울특별시 은평구 갈현제1동(1138055100)
5,27681.0,27795.0,28002.0,28215.0,28629.0,29083.0,29634.0,29962.0,30550.0,30523.0,서울특별시 은평구 갈현제2동(1138055200)
6,32908.0,33345.0,33788.0,33947.0,34044.0,33583.0,33423.0,34087.0,34072.0,33589.0,서울특별시 은평구 구산동(1138056000)
7,31570.0,31242.0,31468.0,31449.0,31686.0,32090.0,32500.0,32869.0,33053.0,32944.0,서울특별시 은평구 대조동(1138057000)
8,33300.0,33379.0,32538.0,32168.0,31904.0,32382.0,32212.0,32435.0,27475.0,26130.0,서울특별시 은평구 응암제1동(1138058000)
9,21367.0,20434.0,20043.0,19765.0,26184.0,26581.0,25144.0,23054.0,19772.0,21515.0,서울특별시 은평구 응암제2동(1138059000)
10,28038.0,27665.0,27813.0,27635.0,27610.0,27506.0,27323.0,26947.0,26841.0,26321.0,서울특별시 은평구 응암제3동(1138060000)
11,46107.0,46297.0,46841.0,48500.0,48780.0,49364.0,48998.0,49494.0,50209.0,50048.0,서울특별시 은평구 역촌동(1138062500)
12,27309.0,27405.0,27572.0,27931.0,28052.0,28254.0,28096.0,28290.0,28195.0,27936.0,서울특별시 은평구 신사제1동(1138063100)
13,24557.0,23961.0,23784.0,23546.0,23102.0,22554.0,22159.0,22071.0,22122.0,22070.0,서울특별시 은평구 신사제2동(1138063200)
14,22142.0,22188.0,21957.0,21434.0,21109.0,20625.0,20238.0,19773.0,19283.0,16808.0,서울특별시 은평구 증산동(1138064000)
15,20909.0,21073.0,20703.0,20155.0,19552.0,19077.0,18585.0,16562.0,15877.0,13706.0,서울특별시 은평구 수색동(1138065000)
16,10783.0,21020.0,41101.0,46260.0,49524.0,51495.0,51799.0,53411.0,53613.0,55348.0,서울특별시 은평구 진관동(1138069000)
1,18910.0,19892.0,20602.0,20314.0,20223.0,20187.0,20032.0,19870.0,19682.0,19144.0,서울특별시 서대문구 천연동(1141052000)
2,20041.0,19832.0,15501.0,11450.0,10920.0,10569.0,10253.0,10888.0,12702.0,17316.0,서울특별시 서대문구 북아현동(1141055500)
3,24139.0,24046.0,24060.0,21420.0,20136.0,19685.0,19136.0,18839.0,18711.0,18319.0,서울특별시 서대문구 충현동(1141056500)
4,18744.0,18111.0,18407.0,18257.0,18283.0,18356.0,18329.0,18545.0,18409.0,18120.0,서울특별시 서대문구 신촌동(1141058500)
5,41984.0,41554.0,41819.0,41572.0,40861.0,40224.0,39658.0,38940.0,38333.0,37832.0,서울특별시 서대문구 연희동(1141061500)
6,28598.0,28187.0,28346.0,27908.0,27408.0,26586.0,26189.0,24072.0,24658.0,24110.0,서울특별시 서대문구 홍제제1동(1141062000)
7,20821.0,20585.0,20743.0,20598.0,20129.0,19880.0,19678.0,19391.0,19204.0,17024.0,서울특별시 서대문구 홍제제3동(1141064000)
8,16254.0,16096.0,16282.0,16137.0,15772.0,15604.0,15365.0,15292.0,15113.0,14893.0,서울특별시 서대문구 홍제제2동(1141065500)
9,28850.0,28395.0,27080.0,26585.0,26413.0,25946.0,25275.0,24511.0,23530.0,23008.0,서울특별시 서대문구 홍은제1동(1141066000)
10,29413.0,29446.0,29912.0,30066.0,29602.0,29711.0,29911.0,29828.0,30078.0,29492.0,서울특별시 서대문구 홍은제2동(1141068500)
11,6907.0,4324.0,4428.0,4236.0,3895.0,3774.0,3631.0,11023.0,16538.0,16807.0,서울특별시 서대문구 남가좌제1동(1141069000)
12,31172.0,31439.0,31549.0,31082.0,30459.0,29932.0,29122.0,26958.0,23035.0,22691.0,서울특별시 서대문구 남가좌제2동(1141070000)
13,11475.0,10637.0,10617.0,10392.0,16927.0,19709.0,19814.0,19644.0,19688.0,19627.0,서울특별시 서대문구 북가좌제1동(1141071000)
14,34380.0,34907.0,35195.0,34835.0,34085.0,33947.0,33983.0,34340.0,34513.0,34417.0,서울특별시 서대문구 북가좌제2동(1141072000)
1,17994.0,17243.0,17479.0,19065.0,18941.0,18599.0,25168.0,28226.0,25699.0,25044.0,서울특별시 마포구 아현동(1144055500)
2,37308.0,36302.0,36310.0,36642.0,36530.0,36849.0,36026.0,38621.0,38934.0,39925.0,서울특별시 마포구 공덕동(1144056500)
3,23283.0,23367.0,23672.0,23503.0,23334.0,23405.0,23210.0,23117.0,23083.0,22783.0,서울특별시 마포구 도화동(1144058500)
4,22127.0,21452.0,21129.0,19462.0,19024.0,18917.0,19839.0,21629.0,21944.0,21937.0,서울특별시 마포구 용강동(1144059000)
5,16335.0,16034.0,14930.0,14536.0,14278.0,14094.0,15412.0,13556.0,12432.0,12019.0,서울특별시 마포구 대흥동(1144060000)
6,18771.0,18453.0,18411.0,18063.0,17453.0,15929.0,14765.0,14954.0,11151.0,10510.0,서울특별시 마포구 염리동(1144061000)
7,22436.0,23169.0,23342.0,23177.0,21762.0,21718.0,21248.0,19924.0,21700.0,21399.0,서울특별시 마포구 신수동(1144063000)
8,26436.0,26366.0,27358.0,25480.0,25113.0,24714.0,25727.0,26063.0,25686.0,25400.0,서울특별시 마포구 서강동(1144065500)
9,29889.0,29291.0,28905.0,28171.0,28463.0,28924.0,28045.0,26780.0,26132.0,25067.0,서울특별시 마포구 서교동(1144066000)
10,21425.0,21160.0,21203.0,20840.0,20357.0,20074.0,19343.0,19575.0,19895.0,19502.0,서울특별시 마포구 합정동(1144068000)
11,24611.0,24541.0,24721.0,24451.0,24171.0,23848.0,23030.0,22282.0,21874.0,21415.0,서울특별시 마포구 망원제1동(1144069000)
12,21494.0,21931.0,21746.0,21567.0,21173.0,20884.0,20859.0,20578.0,20257.0,19792.0,서울특별시 마포구 망원제2동(1144070000)
13,19763.0,19647.0,19622.0,19311.0,19095.0,19092.0,18636.0,18047.0,17488.0,16742.0,서울특별시 마포구 연남동(1144071000)
14,20301.0,20520.0,20712.0,20882.0,21060.0,21101.0,20889.0,20869.0,20415.0,20205.0,서울특별시 마포구 성산제1동(1144072000)
15,41379.0,41792.0,41667.0,41287.0,40789.0,40623.0,40275.0,40062.0,39984.0,40359.0,서울특별시 마포구 성산제2동(1144073000)
16,21567.0,22745.0,30658.0,33056.0,33101.0,33085.0,32967.0,33360.0,33218.0,32816.0,서울특별시 마포구 상암동(1144074000)
