기간,자치구,동,총전입,총전출,구내전입,구내전출,구간전입,구간전출,시/도간전입,시/도간전출
2009,용산구,용산2가동,2055,2201,505,559,807,845,743,797
2009,용산구,남영동,2059,2103,425,517,934,922,700,664
2009,용산구,원효로2동,2551,2852,610,569,1164,1413,777,870
2009,용산구,효창동,1889,1954,542,530,853,904,494,520
2009,용산구,용문동,2180,2083,709,566,964,896,507,621
2009,용산구,이촌1동,4567,4460,896,864,2344,2345,1327,1251
2009,용산구,이촌2동,1401,1583,341,435,618,699,442,449
2009,용산구,이태원1동,1659,1881,481,560,649,792,529,529
2009,용산구,이태원2동,1877,2098,368,455,876,892,633,751
2009,용산구,서빙고동,1906,1968,491,473,804,856,611,639
2009,용산구,보광동,3201,3369,840,746,1243,1473,1118,1150
2009,용산구,청파동,4950,4783,606,613,2261,2382,2083,1788
2009,용산구,원효로1동,2250,2362,512,612,1051,1031,687,719
2009,용산구,한강로동,4263,3373,796,639,2234,1611,1233,1123
2009,용산구,한남동,4714,4619,648,691,2380,2310,1686,1618
2009,성동구,소계,52050,60218,13015,13015,23990,29920,15045,17283
2009,성동구,왕십리2동,3182,3139,1162,859,1271,1460,749,820
2009,성동구,마장동,3720,4051,996,745,1616,2060,1108,1246
2009,성동구,사근동,2375,2541,397,585,663,1023,1315,933
2009,성동구,행당1동,3107,3363,1018,863,1199,1535,890,965
2009,성동구,행당2동,3569,4277,1039,922,1616,2210,914,1145
2009,성동구,응봉동,2949,3116,967,731,1271,1531,711,854
2009,성동구,금호1가동,2262,3575,854,1054,825,1738,583,783
2009,성동구,금호4가동,2765,3142,818,725,1249,1576,698,841
2009,성동구,성수1가1동,3312,3764,1008,1013,1400,1621,904,1130
2009,성동구,성수1가2동,3300,3829,825,853,1391,1694,1084,1282
2009,성동구,성수2가1동,4568,3551,816,560,2515,1724,1237,1267
2009,성동구,성수2가3동,2506,2583,573,506,1148,1278,785,799
2009,성동구,송정동,2856,2420,324,207,1787,1425,745,788
2009,성동구,용답동,2790,3037,241,242,1818,1867,731,928
2009,성동구,왕십리도선동,2027,4036,543,1134,914,2053,570,849
2009,성동구,금호2.3가동,3321,4449,1026,1087,1399,2095,896,1267
2009,성동구,옥수동,3441,5345,408,929,1908,3030,1125,1386
2009,광진구,소계,70105,74075,20102,20102,27623,30161,22380,23812
2009,광진구,화양동,5275,5796,691,1281,1820,2444,2764,2071
2009,광진구,군자동,4183,4303,865,920,1904,1923,1414,1460
2009,광진구,중곡1동,3519,3617,1016,1142,1537,1368,966,1107
2009,광진구,중곡2동,4538,4434,1779,1423,1648,1735,1111,1276
2009,광진구,중곡3동,3649,3933,1009,1056,1754,1757,886,1120
2009,광진구,중곡4동,5259,5880,1876,1787,2023,2272,1360,1821
2009,광진구,능동,2474,2537,737,759,923,1031,814,747
2009,광진구,구의1동,4899,5300,1502,1539,1644,1963,1753,1798
2009,광진구,구의2동,4594,4739,1669,1400,1703,1778,1222,1561
2009,광진구,구의3동,6001,6035,1835,1551,2348,2529,1818,1955
2009,광진구,광장동,5649,6277,1207,1300,2471,3022,1971,1955
2009,광진구,자양1동,4809,5173,1711,1649,1566,1784,1532,1740
2009,광진구,자양2동,5118,5139,1778,1598,1816,1745,1524,1796
2009,광진구,자양3동,5691,5608,1496,1364,2583,2581,1612,1663
2009,광진구,자양4동,4447,5304,931,1333,1883,2229,1633,1742
2009,동대문구,소계,63640,73484,20892,20892,24274,31475,18474,21117
2009,동대문구,회기동,2586,2721,672,657,779,1103,1135,961
2009,동대문구,휘경1동,3353,3519,1107,989,1039,1355,1207,1175
2009,동대문구,휘경2동,3757,4482,1276,1203,1245,1776,1236,1503
2009,동대문구,청량리동,3446,3700,1191,913,1280,1549,975,1238
2009,동대문구,용신동,6820,5286,1387,938,3528,2649,1905,1699
2009,동대문구,제기동,4992,5507,1061,1128,2182,2670,1749,1709
2009,동대문구,전농1동,3303,5329,1491,2005,930,1962,882,1362
2009,동대문구,전농2동,4021,4495,1916,1544,1176,1799,929,1152
2009,동대문구,답십리1동,1927,8563,657,3596,772,3673,498,1294
2009,동대문구,답십리2동,7165,6721,3337,2320,2451,2700,1377,1701
2009,동대문구,장안1동,5195,5288,1777,1372,2160,2386,1258,1530
2009,동대문구,장안2동,7260,7305,2692,2000,2912,3075,1656,2230
2009,동대문구,이문1동,4669,5024,1253,1184,1558,2094,1858,1746
2009,동대문구,이문2동,5146,5544,1075,1043,2262,2684,1809,1817
2009,중랑구,소계,70325,75714,26849,26849,24345,24114,19131,24751
2009,중랑구,면목2동,4981,4906,1965,1721,1779,1565,1237,1620
2009,중랑구,면목4동,4149,4465,971,1130,1862,1923,1316,1412
2009,중랑구,면목5동,2589,2839,1100,1180,945,879,544,780
2009,중랑구,면목7동,4634,4986,1522,1732,1946,1867,1166,1387
2009,중랑구,상봉1동,3629,3939,1619,1510,1039,1184,971,1245
2009,중랑구,상봉2동,3814,3928,1382,1550,1225,1086,1207,1292
2009,중랑구,중화1동,3214,3593,1337,1360,1078,1129,799,1104
2009,중랑구,중화2동,4982,5575,1730,1824,1748,1871,1504,1880
2009,중랑구,묵1동,5376,5700,1644,1420,2294,2362,1438,1918
2009,중랑구,묵2동,3766,3727,1263,1219,1628,1375,875,1133
2009,중랑구,망우3동,3604,4009,1746,1839,934,887,924,1283
2009,중랑구,신내1동,3919,4796,1828,1817,1042,1282,1049,1697
2009,중랑구,신내2동,3750,4101,1456,1198,1318,1517,976,1386
2009,중랑구,면목본동,6670,7182,2568,2825,2228,2029,1874,2328
2009,중랑구,면목3.8동,5378,5859,2324,2413,1771,1740,1283,1706
2009,중랑구,망우본동,5870,6109,2394,2111,1508,1418,1968,2580
2009,성북구,소계,81183,81056,22456,22456,36175,34901,22552,23699
2009,성북구,돈암1동,2750,2890,905,1010,1152,1152,693,728
2009,성북구,돈암2동,3840,4170,1298,1366,1607,1752,935,1052
2009,성북구,안암동,3836,4226,752,1063,1561,1826,1523,1337
2009,성북구,보문동,2876,3244,629,849,1402,1550,845,845
2009,성북구,정능1동,5113,3403,2178,1315,1881,1075,1054,1013
2009,성북구,정능2동,4586,4287,2041,1621,1555,1495,990,1171
2009,성북구,정능3동,2985,3439,867,1014,959,1311,1159,1114
2009,성북구,정능4동,4540,4662,1402,1433,1940,1895,1198,1334
2009,성북구,길음1동,4439,5125,978,1131,2199,2568,1262,1426
2009,성북구,길음2동,3000,3500,596,654,1551,1836,853,1010
2009,성북구,월곡1동,3680,4060,857,1043,1811,1822,1012,1195
2009,성북구,월곡2동,3258,3648,892,1246,1318,1337,1048,1065
2009,성북구,장위1동,3333,4081,987,1010,1422,1816,924,1255
2009,성북구,장위2동,3213,3695,1228,1198,1204,1420,781,1077
2009,성북구,장위3동,4222,3016,965,712,2425,1437,832,867
2009,성북구,성북동,3576,3700,962,1250,1589,1484,1025,966
2009,성북구,삼선동,4710,4857,1218,1345,2040,2118,1452,1394
2009,성북구,동선동,3581,3709,1087,1318,1242,1330,1252,1061
2009,성북구,종암동,7218,5632,1492,1073,3661,2697,2065,1862
2009,성북구,석관동,6427,5712,1122,805,3656,2980,1649,1927
2009,강북구,소계,54963,58481,18151,18151,24011,24201,12801,16129
2009,강북구,번1동,4670,4069,1255,1066,2255,1878,1160,1125
2009,강북구,번2동,2858,3380,1007,1068,1221,1328,630,984
2009,강북구,번3동,2469,3028,546,607,1424,1555,499,866
2009,강북구,수유1동,3893,3932,1555,1468,1384,1342,954,1122
2009,강북구,수유2동,4177,3916,1499,1238,1827,1731,851,947
2009,강북구,수유3동,4928,5028,1550,1623,2167,2022,1211,1383
2009,강북구,삼양동,5623,5886,2114,2051,2315,2179,1194,1656
2009,강북구,미아동,4489,5008,1821,1995,1618,1745,1050,1268
2009,강북구,송중동,5057,5879,1245,1563,2474,2678,1338,1638
2009,강북구,송천동,4942,5486,1640,1811,2109,2183,1193,1492
2009,강북구,삼각산동,2815,3517,721,739,1389,1720,705,1058
2009,강북구,우이동,3660,3616,1108,942,1751,1688,801,986
2009,강북구,인수동,5382,5736,2090,1980,2077,2152,1215,1604
2009,도봉구,소계,57210,62980,18234,18234,23272,24945,15704,19801
2009,도봉구,쌍문1동,3714,4621,794,936,1998,2458,922,1227
2009,도봉구,쌍문2동,3649,3977,1446,1604,1331,1254,872,1119
2009,도봉구,쌍문3동,3122,3343,973,1040,1295,1293,854,1010
2009,도봉구,쌍문4동,3287,3372,1476,1278,1106,1175,705,919
2009,도봉구,방학1동,5562,5898,2184,2046,1872,2011,1506,1841
2009,도봉구,방학2동,4171,4505,1763,1815,1371,1255,1037,1435
2009,도봉구,방학3동,4051,4425,1530,1409,1459,1695,1062,1321
2009,도봉구,창1동,4552,4854,1446,1380,1823,1943,1283,1531
2009,도봉구,창2동,5022,5494,1334,1449,2358,2358,1330,1687
2009,도봉구,창3동,2490,2710,577,585,1315,1328,598,797
2009,도봉구,창4동,4519,4857,1010,910,2065,2360,1444,1587
2009,도봉구,창5동,4460,4912,1453,1307,1878,2105,1129,1500
2009,도봉구,도봉1동,4028,4669,1099,1260,1500,1576,1429,1833
2009,도봉구,도봉2동,4583,5343,1149,1215,1901,2134,1533,1994
2009,노원구,소계,92019,100423,29670,29670,33678,36367,28671,34386
2009,노원구,월계1동,3907,4134,803,765,1810,1972,1294,1397
2009,노원구,월계2동,3957,4566,694,764,2099,2250,1164,1552
2009,노원구,월계3동,4875,5768,1104,1226,2302,2462,1469,2080
2009,노원구,공릉2동,7343,7742,1551,1466,2632,3005,3160,3271
2009,노원구,하계1동,4763,4971,1672,1556,1801,1939,1290,1476
2009,노원구,하계2동,3397,3816,1343,1222,1160,1463,894,1131
2009,노원구,중계본동,4596,4664,1726,1479,1486,1829,1384,1356
2009,노원구,중계1동,4715,5178,1718,2089,1689,1719,1308,1370
2009,노원구,중계4동,3707,4204,1614,1697,1109,1212,984,1295
2009,노원구,상계1동,6391,5873,2047,1313,2175,2116,2169,2444
2009,노원구,상계2동,4070,4403,2018,1788,1021,1233,1031,1382
2009,노원구,상계5동,4336,4723,2056,2016,1091,1214,1189,1493
2009,노원구,상계8동,4942,5613,1400,1546,1917,1916,1625,2151
2009,노원구,상계9동,4087,4790,1802,1782,1172,1392,1113,1616
2009,노원구,상계10동,3997,4471,1500,1515,1330,1461,1167,1495
2009,노원구,공릉1.3동,6252,6675,1496,1746,2652,2536,2104,2393
2009,노원구,상계3.4동,5102,5819,1817,1857,1616,1821,1669,2141
2009,노원구,상계6.7동,6009,6721,1650,1920,2304,2530,2055,2271
2009,노원구,중계2.3동,5573,6292,1659,1923,2312,2297,1602,2072
2009,은평구,소계,88552,82920,34125,34125,29661,22001,24766,26794
2009,은평구,녹번동,6160,6608,2122,2610,2237,1936,1801,2062
2009,은평구,불광1동,5529,6076,1935,2519,1739,1545,1855,2012
2009,은평구,갈현1동,4464,5050,1716,2127,1140,1076,1608,1847
2009,은평구,갈현2동,5177,5112,2415,2385,1240,1052,1522,1675
2009,은평구,구산동,6223,5579,2772,2326,1773,1281,1678,1972
2009,은평구,대조동,5590,6040,2505,2813,1569,1403,1516,1824
2009,은평구,응암1동,6229,6338,2640,2588,1945,1834,1644,1916
2009,은평구,응암2동,3103,4152,1280,1844,1031,1205,792,1103
2009,은평구,신사1동,4889,4932,2270,2223,1389,1197,1230,1512
2009,은평구,신사2동,3798,4512,1369,1918,1240,1307,1189,1287
2009,은평구,증산동,3488,3569,887,1030,1535,1326,1066,1213
2009,은평구,수색동,2975,2903,497,685,1296,954,1182,1264
2009,은평구,진관동,12307,2278,4068,562,5696,754,2543,962
2009,은평구,불광2동,5119,5768,1882,2444,1496,1289,1741,2035
2009,은평구,응암3동,4876,5356,1749,2151,1894,1732,1233,1473
2009,은평구,역촌동,8625,8647,4018,3900,2441,2110,2166,2637
2009,서대문구,소계,55046,60558,13740,13740,23578,27932,17728,18886
2009,서대문구,천연동,4407,3590,762,512,2466,1997,1179,1081
2009,서대문구,홍제1동,4218,4784,1197,1149,1712,2113,1309,1522
2009,서대문구,홍제3동,3043,3332,990,910,1250,1458,803,964
2009,서대문구,홍제2동,2381,2609,582,607,1128,1291,671,711
2009,서대문구,홍은1동,3385,3879,935,1051,1413,1581,1037,1247
2009,서대문구,홍은2동,5393,5417,1724,1433,2103,2371,1566,1613
2009,서대문구,남가좌1동,687,3292,209,1508,276,1189,202,595
2009,서대문구,남가좌2동,5355,5185,1942,1511,2067,2117,1346,1557
2009,서대문구,북가좌1동,1616,2521,441,686,664,1119,511,716
2009,서대문구,북가좌2동,6243,5876,1990,1069,2699,2919,1554,1888
2009,서대문구,충현동,3790,3985,562,767,1838,1887,1390,1331
2009,서대문구,북아현동,2807,3108,461,488,1280,1554,1066,1066
2009,서대문구,신촌동,4750,5466,522,593,1858,2925,2370,1948
2009,서대문구,연희동,6971,7514,1423,1456,2824,3411,2724,2647
2009,마포구,소계,73262,76687,19901,19901,29798,32526,23563,24260
2009,마포구,용강동,3742,4576,924,1202,1650,2043,1168,1331
2009,마포구,대흥동,3675,4002,731,968,1355,1680,1589,1354
2009,마포구,염리동,2729,3128,776,819,1022,1334,931,975
2009,마포구,신수동,4892,4305,1604,1194,1866,1697,1422,1414
2009,마포구,서교동,7114,7898,1800,2478,2474,2978,2840,2442
2009,마포구,합정동,4370,4791,1220,1576,1687,1687,1463,1528
2009,마포구,망원1동,4626,4914,1840,1719,1452,1596,1334,1599
2009,마포구,망원2동,3974,3673,1692,1305,1313,1291,969,1077
2009,마포구,연남동,4149,4369,1154,1301,1688,1716,1307,1352
2009,마포구,성산1동,4190,4084,1731,1462,1343,1383,1116,1239
2009,마포구,성산2동,6322,6168,1524,1337,2847,2732,1951,2099
2009,마포구,상암동,5188,4175,1302,542,2316,2023,1570,1610
2009,마포구,도화동,3945,3971,746,651,1972,2040,1227,1280
2009,마포구,서강동,5222,5465,1412,1501,1912,2253,1898,1711
2009,마포구,공덕동,6071,7265,783,1032,3431,4030,1857,2203
2009,마포구,아현동,3053,3903,662,814,1470,2043,921,1046
2009,양천구,소계,84517,87647,25822,25822,33387,32930,25308,28895
2009,양천구,목1동,7514,5785,2502,1695,3133,2399,1879,1691
2009,양천구,목2동,5585,6043,1533,1581,2381,2452,1671,2010
2009,양천구,목3동,4731,4924,1356,1172,2227,2249,1148,1503
2009,양천구,목4동,5174,5502,1588,1673,2110,2132,1476,1697
2009,양천구,신월1동,4590,4820,967,955,2238,2088,1385,1777
2009,양천구,신월2동,3393,3900,1401,1374,1075,1142,917,1384
2009,양천구,신월3동,3820,3587,953,814,1381,1134,1486,1639
2009,양천구,신월4동,2838,3007,1284,1147,778,838,776,1022
2009,양천구,신월5동,3448,2921,516,574,1930,1284,1002,1063
2009,양천구,신월6동,2068,2448,865,919,522,645,681,884
2009,양천구,신월7동,3789,4123,1192,1316,1293,1132,1304,1675
2009,양천구,신정1동,4155,4495,1648,1783,1385,1466,1122,1246
2009,양천구,신정2동,3554,3850,1184,1419,1385,1418,985,1013
2009,양천구,신정3동,7758,9067,2397,2687,2838,3227,2523,3153
2009,양천구,신정6동,4261,4631,1696,1698,1393,1720,1172,1213
2009,양천구,신정7동,4520,4951,1385,1373,1749,2057,1386,1521
2009,양천구,목5동,6400,6933,1370,1992,2917,3011,2113,1930
2009,양천구,신정4동,6919,6660,1985,1650,2652,2536,2282,2474
2009,강서구,소계,100639,108540,36478,36478,33828,33774,30333,38288
2009,강서구,염창동,5793,6072,1501,1335,2413,2415,1879,2322
2009,강서구,등촌1동,4009,4272,1403,1497,1340,1360,1266,1415
2009,강서구,등촌2동,3705,4141,931,986,1770,1891,1004,1264
2009,강서구,등촌3동,4972,5445,1649,1690,1825,1894,1498,1861
2009,강서구,화곡본동,7941,7764,2961,2330,2688,2359,2292,3075
2009,강서구,화곡2동,4065,4175,1496,1516,1451,1230,1118,1429
2009,강서구,화곡3동,4465,4538,2030,1455,1301,1586,1134,1497
2009,강서구,화곡4동,4288,4243,1237,1215,1826,1525,1225,1503
2009,강서구,화곡6동,5001,4942,2083,1738,1440,1398,1478,1806
2009,강서구,화곡8동,5499,5515,1919,1962,2133,1739,1447,1814
2009,강서구,가양1동,3144,3801,1176,1312,933,1076,1035,1413
2009,강서구,가양2동,2463,2762,640,874,1074,912,749,976
2009,강서구,가양3동,2666,3147,783,963,1075,1048,808,1136
2009,강서구,발산1동,6417,5071,2953,1864,1684,1449,1780,1758
2009,강서구,공항동,4697,5205,1740,1903,1203,1208,1754,2094
2009,강서구,방화1동,6253,6088,2995,2482,1423,1318,1835,2288
2009,강서구,방화2동,4301,4592,1894,1748,915,912,1492,1932
2009,강서구,방화3동,4321,4705,1666,1676,1080,1171,1575,1858
2009,강서구,화곡1동,9934,10023,2688,2418,4339,4020,2907,3585
2009,강서구,우장산동,6705,12039,2733,5514,1915,3263,2057,3262
2009,구로구,소계,68459,71744,17010,17010,25121,23468,26328,31266
2009,구로구,신도림동,5257,5595,755,597,2474,2668,2028,2330
2009,구로구,구로1동,2950,3252,442,454,1274,1294,1234,1504
2009,구로구,구로3동,6505,6435,1006,1172,2613,2674,2886,2589
2009,구로구,구로4동,4948,5318,1604,1495,1850,1745,1494,2078
2009,구로구,구로5동,5359,6017,1029,1254,2335,2429,1995,2334
2009,구로구,고척1동,3700,4157,1109,1440,1252,1176,1339,1541
2009,구로구,고척2동,7226,4616,2185,1308,3195,1481,1846,1827
2009,구로구,개봉2동,4732,5508,1212,1265,1378,1550,2142,2693
2009,구로구,개봉3동,3288,3690,873,987,828,738,1587,1965
2009,구로구,오류1동,3255,3548,919,1004,1015,968,1321,1576
2009,구로구,오류2동,4215,4933,977,1015,1270,1307,1968,2611
2009,구로구,수궁동,4947,3331,1272,731,1704,775,1971,1825
2009,구로구,가리봉동,2055,2761,423,580,853,1064,779,1117
2009,구로구,구로2동,4859,6245,1458,1733,1553,1953,1848,2559
2009,구로구,개봉1동,5163,6338,1746,1975,1527,1646,1890,2717
2009,금천구,소계,38427,42817,11628,11628,12019,11699,14780,19490
2009,금천구,가산동,3879,4016,466,696,1482,1507,1931,1813
2009,금천구,독산1동,6510,6235,1076,948,2061,1671,3373,3616
2009,금천구,독산2동,3770,4201,1522,1509,1006,968,1242,1724
2009,금천구,독산3동,4017,4868,896,1127,1786,1852,1335,1889
2009,금천구,독산4동,3286,3579,1365,1267,945,898,976,1414
2009,금천구,시흥1동,5218,5764,1963,1852,1447,1298,1808,2614
2009,금천구,시흥2동,3153,3520,850,700,1227,1239,1076,1581
2009,금천구,시흥3동,1657,2078,460,335,408,434,789,1309
2009,금천구,시흥4동,3562,4398,1570,1646,900,995,1092,1757
2009,금천구,시흥5동,3375,4158,1460,1548,757,837,1158,1773
2009,영등포구,소계,69169,75640,16701,16701,28641,31897,23827,27042
2009,영등포구,여의동,5272,4893,455,411,3182,2925,1635,1557
2009,영등포구,당산1동,4049,4195,1045,1025,1603,1676,1401,1494
2009,영등포구,당산2동,5675,6012,1017,1242,2564,2713,2094,2057
2009,영등포구,양평1동,3141,3597,692,816,1453,1563,996,1218
2009,영등포구,양평2동,3470,3658,736,605,1587,1747,1147,1306
2009,영등포구,신길1동,3872,3989,959,960,1468,1537,1445,1492
2009,영등포구,신길3동,2826,3303,1193,1153,804,1012,829,1138
2009,영등포구,신길4동,1772,2183,642,794,543,705,587,684
2009,영등포구,신길5동,2806,3361,1099,1181,886,1113,821,1067
2009,영등포구,신길6동,4196,4616,985,960,2080,2178,1131,1478
2009,영등포구,신길7동,4059,4345,728,786,1319,1541,2012,2018
2009,영등포구,대림1동,2853,3670,1035,1086,1022,1374,796,1210
2009,영등포구,대림2동,3424,3951,667,787,1553,1793,1204,1371
2009,영등포구,대림3동,4676,5527,1177,1023,1892,2376,1607,2128
2009,영등포구,영등포본동,4568,5005,1320,1135,1622,2020,1626,1850
2009,영등포구,영등포동,3707,3786,762,822,1450,1473,1495,1491
2009,영등포구,도림동,3776,4332,1102,1086,1330,1628,1344,1618
2009,영등포구,문래동,5027,5217,1087,829,2283,2523,1657,1865
2009,동작구,소계,71983,77588,16404,16404,30629,34474,24950,26710
2009,동작구,노량진2동,3049,3357,891,1004,986,1150,1172,1203
2009,동작구,상도1동,7270,7660,1262,1326,3128,3679,2880,2655
2009,동작구,상도2동,5083,4977,1779,1484,1855,1927,1449,1566
2009,동작구,상도3동,4529,4250,1694,1381,1556,1473,1279,1396
2009,동작구,상도4동,4620,4886,1680,1509,1568,1701,1372,1676
2009,동작구,사당1동,5159,5574,767,865,2428,2665,1964,2044
2009,동작구,사당3동,4822,5332,1121,1299,2087,2336,1614,1697
2009,동작구,사당4동,3732,3272,1227,807,1377,1330,1128,1135
2009,동작구,사당5동,2903,3367,788,859,1160,1431,955,1077
2009,동작구,대방동,6941,7306,1489,1457,3203,3563,2249,2286
2009,동작구,신대방1동,4306,4704,432,388,2533,2625,1341,1691
2009,동작구,신대방2동,3927,4644,917,1129,1776,2104,1234,1411
2009,동작구,흑석동,4410,5768,470,906,1923,2603,2017,2259
2009,동작구,노량진1동,5596,6159,1188,1267,2022,2472,2386,2420
2009,동작구,사당2동,5636,6332,699,723,3027,3415,1910,2194
2009,관악구,소계,104469,113071,29163,29163,33594,40932,41712,42976
2009,관악구,보라매동,4985,5296,1638,1362,1753,2018,1594,1916
2009,관악구,청림동,2988,3386,773,644,1320,1594,895,1148
2009,관악구,행운동,7065,7433,1764,1902,2329,2841,2972,2690
2009,관악구,낙성대동,4744,5106,1379,1539,1272,1782,2093,1785
2009,관악구,중앙동,3103,3425,1076,1215,799,994,1228,1216
2009,관악구,인헌동,5840,6253,1368,1340,1862,2417,2610,2496
2009,관악구,남현동,4219,4379,413,361,1965,2135,1841,1883
2009,관악구,서원동,5855,6349,1771,1906,1628,2132,2456,2311
2009,관악구,신원동,3833,4379,1301,1344,1108,1413,1424,1622
2009,관악구,서림동,5883,6385,1639,1833,1651,1978,2593,2574
2009,관악구,신사동,5079,5583,1358,1467,1644,2080,2077,2036
2009,관악구,신림동,6076,5928,1365,1414,1620,2191,3091,2323
2009,관악구,난향동,3062,3262,998,685,1108,1242,956,1335
2009,관악구,조원동,3602,3633,805,742,1406,1539,1391,1352
2009,관악구,대학동,6181,6266,1125,1367,1748,1973,3308,2926
2009,관악구,은천동,6394,6955,2146,1831,2257,2745,1991,2379
2009,관악구,성현동,5013,5623,1470,1327,2088,2294,1455,2002
2009,관악구,청룡동,7590,8289,1969,2459,2147,2774,3474,3056
2009,관악구,난곡동,4403,5281,1702,1650,1231,1521,1470,2110
2009,관악구,삼성동,3539,4314,1176,1124,1141,1387,1222,1803
2009,관악구,미성동,5015,5546,1927,1651,1517,1882,1571,2013
2009,서초구,소계,102723,86024,25493,25493,46746,33198,30484,27333
2009,서초구,서초1동,4631,4812,1097,1464,1848,1678,1686,1670
2009,서초구,서초2동,4662,4732,950,1197,2064,1887,1648,1648
2009,서초구,서초3동,6639,6304,1336,1572,2704,2440,2599,2292
2009,서초구,서초4동,6257,4921,1587,1675,2807,1723,1863,1523
2009,서초구,잠원동,7573,8005,1354,2721,3738,3164,2481,2120
2009,서초구,반포본동,3078,3133,853,1550,1501,1028,724,555
2009,서초구,반포1동,15791,5762,4731,1081,7528,2642,3532,2039
2009,서초구,반포2동,10083,2458,3500,958,4880,898,1703,602
2009,서초구,반포3동,5151,5461,1401,2644,2267,1571,1483,1246
2009,서초구,반포4동,3996,4226,1063,1667,1661,1356,1272,1203
2009,서초구,방배본동,4411,4221,1186,1541,2050,1676,1175,1004
2009,서초구,방배1동,3399,3767,1067,1321,1358,1363,974,1083
2009,서초구,방배2동,5631,6180,1118,1360,2730,2845,1783,1975
2009,서초구,방배3동,4747,4711,1223,1416,2072,1837,1452,1458
2009,서초구,방배4동,5960,5701,1568,1729,2752,2355,1640,1617
2009,서초구,양재1동,4827,5214,649,718,2217,2274,1961,2222
2009,서초구,양재2동,4770,5132,609,591,2192,2060,1969,2481
2009,서초구,내곡동,1117,1284,201,288,377,401,539,595
2009,강남구,소계,124656,122434,33686,33686,48071,48186,42899,40562
2009,강남구,신사동,4361,4456,868,1025,2098,2153,1395,1278
2009,강남구,논현1동,8183,8169,1593,1760,3304,3540,3286,2869
2009,강남구,논현2동,6106,6438,1922,2042,2239,2446,1945,1950
2009,강남구,삼성1동,3375,3255,1019,1024,1307,1327,1049,904
2009,강남구,삼성2동,11614,6837,3707,2090,4739,2584,3168,2163
2009,강남구,대치1동,5169,5012,1511,1978,1889,1773,1769,1261
2009,강남구,대치4동,6878,6913,1826,2025,2298,2476,2754,2412
2009,강남구,역삼1동,11212,11673,2291,2527,4328,4706,4593,4440
2009,강남구,역삼2동,8142,7822,2620,2274,2754,3047,2768,2501
2009,강남구,도곡1동,3954,4204,1065,1042,1587,1818,1302,1344
2009,강남구,도곡2동,6171,6314,2082,2032,2058,2367,2031,1915
2009,강남구,개포1동,4125,4323,1447,1351,1244,1444,1434,1528
2009,강남구,개포4동,4891,5047,1033,981,2104,1974,1754,2092
2009,강남구,일원본동,3597,3613,898,821,1473,1570,1226,1222
2009,강남구,일원1동,2973,3323,733,760,1018,1263,1222,1300
2009,강남구,일원2동,3146,3388,1077,1113,1135,1186,934,1089
2009,강남구,수서동,2522,2866,576,521,1089,1260,857,1085
2009,강남구,세곡동,957,796,148,131,329,268,480,397
2009,강남구,압구정동,4809,5132,1235,1367,2208,2377,1366,1388
